產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"半導體業","5443","均豪","368355","378","974","1051","-7.33%","917","978","-6.24%","1.82","1307","5.21","N","N","Y","公司營運表現穩定成長，並持續提撥盈餘發放員工酬勞，包含固定薪資、獎金與股權激勵。雖部分股權酬勞未納入年度薪資統計，但實質已提升員工總報酬，與經營績效具高度連動性，兼顧留才與獎勵機制。","未來將補充揭露包含股權激勵在內的員工總報酬資訊，提升資訊透明度。同時檢討統計方法，研議在法規許可下反映非現金報酬。並持續優化酬勞制度與內部溝通，強化員工對薪酬結構的認知與認同，確保激勵效果與公平性。",
"其他","5450","南良","334577","488","686","626","9.58%","599","543","10.31%","1.13","695","2.24","N","N","N","","",
"其他電子業","5452","佶優","38536","33","1168","1078","8.35%","939","738","27.24%","0.40","958","4.44","N","N","N","","",
"建材營造","5455","昇益","14560","12","1213","1084","11.90%","887","963","-7.89%","5.83","1007","3.22","N","N","N","","",
"電子零組件業","5457","宣德","367055","474","774","671","15.35%","588","519","13.29%","2.30","747","2.21","N","N","N","","",
"電子零組件業","5460","同協","47544","68","699","693","0.87%","591","622","-4.98%","0.22","747","2.21","N","N","N","","",
"電子零組件業","5464","霖宏","146915","330","445","428","3.97%","422","401","5.24%","1.74","747","2.21","Y","N","N","營收狀況不如預期，影響獲利，致員工薪資平均數低於同業。","將持續增加經營績效，以便提高員工獎酬及士氣。",
"電腦及週邊設備業","5465","富驊","24530","24","1022","975","4.82%","953","938","1.60%","1.82","909","4.39","N","N","N","","",
"半導體業","5468","凱鈺","16214","17","954","852","11.97%","811","795","2.01%","-0.13","1307","5.21","N","N","N","","",
"電腦及週邊設備業","5474","聰泰","186217","133","1400","1335","4.87%","1183","1097","7.84%","7.15","909","4.39","N","N","N","","",
"電子零組件業","5475","德宏","6908","12","576","495","16.36%","494","477","3.56%","-1.36","747","2.21","N","N","N","","",
"文化創意業","5478","智冠","400619","397","1009","943","7.00%","870","820","6.10%","7.75","1357","7.81","N","N","N","","",
"其他","5481","新華","6131","9","681","672","1.34%","617","614","0.49%","-0.24","695","2.24","N","N","N","","",
"半導體業","5483","中美晶","618970","573","1080","1452","-25.62%","996","1370","-27.30%","9.24","1307","5.21","N","Y","N","半導體產業涵蓋IC設計、晶圓製造及後段封裝測試等多元環節，各領域員工職務性質差異較大，導致平均薪資水準不具直接可比性。
此外， 113年度公司獲利較112年度下滑，員工分紅提列金額亦相對減少。","公司致力於打造優質職場環境，持續提升薪資與福利水準，讓員工能共享營運成果，實現長期穩定發展。",
"半導體業","5487","通泰","39405","40","985","1002","-1.70%","944","939","0.53%","-0.11","1307","5.21","N","N","Y","113年員工離職3人, 在職月數為2、3、4個月, 新到職員工3人, 在職月數為6、7、9個月; 113年加權平均人數較112年度減少5人降為40人, 因此「薪資平均數」較前一年度減少, 但反觀「薪資中位數」較前一年度是增加的","113年度通泰公司為員工調薪幅度平均約為1.6%, 114年度目前也仍依照員工到職屆滿日時, 進行考核並依照其績效表現, 予以調薪, 鼓勵員工",
"電子零組件業","5488","松普","33908","61","556","559","-0.54%","548","551","-0.54%","0.01","747","2.21","N","N","N","","",
"其他電子業","5489","彩富","318895","335","952","744","27.96%","691","645","7.13%","2.39","958","4.44","N","N","N","","",
"電腦及週邊設備業","5490","同亨","151401","148","1023","1007","1.59%","967","939","2.98%","0.35","909","4.39","N","N","N","","",
"其他電子業","5493","三聯","81606","69","1183","1125","5.16%","1136","1113","2.07%","4.20","958","4.44","N","N","N","","",
"電子零組件業","5498","凱崴","80248","137","586","586","0.00%","554","547","1.28%","-0.01","747","2.21","N","N","N","","",
"建材營造","5508","永信建","52537","38","1383","1400","-1.21%","1308","1312","-0.30%","16.03","1007","3.22","N","N","Y","請參本公司當年度永續報告書第35頁有關員工福利與薪酬相關說明。","因人員結構異動(基層人員增加)導致平均數下降，當年度績效以全面調薪方式反映在員工薪酬，採搭配定額調升的模式，部分基層員工調薪比例可達10%。並於114年度修訂章程規畫保證基層員工員工酬勞分配情形。",
"建材營造","5511","德昌","334497","319","1049","1032","1.65%","969","973","-0.41%","7.52","1007","3.22","N","N","N","","",
"建材營造","5512","力麒","29331","31","946","952","-0.63%","903","915","-1.31%","0.17","1007","3.22","N","N","N","","",
"建材營造","5514","三豐","11460","11","1042","978","6.54%","994","953","4.30%","0.39","1007","3.22","N","N","N","","",
"建材營造","5516","雙喜","181813","275","661","706","-6.37%","505","616","-18.02%","-3.61","1007","3.22","N","N","Y","因113年度聘入較多移工增加約50%，以致薪資平均數較前一年度減少。","移工職務皆為基層技術工及勞力工，本公司積極提升招募國內營造業人才。經理人薪資依同業水準及公司營運、個人接受度適當調整。",
"建材營造","5520","力泰","297096","180","1651","1327","24.42%","1536","1148","33.80%","8.98","1007","3.22","N","N","N","","",
"建材營造","5523","豐謙","8968","13","690","759","-9.09%","597","663","-9.95%","0.55","1007","3.22","N","N","N","","",
"建材營造","5529","鉅陞","16766","21","798","873","-8.59%","623","780","-20.13%","-0.94","1007","3.22","N","N","Y","雖獲利成長，但目前公司仍呈現虧損，會造成此薪資平均數較前一年減少，因2023年聘僱多名中階主管、基層員工，導致拉高整體平均薪資，而2024年有離職中階主管，導致拉低整體平均薪資。","1.提高員工留任率
2.創造開放的溝通渠道，鼓勵員工表達想法
3.給予基層員工學習成長的機會
4.促進工作與生活平衡
5.獎勵和認可員工
6.招募合適的人才",
"其他","5530","龍巖","484972","536","905","920","-1.63%","738","743","-0.67%","3.83","695","2.24","N","N","Y","1.113年度配合公司業務需求大量招募新人，人數較112年度增加9.8%，致平均下降。
2.113年未全年在職(未領或未全額領取獎金)人員約占18%，致平均下降。如排除未滿職人員，則年薪資平均為正成長。","1.持續逐年調薪(114年已提高清潔人員及禮儀專員起薪)，強化公司薪酬競爭力。
2.擬新增各項留才措施，提高人員留任意願。",
"其他電子業","5536","聖暉*","506539","361","1403","1341","4.62%","1149","1117","2.86%","21.09","958","4.44","N","N","N","","",
"建材營造","5548","安倉","226020","280","807","781","3.33%","683","651","4.92%","2.55","1007","3.22","N","N","N","","",
"航運業","5601","台聯櫃","6267","7","895","886","1.02%","854","856","-0.23%","0.39","972","2.93","N","N","N","","",
"航運業","5603","陸海","212788","262","812","806","0.74%","755","741","1.89%","1.24","972","2.93","N","N","N","","",
"其他","5604","中連","2819","4","705","674","4.60%","716","691","3.62%","2.50","695","2.24","N","N","N","","",
"航運業","5609","中菲行","179604","131","1371","2194","-37.51%","963","1159","-16.91%","6.78","972","2.93","N","N","N","","",
"觀光餐旅","5701","劍湖山","117056","256","457","449","1.78%","401","391","2.56%","-0.52","636","1.19","Y","N","N","本公司主營主題樂園與渡假飯店，基層員工佔比高，113年度因國旅市場疲弱，致營收較同期衰退，然平均薪資仍較去年增加2%，應屬合理。","面臨產業缺工,本公司將優化薪酬福利,加強產學合作與人力彈性配置,以穩定人力、提升留任率。
本公司近年來積極調整經營策略,全力擴大營運動能拚成長,期能轉虧為盈與員工共榮共好。",
"觀光餐旅","5703","亞都麗緻","124181","231","538","464","15.95%","528","457","15.54%","0.19","636","1.19","N","N","N","","",
"觀光餐旅","5704","老爺知","88731","161","551","560","-1.61%","489","472","3.60%","0.41","636","1.19","N","N","N","","",
"金融業","5864","致和證","113036","182","621","537","15.64%","540","480","12.50%","1.98","1181","2.06","N","N","N","","",
"金融業","5878","台名","28372","45","630","598","5.35%","565","546","3.48%","2.22","1181","2.06","N","Y","N","本公司113年持續調升員工薪資，固定薪酬呈現增長，呈現於113年薪資中位數較前一年度增加，而平均數與去年約當相同，主要是因為人員異動調整因素，保經公司員工薪酬均為內勤行政，不含業務承攬人員佣金數據。","1_隨營運績效持續調薪及提升獎金，114年修改章
程，明訂從員工酬勞總額中，分派50%以上為基層員工酬勞。
2_本公司雖屬金融業，此類別產業多樣，不宜直接比較。",
"居家生活","5902","德記","77923","89","876","809","8.28%","762","705","8.09%","2.11","694","8.76","N","N","N","","",
"居家生活","5903","全家","2803420","3455","811","800","1.38%","730","733","-0.41%","17.04","694","8.76","N","N","N","","",
"居家生活","5904","寶雅","1837981","2898","634","557","13.82%","574","505","13.66%","26.74","694","8.76","N","Y","N","公司屬零售業直營型態（非加盟）的自助型賣場，有近90%人力屬第ㄧ線服務人員。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。","公司每年依員工績效考核結果予以晉升、調薪。",
"觀光餐旅","5905","南仁湖","88168","211","418","406","2.96%","400","388","3.09%","-0.51","636","1.19","Y","N","N","113年度扣除轉投資收益後，本公司稅前淨損為149,480千元。勞動部薪資查詢系統，同業非擔任主管職員工總薪資為32,768元~43,413元 (月)。本公司年度薪資平均數為418千元(每月為34,822元)，與同業並無重大差異。","每年視公司營運績效、通貨膨脹率及基本工資調漲幅度，檢視現行薪資架構是否需要調整。",
"金融業","6015","宏遠證","477040","436","1094","990","10.51%","911","798","14.16%","0.91","1181","2.06","N","N","N","","",
"金融業","6016","康和證","730936","563","1298","1074","20.86%","975","866","12.59%","1.75","1181","2.06","N","N","N","","",
"金融業","6020","大展證","47914","64","749","655","14.35%","691","684","1.02%","0.72","1181","2.06","N","N","N","","",
"金融業","6021","美好證","359355","333","1079","994","8.55%","918","846","8.51%","1.43","1181","2.06","N","N","N","","",
"金融業","6023","元大期貨","582166","366","1591","1418","12.20%","1379","1233","11.84%","7.47","1181","2.06","N","N","N","","",
"金融業","6026","福邦證","236086","192","1230","1227","0.24%","1006","1018","-1.18%","1.11","1181","2.06","N","N","N","","",
"文化創意業","6101","寬魚國際","15172","19","799","795","0.50%","657","721","-8.88%","0.28","1357","7.81","N","N","N","","",
"半導體業","6103","合邦","2268","4","567","584","-2.91%","589","507","16.17%","3.40","1307","5.21","N","N","Y","本公司113年度EPS較前一年度成長，主要係因營業外收入53,712仟元，然因營業仍為淨損5,899仟元，公司並無實施調薪作業，故非經理人全時員工薪資平均數為567仟元，低於同業水準。","1.合邦致力於拓展多元採購渠道，嚴控成本與資源配置效率。
並積極整合IC智能模組服務及透過開發客製化解決方案，以開拓市場機會並創造更多營收。
2.根據公司營收狀況與財務規劃，進行薪資調整。",
"半導體業","6104","創惟","576807","274","2105","1795","17.27%","1829","1591","14.96%","3.37","1307","5.21","N","N","N","","",
"通信網路業","6109","亞元","43358","55","788","745","5.77%","680","681","-0.15%","-1.65","840","2.51","N","N","N","","",
"文化創意業","6111","大宇資","72928","94","776","752","3.19%","680","666","2.10%","0.77","1357","7.81","N","N","N","","",
"電子通路業","6113","亞矽","39821","43","926","931","-0.54%","906","924","-1.95%","-0.13","812","1.36","N","N","N","","",
"電子零組件業","6114","久威","21653","29","747","759","-1.58%","684","624","9.62%","2.52","747","2.21","N","N","Y","補充說明，113年經營績效所提列之員酬及獎金，係於次年度即114年進行發放，113年申報的員工薪酬係為112年度提列之金額，故113年受到112年獲利不佳之影響，使得員工薪酬不論主管或非主管員工都有一定比例上減少。","說明：113年度依法提列員酬為新台幣：6,219,254元，後續將會股東會通過後發放。",
"電子通路業","6118","建達","155342","244","637","546","16.67%","580","493","17.65%","0.39","812","1.36","N","N","N","","",
"電腦及週邊設備業","6121","新普","477360","355","1345","1410","-4.61%","1183","1246","-5.06%","28.88","909","4.39","N","N","N","","",
"電機機械","6122","擎邦","258764","230","1125","1028","9.44%","1006","917","9.71%","4.41","725","2.47","N","N","N","","",
"資訊服務業","6123","上奇","23724","32","741","901","-17.76%","695","792","-12.25%","3.65","976","3.68","N","N","N","","",
"電子零組件業","6124","業強","13212","19","695","680","2.21%","592","598","-1.00%","-1.19","747","2.21","N","N","N","","",
"光電業","6125","廣運","398714","431","925","1002","-7.68%","786","829","-5.19%","-0.56","856","2.40","N","N","N","","",
"電子零組件業","6126","信音","16158","20","808","784","3.06%","738","733","0.68%","0.98","747","2.21","N","N","N","","",
"電子零組件業","6127","九豪","111158","190","585","517","13.15%","570","494","15.38%","-0.64","747","2.21","N","N","N","","",
"半導體業","6129","普誠","187575","189","992","1045","-5.07%","895","947","-5.49%","-1.00","1307","5.21","N","N","N","","",
"生技醫療業","6130","上亞科技","8847","12","737","735","0.27%","569","528","7.77%","-0.75","787","0.41","N","N","N","","",
"電子零組件業","6134","萬旭","76951","109","706","660","6.97%","661","605","9.26%","0.24","747","2.21","N","N","N","","",
"半導體業","6138","茂達","460883","284","1623","1451","11.85%","1443","1270","13.62%","9.89","1307","5.21","N","N","N","","",
"資訊服務業","6140","訊達電腦","71433","107","668","646","3.41%","547","562","-2.67%","1.03","976","3.68","N","N","N","","",
"通信網路業","6143","振曜","298306","416","717","711","0.84%","614","642","-4.36%","7.33","840","2.51","N","Y","N","秉持深耕台灣、維護本地就業之承諾，持續保留製造單位於台灣營運，公司基層生產線佔總人數54%，外籍移工佔全體人數30%，然受限於外籍移工制度設計，薪資依政府規定支付基本工資，致整體薪資平均數低於同業水準。","1.強化外籍移工之職務訓練及升遷管道，增加其在台灣工作機會及待遇。
2.逐步增加高附加價值職種及技術性人力之比重，並持續關注全體員工薪資結構之改善。
3.確保依法聘僱外籍移工，並持續符合政府規範。",
"文化創意業","6144","得利影","31356","57","550","556","-1.08%","525","447","17.45%","-0.57","1357","7.81","N","N","N","","",
"其他電子業","6146","耕興","765359","748","1023","1076","-4.93%","816","789","3.42%","12.66","958","4.44","N","N","N","","",
"半導體業","6147","頎邦","5033998","5031","1001","912","9.76%","870","781","11.40%","5.59","1307","5.21","N","Y","N","半導體業含晶片設計、晶圓製造及後段封測，員工結構差異大，致平均薪資不盡具可比較性。","公司將持續落實獲利與員工共享，每年定期調薪，優化薪酬與福利制度。",
"資訊服務業","6148","驊宏資","37300","48","777","758","2.51%","692","667","3.75%","1.54","976","3.68","N","N","N","","",
"電腦及週邊設備業","6150","撼訊","106890","153","699","708","-1.27%","602","606","-0.66%","-4.10","909","4.39","N","N","N","","",
"其他電子業","6151","晉倫","48596","69","704","700","0.57%","641","572","12.06%","1.48","958","4.44","N","N","N","","",
"電子通路業","6154","順發","242447","483","502","482","4.15%","458","434","5.53%","0.50","812","1.36","N","N","N","","",
"電子零組件業","6156","松上","16957","17","997","991","0.61%","949","779","21.82%","2.16","747","2.21","N","N","N","","",
"電子零組件業","6158","禾昌","117278","115","1020","968","5.37%","881","851","3.53%","1.26","747","2.21","N","N","N","","",
"電腦及週邊設備業","6160","欣技","167717","218","769","738","4.20%","658","642","2.49%","-0.57","909","4.39","N","N","N","","",
"電腦及週邊設備業","6161","捷波","59352","61","973","975","-0.21%","716","747","-4.15%","2.85","909","4.39","N","N","Y","本公司薪酬依績效及經營成果發放，113年度整體調薪4%，年終獎金及員工紅利依績效核發。","114年新增激勵獎金及優化考核制度，強化薪酬與績效連動，提升激勵與公平性。",
"通信網路業","6163","華電網","810330","745","1088","1003","8.47%","923","881","4.77%","0.93","840","2.51","N","N","N","","",
"光電業","6167","久正","121031","202","599","635","-5.67%","523","565","-7.43%","0.02","856","2.40","N","N","N","","",
"文化創意業","6169","昱泉","12377","20","619","699","-11.44%","608","627","-3.03%","-1.22","1357","7.81","N","N","N","","",
"通信網路業","6170","統振","73517","53","1387","909","52.59%","954","628","51.91%","3.39","840","2.51","N","N","N","","",
"建材營造","6171","大城地產","11409","15","761","712","6.88%","703","665","5.71%","5.73","1007","3.22","N","Y","N","本公司因行業特性，營收認列採全部完工法，故每年獲利起伏甚大。113年已調整非擔任主管員工薪資4%以上，足見本公司經營績效充分反映於員工薪酬。","本公司會依前一年度經營績效適度調整當年度員工薪酬。",
"電子零組件業","6173","信昌電","480731","640","751","715","5.04%","667","623","7.06%","2.91","747","2.21","N","N","N","","",
"電子零組件業","6174","安碁","114402","207","553","507","9.07%","492","453","8.61%","0.75","747","2.21","N","N","N","","",
"電子零組件業","6175","立敦","51474","66","780","723","7.88%","699","679","2.95%","3.23","747","2.21","N","N","N","","",
"其他","6179","亞通","133595","136","982","923","6.39%","946","892","6.05%","0.05","695","2.24","N","N","N","","",
"文化創意業","6180","橘子","560767","500","1122","1079","3.99%","793","833","-4.80%","11.78","1357","7.81","N","Y","N","1. 本公司113年EPS11.78元，係因出售子公司股權挹注業外獲利所致，故獲利較同業高。
2. 本公司訂有員工獎酬制度，除依據員工績效給予年度調薪，另於章程明訂提撥獲利10-15%作為員工酬勞。","1.本公司每年依據員工個人績效，並參酌勞動市場資訊給予具競爭力的調薪。
2.本公司將於114年6月26日股東常會修訂章程，增訂員工酬勞總金額保留不低於2%為非屬經理人之基層員工作為其酬勞發放。",
"半導體業","6182","合晶","701530","972","722","728","-0.82%","660","671","-1.64%","0.01","1307","5.21","N","N","N","","",
"電子零組件業","6185","幃翔","11300","17","665","589","12.90%","618","596","3.69%","0.06","747","2.21","N","N","N","","",
"建材營造","6186","新潤","68053","35","1944","1509","28.83%","1967","1445","36.12%","5.63","1007","3.22","N","N","N","","",
"半導體業","6187","萬潤","436469","324","1347","1154","16.72%","1138","1012","12.45%","14.57","1307","5.21","N","N","N","","",
"電腦及週邊設備業","6188","廣明","257050","175","1469","1549","-5.16%","1312","1269","3.39%","2.33","909","4.39","N","N","N","","",
"通信網路業","6190","萬泰科","210352","221","952","844","12.80%","768","682","12.61%","2.28","840","2.51","N","N","N","","",
"電子零組件業","6194","育富","2476","4","619","574","7.84%","596","554","7.58%","4.15","747","2.21","N","Y","N","本公司生產基地在大陸，台灣地區人事精簡員工數為4人，為非主管階級僅處理一般事務之員工，薪資架構以一般薪資為基準，故平均薪資小於同業公司水準，公司經營績效與台灣地區非主管階級之員工薪資尚無明顯關連性。","本公司董事會已修訂公司章程，於114年股東會通過後，將員工酬勞提撥不低於百分之四十分配為基層員工酬勞。",
"居家生活","6195","詩肯","196525","319","616","618","-0.32%","556","554","0.36%","1.60","694","8.76","N","N","N","","",
"建材營造","6198","瑞築","9160","8","1145","748","53.07%","1062","637","66.72%","-0.56","1007","3.22","N","N","N","","",
"其他","6199","天品","4677","8","585","655","-10.69%","515","498","3.41%","0.60","695","2.24","N","N","Y","113年EPS0.6元較上期 0.46 元增加0.11元，係113年透過損益按公允價值衡量之金融資產損益32308仟元，較上期13993仟元增加18315仟元，換算EPS為0.3元，排除此因後EPS並無增加，非主管員工薪資僅微幅衰退，無異常。","114年公司對非擔任主管職務員工有微幅薪資調整並配合法令修正會提撥一定比率為基層員工分派酬勞。",
"電子零組件業","6203","海韻電","94747","99","957","945","1.27%","833","780","6.79%","3.50","747","2.21","N","N","N","","",
"電子零組件業","6204","艾華","25992","39","666","595","11.93%","588","519","13.29%","1.48","747","2.21","N","N","N","","",
"電子零組件業","6207","雷科","132869","184","722","703","2.70%","650","637","2.04%","2.07","747","2.21","N","N","N","","",
"半導體業","6208","日揚","403507","450","897","953","-5.88%","755","784","-3.70%","3.01","1307","5.21","N","N","N","","",
"電子零組件業","6210","慶生","127607","228","560","566","-1.06%","534","530","0.75%","-3.69","747","2.21","N","N","Y","本公司113年度EPS-3.69較112年-4.04略優，但實際上僅為虧損減少，並無實際績效可言，目營業收入較前一年度尚且衰退10%，員工薪資平均數較前一年度減少1%，係因基層員工加班收入減少所致，尚屬合理。","本公司已竭力開發新客戶訂單，期望擺脫營運低迷狀態，供給員工合理加班之空間，但目前仍未有明顯之進展。",
"建材營造","6212","理銘","22339","17","1314","1367","-3.88%","1125","1189","-5.38%","6.09","1007","3.22","N","N","N","","",
"電子零組件業","6217","中探針","145510","216","674","694","-2.88%","583","555","5.05%","-2.65","747","2.21","N","N","N","","",
"通信網路業","6218","豪勉","137201","145","946","898","5.35%","827","781","5.89%","-1.68","840","2.51","N","N","N","","",
"建材營造","6219","富旺","58748","40","1469","863","70.22%","791","712","11.10%","5.08","1007","3.22","N","N","N","","",
"電子零組件業","6220","岳豐","87282","113","772","544","41.91%","674","496","35.89%","0.93","747","2.21","N","N","N","","",
"資訊服務業","6221","晉泰","302894","268","1130","1108","1.99%","935","928","0.75%","3.51","976","3.68","N","N","N","","",
"光電業","6222","立軒","2554","5","511","501","2.00%","550","529","3.97%","-0.41","856","2.40","N","N","N","","",
"半導體業","6223","旺矽","2779738","1764","1576","1326","18.85%","1332","1167","14.14%","24.42","1307","5.21","N","N","N","","",
"電子通路業","6227","茂綸","286194","226","1266","1409","-10.15%","1238","1313","-5.71%","6.55","812","1.36","N","N","Y","公司以稅前淨利提撥13%為員工分紅,並於次年度發放列入員工薪資。
112年度稅前淨利較111年度衰退45.7%,提撥員工分紅金額減少35.12%,因此於113年發放時造成員工平均薪資下降的情況。","公司易因存貨滯留積壓成本,資金仰賴借款,使利息費用增加而影響淨利。
因此本公司持續執行庫存去化縮短週轉天期,控制借款減少利息,穩定營運表現,避免分紅提列與發放的時間差,產生公司績效與員工薪酬脫勾的情形。",
"電腦及週邊設備業","6228","全譜","16595","27","615","659","-6.68%","605","596","1.51%","-0.86","909","4.39","N","N","Y","本公司113及112年的營運均處於虧損狀況，故均未發放員工經營績效獎金，113年非經理人之全時員工薪資平均數較112年減少，主因113年薪資較高之工程師離職所致。","爾後若公司之營運轉為有盈餘時，會將員工薪酬與公司之營運績效進行關聯，並考量其合理性。",
"半導體業","6229","研通","24589","26","946","762","24.15%","836","754","10.88%","0.61","1307","5.21","N","N","N","","",
"資訊服務業","6231","系微","606203","516","1175","1159","1.38%","919","973","-5.55%","7.37","976","3.68","N","N","N","","",
"半導體業","6233","旺玖","89670","76","1180","1205","-2.07%","1061","1082","-1.94%","0.36","1307","5.21","N","N","Y","經檢視公司近期營運狀況尚在改善中，仍為營業淨損，本年度獲利增加係因業外收入增加所致。","公司擬持續專注本業發展，期許主要營運轉虧為盈，再將成果反饋於員工。",
"光電業","6234","高僑","85049","142","599","616","-2.76%","500","435","14.94%","1.05","856","2.40","N","N","N","","",
"其他","6236","中湛","13361","19","703","888","-20.83%","679","719","-5.56%","-0.41","695","2.24","N","N","Y","本公司依市場薪資、營運績效及員工貢獻給予合理報酬。因近年度公司持續虧損，為穩定營運與人力結構，非主管職員工薪資調整保守，惟仍與同業平均相當，具合理性。","為提升整體營運表現及員工薪酬競爭力，公司將持續優化內部管理效率、拓展營收來源，並針對績效表現良好者加發獎金，以提高留才誘因及員工士氣，逐步改善薪酬結構。",
"半導體業","6237","驊訊","151979","129","1178","1220","-3.44%","1132","1115","1.52%","-0.27","1307","5.21","N","N","Y","因部分中高階主管於112年度離職，過往其薪資原被歸入非經理人員統計，使得平均薪資較高。離職後，薪資結構回歸常態，導致平均薪資數據較前一年度下降。","下降因素為中階主管離職產生，若人員補齊，此會排除此異常狀況。",
"資訊服務業","6240","松崗","26005","31","839","933","-10.08%","813","857","-5.13%","0.35","976","3.68","N","N","Y","本公司EPS較前一年度成長惟非經理人之全時員工薪資平均數較前一年度減少主要係113年新進基層員工薪資較低所致。","本公司將依近期修訂章程於員工酬勞中提撥一定金額分配基層員工薪資調整或獎金。",
"通信網路業","6241","易通展","129602","152","853","742","14.96%","728","620","17.42%","-0.63","840","2.51","N","N","N","","",
"生技醫療業","6242","立康","76606","132","580","602","-3.65%","509","522","-2.49%","2.48","787","0.41","N","Y","N","公司營運型態偏向零售服務業，相對聘用員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工分紅及持股會等機制來激勵員工。","公司將會以獎金制度、員工分紅及持股會等機制來激勵員工。",
"光電業","6244","茂迪","366386","498","736","713","3.23%","591","576","2.60%","0.61","856","2.40","N","N","N","","",
"通信網路業","6245","立端","639853","675","948","916","3.49%","782","749","4.41%","6.10","840","2.51","N","N","N","","",
"光電業","6246","臺龍","12235","17","720","701","2.71%","714","704","1.42%","-1.32","856","2.40","N","N","N","","",
"鋼鐵工業","6248","沛波","92952","135","689","678","1.62%","609","603","1.00%","3.07","804","2.00","N","Y","N","本公司本年部份獲利貢獻自營業外投資獲利；且EPS較112年減少，但本公司員工薪資中位數及平均數與112年略為上揚。另公司現為擴廠階段,使人力需求增加新進同仁增加，影響流動率及整體薪資表現。","公司會持續改善員工相關獎酬及福利措施，以利穩定人才。",
"電子零組件業","6259","百徽","16730","17","984","717","37.24%","902","720","25.28%","0.51","747","2.21","N","N","N","","",
"半導體業","6261","久元","977989","940","1040","992","4.84%","885","765","15.69%","4.06","1307","5.21","N","N","N","","",
"通信網路業","6263","普萊德","146307","151","969","910","6.48%","890","875","1.71%","8.61","840","2.51","N","N","N","","",
"建材營造","6264","富裔","16482","20","824","736","11.96%","657","617","6.48%","0.05","1007","3.22","N","N","N","","",
"電子通路業","6265","方方土昶","7557","10","756","674","12.17%","723","661","9.38%","0.21","812","1.36","N","N","N","","",
"電子零組件業","6266","泰詠","296332","444","667","638","4.55%","584","542","7.75%","2.62","747","2.21","N","Y","N","本公司產業特性因素，基層作業人員比重較高，致非主管職務之全時員工薪資平均數較低。","平均薪資雖與同業有落差，但較去年成長4.5%，本公司持續每年進行調薪評估。",
"電子通路業","6270","倍微","63823","60","1064","995","6.93%","988","904","9.29%","0.65","812","1.36","N","N","N","","",
"電子零組件業","6274","台燿","890957","936","952","786","21.12%","858","684","25.44%","9.56","747","2.21","N","N","N","","",
"電子零組件業","6275","元山","291196","503","579","582","-0.52%","474","460","3.04%","2.87","747","2.21","N","Y","N","因本公司產業特性，第一線員工人數占比高，新進多且年資短，進而影響薪資平均數。","1.發展與建立外部公平、內部公平與個人公平薪酬福利。
2.根據勞動市場的供需情形規劃適切的薪酬福利方案。
3.以績效『用』才，發揮人才專業水準以達成工作目標，改善性別薪資差異。",
"電腦及週邊設備業","6276","安鈦克","17348","22","789","823","-4.13%","749","723","3.60%","-2.16","909","4.39","N","N","N","","",
"電子零組件業","6279","胡連","477594","574","832","819","1.59%","684","671","1.94%","12.79","747","2.21","N","N","N","","",
"電子零組件業","6284","佳邦","685734","869","789","696","13.36%","651","610","6.72%","6.61","747","2.21","N","N","N","","",
"電子零組件業","6290","良維","58090","52","1117","1080","3.43%","850","805","5.59%","6.41","747","2.21","N","N","N","","",
"半導體業","6291","沛亨","15859","17","933","899","3.78%","1037","922","12.47%","6.13","1307","5.21","N","Y","N","公司113年EPS較同業為佳主因合併之子公司獲利較佳所致，本資訊以個體為主，較無法有效比較。
另檢視半導體業部分IC設計公司之薪資水準確實較高，有拉高整體薪資平均水準之關聯性也可能較大。","未來會重新檢視公司營運狀況及參酌同業薪資水準，並考量員工參與營運程度及貢獻價值，設計更有效吸引人才
及留才之獎酬激勵制度（包含現金報酬、分紅、各項津貼及獎金)，結合永續發展規劃，以強化共享經營成果。",
"電子零組件業","6292","迅德","33725","37","911","1304","-30.14%","860","934","-7.92%","3.87","747","2.21","N","N","N","","",
"文化創意業","6294","智基","164657","318","518","530","-2.26%","479","482","-0.62%","1.79","1357","7.81","N","N","N","","",
"半導體業","6411","晶焱","259732","129","2013","1951","3.18%","1687","1592","5.97%","4.53","1307","5.21","N","N","N","","",
