產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"電子零組件業","3526","凡甲","108761","78","1394","1329","1227","1106","11.19","729","2.59","N","N","N","",
"半導體業","3527","聚積","423399","220","1925","1266","1566","1392","12.69","1296","7.57","N","N","N","",
"半導體業","3529","力旺","631734","252","2507","2178","2287","1935","14.78","1296","7.57","N","N","N","",
"光電業","3531","先益","75085","95","790","722","662","644","1.38","820","1.93","N","N","N","",
"電子零組件業","3537","堡達","48922","48","1019","919","921","866","3.97","729","2.59","N","N","N","",
"電腦及週邊設備業","3540","曜越","171918","183","939","1139","793","971","3.05","828","5.18","N","N","N","",
"其他電子業","3541","西柏","274813","347","792","739","648","599","3.38","856","3.74","N","N","N","",
"文化創意業","3546","宇峻","373286","418","893","830","779","741","6.01","1063","5.55","N","Y","N","文創產業裡有不同類別公司，人力結構也不一樣，員工平均薪資不能全面衡量公司經營績效與員工薪酬的相關性。",
"電子零組件業","3548","兆利","278528","480","580","589","493","440","4.12","729","2.59","N","Y","N","110年EPS4.12低於同業水準，且較109年EPS5.03衰退，故員工酬勞及年終獎金發放金額也減少。
本年因業務所需，進用較多直間接新進人員，有些員工因任職不足月或請假過多影響年化薪資降低。",
"綠能環保","3551","世禾","468134","675","694","645","588","565","7.16","804","2.92","N","Y","N","世禾雇用27.41%外籍員工，影響平均薪資水準。依勞動部統計查詢網製造業統計資料計算，最近年度每人每月平均薪資為39,556元，而世禾每人每月平均薪資為57,794元，較台灣其他製造業經常薪資高，故屬合理範圍。",
"其他電子業","3552","同致","184785","298","620","609","506","543","5.44","856","3.74","N","Y","N","110年非經理人之全時員工薪資平均數低於同業水準，主要原因為直接員工占比高，影響整體員工平均薪資，且EPS含轉投資子公司之獲利。",
"半導體業","3555","博士旺","13199","16","825","863","796","740","0.93","1296","7.57","N","N","Y","1.本公司章程訂定，當年度稅前利益扣除分配員工酬勞及董監酬勞前之利益於彌補虧損後，如尚有餘額係提撥5%~20%為員工酬勞。
2.110年因部分資深且薪資較高之員工離職，故平均數較前一年度減少。",
"半導體業","3556","禾瑞亞","250278","165","1517","1244","1233","994","6.08","1296","7.57","N","N","N","",
"通信網路業","3558","神準","1322375","1134","1166","816","693","663","9.16","832","1.84","N","N","N","",
"通信網路業","3564","其陽","133485","163","819","782","673","651","0.75","832","1.84","N","N","N","",
"半導體業","3567","逸昌","83645","132","634","608","538","517","3.09","1296","7.57","N","N","N","",
"資訊服務業","3570","大塚","160975","143","1126","1047","900","890","8.50","889","3.13","N","N","N","",
"電腦及週邊設備業","3577","泓格","245760","309","795","677","636","586","3.23","828","5.18","N","N","N","",
"其他電子業","3580","友威科","79825","111","719","686","641","598","3.02","856","3.74","N","N","N","",
"半導體業","3581","博磊","103090","113","912","830","791","694","2.11","1296","7.57","N","N","N","",
"其他電子業","3587","閎康","637925","567","1125","969","983","886","9.48","856","3.74","N","N","N","",
"電腦及週邊設備業","3594","磐儀","129282","182","710","683","605","586","0.30","828","5.18","N","N","N","本公司因配置有組裝線, 產線直接人工人數約佔非擔任主管職務員工總人數之27%,因而拉低了整體平均薪資",
"電子零組件業","3597","映興","71577","146","490","478","409","419","2.10","729","2.59","Y","N","N","秉持根留台灣經營理念，在台之總公司仍配置多條生產線。員工薪資結構除管理階層及研發外，仍包含多數產線直接人員，此與同業多成本考量，將加工產線外移不同，因此其平均薪資略高本公司。故與同業比較尚無重大異常。",
"電子零組件業","3609","三一東林","40545","62","654","676","578","608","0.01","729","2.59","N","N","Y","110年員工薪資平均數較上年度109年減少，主要係本公司110年部分資深人員離職，而新進人員薪資較低，故導致薪資平均數較109年衰退。",
"電腦及週邊設備業","3611","鼎翰","225957","282","801","731","652","577","18.47","828","5.18","N","Y","N","本公司多年未發行新股對外籌資，故能維持較高之每股盈餘(EPS); 加上公司台灣工廠直接人員佔比較大，因而與同業相比有此差異。",
"光電業","3615","安可","73798","110","671","564","529","469","1.43","820","1.93","N","N","N","",
"光電業","3623","富晶通","74205","123","603","531","539","484","-1.24","820","1.93","N","N","N","",
"電子零組件業","3624","光頡","483639","685","706","614","562","530","4.04","729","2.59","N","Y","N","110年營收及獲利增加，110年非擔任主管職務之全時員工薪資平均數為706仟元，110年相較109年薪資平均數增加15%，係因經營績效與員工薪酬為正向關聯，員工酬勞發放金額亦隨獲利增加而上升，故員工薪資平均數尚屬合理。",
"電腦及週邊設備業","3625","西勝","92432","120","770","810","611","764","-1.92","828","5.18","N","N","Y","本公司110年離職人員、薪資未滿1年人數增加，以及110年新增產線直接人員。",
"其他電子業","3628","盈正","221265","301","735","724","651","640","1.60","856","3.74","N","N","N","",
"文化創意業","3629","地心引力","32180","50","644","730","510","653","-4.76","1063","5.55","N","N","N","",
"光電業","3630","新鉅科","219813","295","745","706","614","566","-3.43","820","1.93","N","N","N","",
"電子零組件業","3631","晟楠","1046","2","523","476","469","531","-0.16","729","2.59","N","N","N","",
"通信網路業","3632","研勤","29558","34","869","846","680","623","-0.71","832","1.84","N","N","N","",
"電子零組件業","3646","艾恩特","7631","7","1090","1025","1013","907","2.17","729","2.59","N","N","N","",
"其他電子業","3663","鑫科","146328","200","732","670","700","630","0.96","856","3.74","N","N","N","",
"光電業","3666","光耀","156172","235","665","632","613","560","-0.55","820","1.93","N","N","N","",
"通信網路業","3672","康聯訊","72244","91","794","789","676","635","0.24","832","1.84","N","N","N","",
"半導體業","3675","德微","196978","296","665","609","566","526","7.36","1296","7.57","N","N","N","",
"半導體業","3680","家登","267190","348","768","746","629","615","4.03","1296","7.57","N","N","N","",
"通信網路業","3684","榮昌","47358","65","729","711","534","534","3.50","832","1.84","N","Y","N","因應疫情影響,為滿足生產需求,擴增從業人員,未滿六個月的員工人數佔全時員工之50%以上,致使全時員工薪資平均數略低於去年.",
"電機機械","3685","元創精密","6486","7","927","897","720","709","0.05","664","2.08","N","N","N","",
"數位雲端","3687","歐買尬","25059","32","783","823","723","730","2.42","720","4.41","N","N","Y","EPS較前一年增加但非擔任主管全時平均薪資減少，主係因薪資較高之資深人員流動所致。",
"電子零組件業","3689","湧德","85115","79","1077","803","1005","691","3.28","729","2.59","N","N","N","",
"光電業","3691","碩禾","194401","213","913","872","757","737","-5.34","820","1.93","N","N","N","",
"電腦及週邊設備業","3693","營邦","317987","412","772","717","631","604","3.08","828","5.18","N","N","N","",
"半導體業","3707","漢磊","742223","816","910","807","806","723","0.73","1296","7.57","N","N","N","",
"電腦及週邊設備業","3709","鑫聯大投控","206964","281","737","732","620","621","4.55","828","5.18","N","N","N","",
"電子零組件業","3710","連展投控","116342","130","895","834","771","736","-2.50","729","2.59","N","N","N","",
"綠能環保","3713","新晶投控","20041","41","489","489","448","533","0.43","804","2.92","Y","N","N","公司營運持續成長，人力需求逐年增加，EPS成長為公司全體努力之成果。另本年度因接案量增加故增聘較多基層員工，其薪資較中高階人員為低，導致拉低整體之平均薪資，惟薪資平均數仍接近50萬元，故未有明顯低薪。",
"生技醫療業","4102","永日","80302","138","582","642","523","568","0.14","714","1.38","N","N","N","",
"生技醫療業","4105","東洋","619586","530","1169","1126","992","936","3.35","714","1.38","N","N","N","",
"生技醫療業","4107","邦特","209402","385","544","566","464","501","6.22","714","1.38","N","Y","N","1.110年仍有進行經常性薪資調薪，因受疫情影響，連帶使得員工之獎金及非經常性薪資受到影響而減少，但整體的人事費用率並未減少。
2.111年度已針對基層員工進行結構性調薪，調薪幅度6.8%",
"生技醫療業","4109","加捷生醫","24399","50","488","493","461","470","0.06","714","1.38","Y","N","Y","員工薪資總額除受各月給薪人數增減變化之影響外，亦因各月給薪人數增減變化及個人敘薪金額不同而有影響。年度結算後雖有盈餘，惟金額不多，加上市況不佳未有成長，因此薪資並無調漲。新進員工較多亦為影響之因素。",
"生技醫療業","4111","濟生","128778","237","543","523","515","489","1.42","714","1.38","N","Y","N","本公司已於111年4月份全體員工調薪4%",
"建材營造","4113","聯上","13976","22","635","588","629","591","0.63","902","2.00","N","N","N","",
"生技醫療業","4114","健喬","373181","381","979","1001","744","755","1.02","714","1.38","N","N","N","",
"生技醫療業","4116","明基醫","122082","175","698","774","605","714","0.65","714","1.38","N","N","N","",
"生技醫療業","4120","友華","308476","296","1042","1031","940","907","1.39","714","1.38","N","N","N","",
"生技醫療業","4121","優盛","59835","81","739","782","653","679","1.35","714","1.38","N","N","N","",
"生技醫療業","4123","晟德","131924","169","781","776","727","671","3.60","714","1.38","N","N","N","",
"生技醫療業","4126","太醫","391026","772","507","503","434","432","5.32","714","1.38","N","Y","N","本公司近年營收穩健良好，長期開發供應多樣化醫材產品，基層人力需求較高，110年約占全體員工人數64.8%；全時員工平均薪資雖略低於同業，但自110年起進行營運及人力調整，逐步調整獎金制度以激勵員工效能並提升薪酬",
"生技醫療業","4127","天良","22074","41","538","519","479","470","1.02","714","1.38","N","N","N","",
"生技醫療業","4128","中天","116430","123","947","856","714","699","0.11","714","1.38","N","N","N","",
"生技醫療業","4129","聯合","339009","512","662","638","589","559","0.37","714","1.38","N","N","N","",
"生技醫療業","4130","健亞","122711","164","748","771","655","681","0.00","714","1.38","N","N","N","",
"生技醫療業","4131","晶宇","6851","14","489","494","465","459","-0.91","714","1.38","Y","N","N","1.本公司EPS較前一年度雖成長，惟結算後仍虧損，未發年終獎金。
2.公司人力精簡，資深人員離職，補缺新人進用薪資按人力市場給薪，致平均薪資些微拉低。",
"生技醫療業","4138","曜亞","89499","104","861","889","743","719","4.11","714","1.38","N","N","Y","因業務擴編增加聘用人員.
總用人數成長11%,總薪資成長7%
二者未能同等成長,係因:
增聘之同仁薪資反應其擁有與
本公司工作相關較低之經驗年資,
造成與原資深在職同仁間有所差距
故整體平均薪資減少屬正常現象.",
"生技醫療業","4147","中裕","71926","74","972","921","759","743","-1.87","714","1.38","N","N","N","",
"生技醫療業","4153","鈺緯","105113","138","762","713","667","630","0.37","714","1.38","N","N","N","",
"生技醫療業","4160","創源","120400","143","842","751","742","615","0.32","714","1.38","N","N","N","",
"生技醫療業","4161","聿新科","66964","146","459","514","418","454","0.47","714","1.38","Y","N","Y","因疫情關係，109年度公司經營績效較差(EPS-1.24)，110年度疫情有較趨緩，110年度公司經營續效(EPS0.47)，故相較109年度表現較佳；110年度需求人力為基層生產線人員，故薪資平均數較前109年度減少。",
"生技醫療業","4162","智擎","52884","26","2034","2348","1829","2564","2.95","714","1.38","N","N","N","",
"生技醫療業","4163","鐿鈦","425448","689","617","606","512","495","4.73","714","1.38","N","Y","N","生技醫療產業之業態多樣，本公司參酌市場之薪資水準、員工資歷及個人表現等因素給薪，且員工薪資平均數及中位數均較109年增加，故實屬合理。",
"生技醫療業","4167","松瑞藥","289306","445","650","611","601","564","0.03","714","1.38","N","N","N","",
"生技醫療業","4168","醣聯","27583","39","707","674","657","649","-1.78","714","1.38","N","N","N","",
"農業科技","4171","瑞基","89040","111","802","806","858","733","9.01","675","3.94","N","N","Y","因110年度新到職員工(6個月以下)較109年度比率多，且多為一般職等，又因年終獎金及員工酬勞等，針對年資未滿一年員工，係依任職日期比率計算，故EPS雖較前一年度增加，非經理人之全時員工薪資平均數較前一年度略減。",
"生技醫療業","4173","久裕","121998","185","659","685","600","645","0.74","714","1.38","N","N","Y","一、平均薪資下降主因：110年營業收入下降，致業務人員績效獎金減少。

二、EPS成長主係110年度營業成本及費用撙節所致。",
"生技醫療業","4174","浩鼎","107108","101","1060","1032","918","904","-7.69","714","1.38","N","N","N","",
"生技醫療業","4175","杏一","512041","961","533","530","487","483","1.97","714","1.38","N","Y","N","本公司分類為生技醫療業，但經營模式及資本結構較似貿易百貨業，營運項目主要以銷售醫療用品及健康照護商品為主，末端門市販售人員約占80%，非研發性質之生技公司，故與其他生技醫療業之薪資結構有所差異。",
"生技醫療業","4183","福永生技","77190","113","683","691","536","588","0.78","714","1.38","N","N","N","",
"生技醫療業","4188","安克","16291","19","857","843","727","661","-0.48","714","1.38","N","N","N","",
"生技醫療業","4192","杏國","32342","44","735","731","689","657","-4.04","714","1.38","N","N","N","",
"生技醫療業","4198","欣大健康","16814","25","673","919","585","823","-1.30","714","1.38","N","N","Y","由於110年度新增之口罩工廠僱用非主管職全時員工人數較前年度增加逾一倍, 且其職務非高度技術密集,薪資結構與水平亦與前期有所差異,故平均薪資較上期為低.",
"食品工業","4205","中華食","165158","256","645","644","623","626","3.76","672","3.08","N","Y","N","一、地域性差異：北部消費水準、薪酬皆較高，參酌南部產業薪資水準制定薪資辦法。
二、產業特性：作業員工作性質簡單、輕體力無技術層次，薪資較低而降低整體平均數。
與高屏地區傳統產業相較，薪資水準尚屬合理。",
"食品工業","4207","環泰","118195","180","657","637","608","607","2.25","672","3.08","N","N","N","",
"塑膠工業","4303","信立","41082","87","472","433","431","387","1.96","432","-0.72","Y","N","N","本公司薪資結構以學歷、機台為主、並依績效獎金辦法計算有效率及貢獻所應核發之獎金。
公司經營績效透過績效獎金辦法與員工薪酬相聯結，係屬合理，理財商品之利潤透過員工薪酬制度與員工分享。",
"塑膠工業","4304","勝昱","28289","68","416","488","405","463","4.22","432","-0.72","Y","Y","Y","1.工廠直接生產人員佔五成以上，且位於嘉義縣境，薪資較都會區低，外籍員工占總人數12%。
2.當年任職給薪未滿六個月之員工人數較前一年度增加。
3.EPS較前一年度成長，但本公司仍處於累積虧損。",
"塑膠工業","4305","世坤","64597","99","652","671","574","572","2.03","432","-0.72","N","N","N","",
"紡織纖維","4401","東隆興","338933","470","721","599","616","516","2.64","657","1.07","N","N","N","",
"紡織纖維","4402","福大","7945","16","497","470","470","439","-0.86","657","1.07","Y","N","N","110年度虧損為-39,349(仟元），且受新冠疫情影響，導致營收持續低迷，故薪資水準低於同業。",
"紡織纖維","4406","新昕纖","53638","118","455","404","375","356","0.33","657","1.07","Y","N","N","本公司110年度營業額較109年度增加;110年度獲利也較109年度增加,產量隨之增加,以致主要生產之直接人工薪資較109年度上升,故非主管薪資和公司經營績效與員工薪酬之關聯性係為合理,特此說明。",
"紡織纖維","4413","飛寶企業","23748","46","516","497","460","441","0.20","657","1.07","N","N","N","",
"建材營造","4416","三圓","12284","7","1755","996","1593","954","17.34","902","2.00","N","N","N","",
"紡織纖維","4417","金洲","107613","173","622","611","520","514","3.12","657","1.07","N","Y","N","本公司110年度EPS雖高於同業平均而非經理人全時員工薪資平均數低於同業水準,但110年度EPS低於109年度EPS,而110年度非經理人全時員工薪資平均數高於109年度,說明本公司有致力於提升員工薪資水準",
"紡織纖維","4419","元勝","774","2","387","409","387","409","-0.60","657","1.07","Y","N","Y","公司目前正處於營運策略調整期,營收及經營績效尚不佳,非擔任主管職務之全時員工,為一般行政事務員,導致平均員工薪資水準較同業低.",
"紡織纖維","4420","光明","65077","100","651","492","608","467","2.04","657","1.07","N","Y","N","110年稅後淨利排除業外金融資產利益後的淨利為60,031仟元,EPS僅為1.48,雖本公司薪資水準低於同業,但僅略低14仟元,已相當接近；本公司110年調薪幅度達1.6%~13.9%,亦調高新進員工平均起薪,相信未來會和同業趨近.",
"其他","4430","耀億","169342","321","528","513","476","467","0.75","669","1.90","N","N","N","",
"紡織纖維","4432","銘旺實","52610","64","822","785","710","686","-2.04","657","1.07","N","N","N","",
"紡織纖維","4433","興采","177868","280","635","618","542","521","1.21","657","1.07","N","Y","N","110年度較109年度現場外籍員工人數增加約37%，致平均薪資拉低。",
"電機機械","4502","健信","102891","183","562","533","541","502","-2.87","664","2.08","N","N","N","",
"電機機械","4503","金雨","41902","98","428","406","383","369","-0.85","664","2.08","Y","N","N","本公司依據區域性薪資行情給付員工薪資，一切符合勞基法規定，且已著手逐步調整薪資架構，以提升產業競爭力。",
"電機機械","4506","崇友","960180","1131","849","832","839","823","4.39","664","2.08","N","N","N","",
"電機機械","4510","高鋒","196745","320","615","544","604","511","-0.33","664","2.08","N","N","N","",
"電機機械","4513","福裕","93190","159","586","522","559","504","0.44","664","2.08","N","N","N","",
"電機機械","4523","永彰","128788","229","562","625","580","561","-0.22","664","2.08","N","N","Y","1.依「薪資管理辦法」，按工作性質及所需技能等給予經常性薪資。
2.依「員工考績評核辦法」，考量營運狀況及同業支給水準等進行年終獎金分配及調薪。
3.員工酬勞分配依據公司章程規定。",
"電機機械","4527","方方土霖","120982","172","703","732","634","671","1.98","664","2.08","N","N","N","",
"電機機械","4528","江興鍛","150460","216","697","540","624","504","2.37","664","2.08","N","N","N","",
"其他","4529","淳紳","11760","16","735","808","600","753","-6.09","669","1.90","N","N","N","",
"觀光餐旅","4530","宏易","1062","2","531","500","531","500","-0.47","498","-0.73","N","N","N","",
"電機機械","4533","協易機","196660","287","685","645","627","587","0.36","664","2.08","N","N","N","",
"電機機械","4534","慶騰","83204","152","547","511","540","495","0.59","664","2.08","N","N","N","",
"電機機械","4535","至興","190085","346","549","477","508","446","2.40","664","2.08","N","Y","N","110年個體稅後淨利較109年成長75.81%，使非
擔任主管職務之全時員工人均成長15%，因其
中外籍移工佔22%，致影響人均薪資較低，且
本公司位於中部地區依照中部之薪資水準尚屬
合理。",
"電機機械","4538","大詠城","70003","105","667","485","612","431","0.76","664","2.08","N","N","N","",
"其他","4541","晟田","292845","467","627","517","547","444","0.00","669","1.90","N","N","N","",
"電子零組件業","4542","科嶠","55331","74","748","601","690","566","1.11","729","2.59","N","N","N","",
"電機機械","4543","萬在","143527","296","485","453","456","416","0.53","664","2.08","Y","N","N","本公司外籍勞工人數比例佔員工人數約23.6%，故平均員工薪資費用尚屬合理。",
"電機機械","4549","桓達","142556","233","612","578","531","503","6.27","664","2.08","N","Y","N","本公司產品為客製化，少量多樣，故面對不同產業須投入更多人力提供售前服務，110年度EPS高於同業主要為產業特性所致。
本公司外籍勞工人數比例佔員工人數約12%，故拉低平均薪資。",
"電機機械","4550","長佳","56498","71","796","811","727","733","1.41","664","2.08","N","N","N","",
"其他電子業","4554","橙的","69824","106","659","587","565","502","2.00","856","3.74","N","N","N","",
"其他","4556","旭然","69786","120","582","589","482","457","0.30","669","1.90","N","N","N","",
"電機機械","4558","寶緯","206486","312","662","0","528","0","4.55","664","2.08","N","N","N","",
"電機機械","4561","健椿","109036","178","613","507","597","477","2.49","664","2.08","N","Y","N","健椿110年營業收入較109年提高46%，110年稅後淨利較109年提高71%，估列之110年員工酬勞較109年提高100%，員工獎酬提高超過營業收入與稅後淨利，惟目前僅經111/03/24董事會通過，尚未經股東會通過。",
"電機機械","4563","百德","112623","142","793","732","751","711","-3.36","664","2.08","N","N","N","",
"電機機械","4568","科際精密","34401","39","882","841","885","848","5.03","664","2.08","N","N","N","",
"電機機械","4580","捷流閥業","251257","293","858","853","760","719","8.04","664","2.08","N","N","N","",
"居家生活","4609","唐鋒","12724","17","748","751","774","861","-0.39","618","5.32","N","N","Y","公司110年EPS(0.39)雖較109年EPS(1.06)為好，但仍是處於虧損狀況，又因疫情影響，公司於110年8月裁撤研發部門，因此110年非經理人之全時員工平均數較109年下降。",
"居家生活","4702","中美實","12687","18","705","672","690","586","1.15","618","5.32","N","N","N","",
"化學工業","4706","大恭","173364","212","818","716","788","694","1.13","740","2.05","N","N","N","",
"化學工業","4707","磐亞","76956","101","762","713","689","657","1.05","740","2.05","N","N","N","",
"化學工業","4711","永純","56251","82","686","610","634","575","1.27","740","2.05","N","N","N","",
"食品工業","4712","南璋","3654","8","457","552","430","496","-1.61","672","3.08","Y","N","N","8位員工中,僅4人年資未滿一年，故平均薪資未達50萬",
"化學工業","4714","永捷","31335","52","603","591","557","521","0.28","740","2.05","N","N","N","",
"化學工業","4716","大立","50831","84","605","586","557","537","3.55","740","2.05","N","Y","N","係因該年度業外收入認列土地處分利益約3.2億元導致EPS大幅高於歷年度水準。此屬非常態性交易，若排除此因素則本公司110年EPS應與歷年平均數差異不大。",
"化學工業","4721","美琪瑪","30984","45","689","742","593","601","4.81","740","2.05","N","Y","Y","主要因110年度獲利大部份在111年春節發放, 故未反映在110年度",
"生技醫療業","4726","永昕","247483","299","828","822","718","729","-0.61","714","1.38","N","N","N","",
"生技醫療業","4728","雙美","49165","76","647","670","539","582","4.51","714","1.38","N","Y","Y","產能利用率提高，擴充直接人力，此類人員薪資略低流動率高，故平均薪資較前一年低。
業態屬醫材製造(非技術開發)，直接人工占超過50%，同前因，致平均薪資低於同業；公司近年已執行調薪，將持續將獲利回饋員工。",
"光電業","4729","熒茂","176019","329","535","459","498","405","-1.26","820","1.93","N","N","N","",
"生技醫療業","4735","豪展","55025","90","611","805","470","489","8.65","714","1.38","N","Y","N","因應新增訂單，產線作業人員增加，此部分增加人員薪資為基本工資，造成員工薪資平均數下降。",
"生技醫療業","4736","泰博","617791","944","654","605","535","495","21.35","714","1.38","N","Y","N","本公司給薪標準係參酌市場薪資水準，本國勞工每年調薪約3%。若本公司非擔任主管職務之全時員工薪資總額低於同業，主要係因本公司為製造業，領取基本工資之外籍勞工約佔員工人數15%所致。",
"化學工業","4741","泓瀚","81821","158","518","505","432","416","0.90","740","2.05","N","N","N","",
"生技醫療業","4743","合一","106070","112","947","868","685","638","-1.06","714","1.38","N","N","N","",
"生技醫療業","4744","皇將","81968","175","468","457","453","433","1.71","714","1.38","Y","Y","N","由於直接人工與間接行政平均年資偏低且佔比人數高，因而降低整體平均薪資。",
"生技醫療業","4747","強生製藥","86899","146","595","581","542","514","1.64","714","1.38","N","Y","N","本公司為學名藥製造廠，獲利穩定，且因員工多為工廠生產作業人員，故與同業之平均薪資略有差異。",
"化學工業","4754","國碳科","44770","65","689","795","361","655","2.40","740","2.05","N","Y","N","公司非經理人全時員工(年度)薪資平均數低於同業水準說明如下：
1.110年增補10位員工為年資較短的基層員工。
2.因施工工程需要聘請約聘人員及兼職打工人員有10位人員。
以上合理性說明",
"其他電子業","4760","勤凱科技","44217","76","582","510","453","413","6.70","856","3.74","N","Y","N","110年度平均薪資調幅約3%-6%，員工酬勞及年終獎金發放金額亦隨獲利增加而調升，員工酬勞較109年度增加約 70 %，本公司隨著經營績效提升亦調增員工薪酬，調增的幅度適當合理。",
"化學工業","4767","誠泰科技","51449","61","843","751","739","683","2.84","740","2.05","N","N","N","",
"化學工業","4768","晶呈科技","31568","44","717","0","555","0","2.15","740","2.05","N","Y","N","隨公司成長，新進員工較多，年資未滿一年者，約占二成，因而影響年度薪資平均數計算。",
"文化創意業","4806","昇華","3731","9","415","378","421","316","-4.13","1063","5.55","Y","N","N","影視產業近年整體產業景氣不佳，本公司110年度因公司虧損,故人員縮編,但110年度有進行員工調薪,員工平均薪資較109年度增加，以上說明。",
"通信網路業","4903","聯光通","65251","115","567","556","509","513","-0.35","832","1.84","N","N","N","",
"通信網路業","4905","台聯電","20408","31","658","534","502","547","1.49","832","1.84","N","N","N","",
"建材營造","4907","富宇","13790","15","919","847","752","727","1.75","902","2.00","N","N","N","",
"通信網路業","4908","前鼎","175700","253","694","636","548","497","1.86","832","1.84","N","Y","N","本公司產品生產製造皆在臺灣，直接人員占比達5成多(含外籍移工)，致薪資平均數低於同業水準。",
"通信網路業","4909","新復興","85925","186","462","435","450","417","-1.26","832","1.84","Y","N","N","1.因產業特性及地屬偏鄉，作業人員相對偏多且外籍員工占直接員工的比率為30%，故拉低整體水準
2.因近2年來公司營收減少且稅前虧損，無員工酬勞因此造成整體薪資金額較低",
"生技醫療業","4911","德英","7701","18","428","427","430","424","-0.36","714","1.38","Y","N","N","新藥臨床試驗費用高，營業收入不敷試驗等相
關支出致EPS虧損，除穩健經營外，亦生產肝
藥、食品及保養品掖助營運費用，所以EPS較
其他新藥開發公司虧損少，薪資依個人表現
調整，整體調整須視公司獲利情形而定。",
"半導體業","4923","力士","35952","44","817","0","782","0","5.73","1296","7.57","N","N","N","",
"電腦及週邊設備業","4931","新盛力","149030","266","560","556","448","443","-0.63","828","5.18","N","N","N","",
"光電業","4933","友輝","332920","508","655","614","597","527","3.66","820","1.93","N","Y","N","1/各家資本結構不一，無法實質類比。
2/員工薪酬以遵循法規，在健全財務及維護股東權益下，每年皆有定期提出檢討及調整。
3/尚有其他不屬薪資之獎酬，因欄位格式限制無法呈現。",
"電子零組件業","4939","亞電","21756","14","1554","1106","1631","1166","1.76","729","2.59","N","N","N","",
"光電業","4944","兆遠","80401","126","638","606","567","523","-3.57","820","1.93","N","N","N","",
"半導體業","4945","陞達科技","52016","42","1238","1087","1137","1052","3.51","1296","7.57","N","N","N","",
"文化創意業","4946","辣椒","28454","45","632","609","596","574","1.79","1063","5.55","N","N","N","",
"其他","4950","牧東","7487","10","749","701","549","701","0.49","669","1.90","N","N","N","",
"資訊服務業","4953","緯軟","716096","833","860","844","778","763","6.91","889","3.13","N","Y","N","本公司110年度人數較109年成長，新人年資未足年的比重較高，影響年度平均薪資；惟本公司110年平均薪資自108年資訊揭露以來，每年持續成長。",
"光電業","4972","湯石照明","29905","34","880","798","808","726","2.51","820","1.93","N","N","N","",
"半導體業","4973","廣穎電通","182332","272","670","702","512","527","0.35","1296","7.57","N","N","N","",
"電子零組件業","4974","亞泰","71432","43","1661","1597","1481","1452","5.87","729","2.59","N","N","N","",
"通信網路業","4979","華星光","258443","460","562","541","469","464","-2.22","832","1.84","N","N","N","",
"電腦及週邊設備業","4987","科誠","122772","197","623","516","520","429","4.61","828","5.18","N","N","N","",
"光電業","4995","晶達","115963","165","703","675","608","589","2.68","820","1.93","N","Y","N","1.本公司110年度薪資平均調幅約1.5%。
2.生產線全部位於台灣，直接員工人數佔比25%，且有3成為外籍員工，員工結構偏屬製造業，故薪資平均數略低。",
"鋼鐵工業","5009","榮剛","662356","888","746","581","723","556","1.70","857","3.17","N","N","N","",
"鋼鐵工業","5011","久陽","97168","154","631","528","619","498","1.74","857","3.17","N","N","N","",
"鋼鐵工業","5013","強新","346858","424","818","627","804","614","4.41","857","3.17","N","Y","N","本公司非擔任主管職之全時員工人數，110年度較109年度增加13人。本籍減16人、外籍增29人(科技業用人需求排擠效應，傳產招工困難)。因外籍人員占比增加，而拉低員工薪資平均數與中位數。",
"鋼鐵工業","5014","建錩","47202","57","828","645","644","510","3.14","857","3.17","N","N","N","",
"鋼鐵工業","5015","華祺","109066","162","673","579","622","526","4.10","857","3.17","N","Y","N","司非擔任主管職務之全時員工162人中，有51人為外籍基層員工，占非擔任主管職務之全時員工之31%，其薪資為基本工資加上加班費，本就偏低，致拉低全公司平均薪資。",
"鋼鐵工業","5016","松和","244493","300","815","705","768","663","4.75","857","3.17","N","Y","N","本公司110年因全球疫情影響，進口原料時程延遲,且鋼價時續攀升使得取得成本具有優勢,獲利優於同業,未全數反應在員工薪資的原因是本公司政策維持穩定薪資,員工薪資不致因公司獲利情況大幅波動",
"資訊服務業","5201","凱衛","111267","133","837","875","736","774","1.56","889","3.13","N","N","N","",
"資訊服務業","5202","力新","58275","63","925","852","789","687","-0.32","889","3.13","N","N","N","",
