產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"半導體業","6261","久元","930815","971","959","762","808","612","8.41","1296","7.57","N","Y","N","1.直接員工佔總人數49%，使得平均薪資較低。
2.109年EPS僅4.12元，110年獲利倍增，員工分潤於111年才會顯現。",
"通信網路業","6263","普萊德","107240","138","777","751","708","719","5.14","832","1.84","N","Y","N","本司EPS較高主係品牌效益
每年調薪均3%以上且非主管職員工平均調薪達4.2%優於主管調薪幅度
每年發放之員工酬勞皆優於章程所訂比例
員工平均年資達9年且離職率低尚有員工健檢休假制度與生育及子女教育津貼等福利",
"建材營造","6264","富裔","10382","15","692","603","653","610","-0.19","902","2.00","N","N","N","",
"電子通路業","6265","方土昶","10376","16","649","588","563","555","0.64","774","1.27","N","N","N","",
"電子零組件業","6266","泰詠","219313","351","625","563","590","515","1.59","729","2.59","N","N","N","",
"電子通路業","6270","倍微","61836","55","1124","1032","1088","961","2.36","774","1.27","N","N","N","",
"電子零組件業","6274","台燿","888491","1042","853","803","744","675","7.01","729","2.59","N","N","N","",
"電子零組件業","6275","元山","262786","435","604","543","472","413","2.86","729","2.59","N","Y","N","本公司EPS較同業佳薪資平均數低於同業，係因第一線員工人數占比高年資短所致，惟110年平均薪資604千元較上年度543千元高，當年度薪資發放總額較上年度增加44,953千元，未來薪資調整幅度將逐步修正以期達到同業水平。",
"電腦及週邊設備業","6276","安鈦克","20325","25","813","895","707","821","1.09","828","5.18","N","N","N","",
"電子零組件業","6279","胡連","322061","399","807","693","714","626","7.91","729","2.59","N","N","N","",
"電子零組件業","6284","佳邦","426365","720","592","536","562","521","4.04","729","2.59","N","Y","N","本公司非擔任主管職務之員工主要以直接人力居多，約佔全員之70%，且員工薪資平均數較去年成長，故主要原因為人力結構造成平均薪資與同業的落差。",
"半導體業","6287","元隆","234836","415","566","500","478","410","0.24","1296","7.57","N","N","N","",
"電子零組件業","6290","良維","49384","49","1008","1013","789","777","3.05","729","2.59","N","N","N","",
"半導體業","6291","沛亨","20161","21","960","923","971","918","1.19","1296","7.57","N","N","N","",
"電子零組件業","6292","迅德","33439","38","880","924","667","757","5.01","729","2.59","N","N","Y","主要因素
組成份子不同，110年有4位資深員工退休及離職,新進4位滿6個月以上之員工，其薪資平均數相差289仟元。",
"文化創意業","6294","智基","158601","312","508","521","467","475","11.21","1063","5.55","N","Y","N","一、本公司員工組成年輕化，年資較淺。
二、本公司主要從事補教業務，薪資已高於一般補教業水準，但本公司仍每半年會依員工績效調整薪資。
三、隨著公司成長，未來薪資調整幅度會逐一修正，以期達到文創業之水平。",
"半導體業","6411","晶焱","327366","110","2976","2271","837","794","10.32","1296","7.57","N","N","N","",
"通信網路業","6417","韋僑","208769","378","552","492","460","406","3.02","832","1.84","N","Y","N","本公司產品皆為客製化且少量多樣，難以全自動化生產，需投入大量作業人力，且員工結構中近半數為直接作業人員(包含外籍移工)，故整體平均薪資低於同業水準。",
"電子零組件業","6418","詠昇","19578","39","502","497","474","477","-0.68","729","2.59","N","N","N","",
"光電業","6419","京晨科","31755","42","756","703","602","504","4.87","820","1.93","N","Y","N","雖本公司110年Eps4.87相較同業平均EPS1.86高
本業狀況雖明顯好轉，虧損大幅收斂
惟本公司110年度主要獲利係營業外收入產生，導致EPS優於同業
綜上，並未有本公司營業狀況優於同業，但平均薪資較同業仍偏低之情事",
"電機機械","6425","易發","122904","178","690","727","641","682","-2.52","664","2.08","N","N","N","",
"電子零組件業","6432","今展科","64824","77","842","746","760","658","2.91","729","2.59","N","N","N","",
"半導體業","6435","大中","158656","80","1983","1525","1829","1409","13.09","1296","7.57","N","N","N","",
"電腦及週邊設備業","6441","廣錠","64038","122","525","564","459","498","-2.88","828","5.18","N","N","N","",
"生技醫療業","6446","藥華藥","228391","198","1153","1085","918","853","-10.80","714","1.38","N","N","N","",
"半導體業","6457","紘康","156106","82","1904","1268","1746","1167","12.71","1296","7.57","N","N","N","",
"生技醫療業","6461","益得","56042","64","876","717","723","549","-2.97","714","1.38","N","N","N","",
"半導體業","6462","神盾","434867","291","1494","1470","1228","1202","-3.11","1296","7.57","N","N","N","",
"通信網路業","6465","威潤","44070","52","848","749","721","689","-1.71","832","1.84","N","N","N","",
"生技醫療業","6469","大樹","611693","1213","504","500","459","443","5.83","714","1.38","N","Y","N","本公司屬零售通路業，門市人員居多，因同質工作選擇性多致流動率高，較難以平均薪資評論，公司對於員工有進階考核、升遷，每年調薪2%~4%，亦投入大量培訓成本及提升各項福利，致力提供具成長且福利健全之工作環境。",
"通信網路業","6470","宇智","166368","218","763","854","635","604","3.42","832","1.84","N","Y","N","通信網路業產型能不盡相同，本公司以台灣生產為主之網通製造業。
依據營運人力需求，多數為生產線之基層人員，導致整體平均薪資受影響，經排除生產線之基層人員後試算，與同業相較，差異不大。",
"生技醫療業","6472","保瑞","103346","150","689","636","513","462","11.04","714","1.38","N","Y","N","110年有併購加拿大一次性收益，致整體EPS大幅增加，公司110年平均薪資及中位數皆較109年大幅成長，成長幅度亦高於同業，本公司持續以經營績效、風險、員工個人表現及薪資市場價值設定合理關聯性，適度調整薪資及報酬",
"文化創意業","6482","弘煜科","28141","55","512","491","471","440","1.34","1063","5.55","N","N","N","",
"半導體業","6485","點序","209836","195","1076","968","874","771","12.20","1296","7.57","N","Y","N","公司有制定員工分紅與利潤共享的獎金機制，因110年度的EPS以第三季、第四季較高，
而分紅與部分獎金發放時間點在111年度，以致於公司110年EPS與薪酬統計資料有時間差。",
"通信網路業","6486","互動","358873","332","1081","1007","755","752","6.73","832","1.84","N","N","N","",
"半導體業","6488","環球晶","1882901","1563","1205","1104","1124","1068","27.27","1296","7.57","N","Y","N","本公司110年因併購專案費用高，致EPS/獲利相較109年減少，相對員工報酬減少，惟整體平均薪資仍較109年成長",
"生技醫療業","6492","生華科","23596","21","1124","1087","1049","1002","-3.67","714","1.38","N","N","N","",
"半導體業","6494","九齊","204398","109","1875","1316","1623","1177","17.21","1296","7.57","N","N","N","",
"生技醫療業","6496","科懋","105903","107","990","990","831","796","-0.34","714","1.38","N","N","N","",
"生技醫療業","6499","益安","51318","34","1509","1002","1376","920","28.54","714","1.38","N","N","N","",
"紡織纖維","6506","雙邦","215328","319","675","566","622","495","0.83","657","1.07","N","N","N","",
"農業科技","6508","惠光","72290","122","593","571","479","474","3.85","675","3.94","N","N","N","",
"化學工業","6509","聚和","351765","418","842","783","751","711","2.48","740","2.05","N","N","N","",
"半導體業","6510","精測","1004424","998","1006","1012","934","917","27.20","1296","7.57","N","Y","N","1. 本公司營運所需，人才結構多元，直接員工數高於三成。
2. 公司營運持續成長，新進員工亦隨之量增，佔比約一成五。
3. 111年已全面調薪，並持續優化薪福，提撥20~30％盈餘，發放員工酬勞與獎金。",
"其他電子業","6512","啟發電","35304","53","666","659","502","526","-1.51","856","3.74","N","N","N","",
"資訊服務業","6516","勤崴國際","101454","127","799","764","756","737","1.09","889","3.13","N","N","N","",
"生技醫療業","6523","達爾膚","56731","73","777","674","707","635","6.58","714","1.38","N","N","N","",
"生技醫療業","6527","明達醫","71728","85","844","726","671","591","3.24","714","1.38","N","N","N","",
"通信網路業","6530","創威","42900","74","580","512","479","411","1.09","832","1.84","N","N","N","",
"半導體業","6532","瑞耘","73601","115","640","630","583","572","2.63","1296","7.57","N","N","N","",
"生技醫療業","6535","順藥","36853","32","1152","1178","1112","1100","0.64","714","1.38","N","N","Y","公司110年度獲利增加，主系股權投資之評價及處分利益挹注使業外收入增加，然公司因藥物開發本業持續投入研發費用，常態性呈現營業虧損。至於同期薪資平均數減少主系人員流動造成，且影響幅度小於3%，未有重大變化。",
"電子零組件業","6538","倉和","138408","215","644","678","525","564","4.13","729","2.59","N","Y","N","1.本公司以少量多樣客製化產品為主，生產需較多人力，屬勞力密集產業，直接人工及生產間接人員占比較高，致平均薪資低於同業水準，後續視營運狀況調整
2.外籍勞工約佔公司人力百分之十四，其薪資水準低於本國勞工",
"文化創意業","6542","隆中","13692","20","685","807","683","699","-3.89","1063","5.55","N","N","N","",
"生技醫療業","6547","高端疫苗","121652","113","1077","904","863","770","6.65","714","1.38","N","N","N","",
"半導體業","6548","長科*","132875","195","681","568","616","503","4.81","1296","7.57","N","N","N","",
"光電業","6556","勝品","243985","369","661","613","559","515","4.46","820","1.93","N","Y","N","業務型態為ODM/OEM之安控產品製造，2021年因應公司訂單接單方式，調高直接生產之基層人力比例，調整後之直接人員人力配置佔比約為50%，直接人力薪資約佔總薪資之三成，因此影響非擔任主管職務之全時員工平均薪資。",
"光電業","6560","欣普羅","63552","46","1382","1072","1192","948","9.43","820","1.93","N","N","N","",
"通信網路業","6561","是方","251029","140","1793","1678","1660","1552","9.75","832","1.84","N","N","N","",
"半導體業","6568","宏觀","138717","87","1594","1701","1402","1506","5.65","1296","7.57","N","N","N","",
"生技醫療業","6569","醫揚","92604","101","917","938","864","866","4.22","714","1.38","N","N","N","",
"電腦及週邊設備業","6570","維田","71358","100","714","636","639","561","3.58","828","5.18","N","N","N","",
"生技醫療業","6574","霈方","232765","379","614","660","471","548","0.63","714","1.38","N","N","N","",
"生技醫療業","6576","逸達","30166","24","1257","1097","1199","1044","-4.85","714","1.38","N","N","N","",
"電腦及週邊設備業","6577","勁豐","133381","158","844","789","755","738","4.24","828","5.18","N","N","N","本公司員工薪酬除依公司章程規定提列外，估列之基礎係依據公司當年度之獲利情形(稅前淨利)、職務、專業能力、貢獻度及每年考核之績效等做為調薪及獎酬之依據。",
"農業科技","6578","達邦蛋白","21189","41","517","514","473","485","-1.92","675","3.94","N","N","N","",
"通信網路業","6588","東典","58395","106","551","646","497","590","0.48","832","1.84","N","N","N","",
"生技醫療業","6589","台康生技","206297","218","946","883","836","758","-0.18","714","1.38","N","N","N","",
"資訊服務業","6590","普鴻","120527","131","920","920","861","840","4.64","889","3.13","N","N","N","",
"資訊服務業","6593","台灣銘板","139951","222","630","574","539","475","0.84","889","3.13","N","N","N","",
"文化創意業","6596","寬宏藝術","19814","39","508","716","522","456","-2.86","1063","5.55","N","N","N","",
"電機機械","6603","富強鑫","162781","263","619","579","545","503","0.80","664","2.08","N","N","N","",
"電機機械","6609","瀧澤科","213023","310","687","557","614","498","2.51","664","2.08","N","N","N","",
"生技醫療業","6612","奈米醫材","35341","58","609","570","467","434","1.74","714","1.38","N","Y","N","目前本公司的獲利來自營業外收入-認列採權益公司之利益占比仍重，本公司個體本業獲利仍有努力空間；本公司重視與公司一起努力的全體員工，儘管疫情影響，110年度薪資調幅為1%~ 5％，111年度薪資調幅為5%~10%。。",
"其他電子業","6613","朋億*","163648","140","1169","1222","968","1062","16.75","856","3.74","N","N","Y","係因前一年度資深高薪員工異動占多數，且本年度新進同仁均傾向年輕化所致。",
"生技醫療業","6615","慧智","45654","71","643","600","567","557","2.68","714","1.38","N","Y","N","本公司著重技術檢測，檢測員工佔40%，員工年資平均2.34年，年資1年以下佔比16%且聘任工作年資3年以下之人員為多，薪酬不易顯現年資效果，薪資固定鮮少加班。本公司秉持於人才培育及創造友善職場等無形資源投資。",
"綠能環保","6624","萬年清","33871","51","664","649","569","634","0.04","804","2.92","N","N","N","",
"半導體業","6640","均華","172675","150","1151","899","845","837","5.84","1296","7.57","N","N","N","",
"電子零組件業","6642","富致","83838","127","660","571","509","461","4.65","729","2.59","N","Y","N","本公司產品皆在台灣生產，無海外生產基地，故生產線人員比重佔全公司人員比重超過六成。所以年薪呈現上，會較同業在台灣是以管理及研發為主的公司低，此因人力結構上的差異造成平均薪資上的落差。",
"半導體業","6643","M31","372618","190","1961","1940","1633","1663","8.12","1296","7.57","N","N","N","",
"生技醫療業","6649","台生材","16664","23","725","729","584","669","-1.44","714","1.38","N","N","Y","因應產能放大需求，增加較多現場操作員，故造成員工薪資平均數及中位數較前一年減少",
"半導體業","6651","全宇昕","92725","82","1131","988","818","772","7.77","1296","7.57","N","Y","N","1.所評半導體產業含IC設計與晶圓製造廠，上游之IC設計廠多屬研發人員，薪資結構較高。
2.本公司110年度營收獲利成長，發放獎金、酬勞及績效增加，110年亦發行限制員工權利股票，故非經理人全時員工薪資平均數較高。",
"其他電子業","6654","天正國際","58517","91","643","551","563","492","6.26","856","3.74","N","Y","N","主係本公司110年度列入全職員工計算之新進員工及外籍勞工約當24位，約佔計算母體26.37%，且新進員工及外籍勞工薪資及其績效貢獻度較低，故導致相對於獎金分配亦較一年度以上之員工較少，是故拉低整體員工薪資平均數",
"生技醫療業","6661","威健生技","37566","54","696","729","650","610","0.59","714","1.38","N","N","N","",
"生技醫療業","6662","樂斯科","50445","67","753","737","625","629","1.76","714","1.38","N","N","N","",
"電子零組件業","6664","群翊","195618","212","923","872","892","837","6.12","729","2.59","N","N","N","",
"其他電子業","6667","信紘科","241700","292","828","807","733","732","3.27","856","3.74","N","N","N","",
"半導體業","6679","鈺太","56245","43","1308","992","1120","928","15.06","1296","7.57","N","Y","N","1.公司致力於提供具競爭力之薪資福利以吸引及留任優秀人才，110年非擔任主管職務之全時員工薪資較109年增加約32%。
2.新進員工年齡資歷較淺，影響年度薪資平均數計算。
3.本公司已於111年度3月大幅調薪平均約10%。",
"電腦及週邊設備業","6680","鑫創電子","31312","39","803","804","626","767","1.79","828","5.18","N","N","N","",
"半導體業","6683","雍智科技","227251","250","909","920","760","780","15.50","1296","7.57","N","Y","Y","本公司員工中後段組裝產線直接人工比率較高，直接人力結構上雇用較多外籍勞工擔任。本期新增人力多以產線為主，以致平均薪資下降。",
"半導體業","6684","安格","76935","64","1202","0","1148","0","6.59","1296","7.57","N","N","N","",
"數位雲端","6690","安碁資訊","256062","247","1037","1089","856","933","5.11","720","4.41","N","N","Y","110年招募之員工屬初級工程師較多,使得初級工程師佔全體員工之比例較去年度提高,進而使得平均薪資降低",
"資訊服務業","6697","東捷資訊","139827","166","842","831","667","723","2.65","889","3.13","N","N","N","",
"生技醫療業","6703","軒郁","51585","88","586","679","646","604","6.84","714","1.38","N","Y","Y","本公司係參考104職務薪酬報告及新進/應徵人員徵信調查表評估員工之薪資結構，係依照每年KPI調整，並提供員工認股等福利，以避免低於同業水準。",
"生技醫療業","6712","長聖","52316","90","581","647","503","512","6.00","714","1.38","N","Y","Y","因應本公司新產品開發、產能提升及業務拓展需求，故有增聘員工之情事，新進員工較多為社會新鮮人及與業績連結之業務人員，故使員工薪資平均數低於同業，且較前一年度減少。",
"半導體業","6716","應廣","118346","56","2113","1690","1724","1457","11.52","1296","7.57","N","N","N","",
"電子零組件業","6727","亞泰金屬","84208","103","818","799","736","722","5.75","729","2.59","N","N","N","",
"居家生活","6728","上洋","154788","204","759","693","652","612","11.74","618","5.32","N","N","N","",
"半導體業","6732","昇佳電子","555502","166","3346","2355","2928","2132","33.97","1296","7.57","N","N","N","",
"生技醫療業","6733","博晟生醫","17169","18","954","0","717","0","-1.37","714","1.38","N","N","N","",
"生技醫療業","6747","亨泰光","100509","137","734","779","607","624","10.01","714","1.38","N","N","Y","1.EPS 110年10.01元較109年5.68元成長76.23%，主係處分子公司利益，使EPS增加2.82元，佔EPS成長65.13%。
2.本公司110年新進人員較109年成長7％，由於新進人員薪資結構較資深同仁略低，致使公司平均薪資相對減少。",
"資訊服務業","6751","智聯服務","45974","54","851","837","768","749","2.44","889","3.13","N","N","N","",
"資訊服務業","6752","叡揚","536517","550","975","968","839","830","4.70","889","3.13","N","N","N","",
"電子零組件業","6761","穩得","96867","109","889","0","818","0","8.54","729","2.59","N","N","N","",
"生技醫療業","6762","達亞","74936","106","707","807","625","706","6.04","714","1.38","N","Y","N","依EPS決定獎金發放數，109/110年EPS及平均薪資分別為10.67/6.04、807/707仟元。達亞為醫療器材製造業，非主管職之作業員占30%，與其他同業之研發型公司不同。因營運模式、員工組成結構不同，故平均薪資水準不同",
"數位雲端","6763","綠界科技","152206","171","890","0","785","0","21.42","720","4.41","N","N","N","",
"生技醫療業","6767","台微醫","20179","32","631","591","503","484","-1.64","714","1.38","N","N","N","",
"半導體業","6788","華景電","133871","138","970","0","884","0","7.08","1296","7.57","N","N","N","",
"綠能環保","6803","崑鼎","775293","794","976","972","874","855","13.15","804","2.92","N","N","N","",
"運動休閒","6804","明係","91775","183","502","0","420","0","1.85","712","5.56","N","N","N","",
"電機機械","6829","千附精密","313200","480","653","0","590","0","4.90","664","2.08","N","Y","N","1.本公司從事精密零組件製造，製造產線均設置在台灣並持續擴廠增加產能，製程中需要大量基礎人員，
故直接人員佔比約60%、外籍勞工佔約16%。
2.由於110年度新進人員流動率20%，故影響薪資水平。",
"光電業","7402","邑錡","48931","56","874","824","775","709","1.56","820","1.93","N","N","N","",
"半導體業","7556","意德士科技","16899","20","845","754","832","683","4.62","1296","7.57","N","N","N","",
"半導體業","8024","佑華","90411","84","1076","879","967","821","1.68","1296","7.57","N","N","N","",
"電機機械","8027","鈦昇","176951","231","766","739","691","665","2.62","664","2.08","N","N","N","",
"電子通路業","8032","光菱","138438","98","1413","1046","1345","1007","2.91","774","1.27","N","N","N","",
"通信網路業","8034","榮群","63991","71","901","795","805","689","1.28","832","1.84","N","N","N","",
"電子零組件業","8038","長園科","22138","34","651","601","499","439","-2.05","729","2.59","N","N","N","",
"半導體業","8040","九暘","163541","102","1603","1380","1504","1290","0.91","1296","7.57","N","N","N","",
"電子零組件業","8042","金山電","42403","58","731","668","606","525","1.24","729","2.59","N","N","N","",
"電子零組件業","8043","蜜望實","68748","89","772","670","612","583","1.76","729","2.59","N","N","N","",
"數位雲端","8044","網家","1087351","1628","668","707","527","502","0.84","720","4.41","N","N","N","",
"其他電子業","8047","星雲","92394","124","745","719","649","628","0.43","856","3.74","N","N","N","",
"通信網路業","8048","德勝","85744","108","794","767","724","673","2.94","832","1.84","N","Y","N","依各職位工作繁簡、責任輕重適當給薪，按當年度經營成果訂定獎金發放基數依考核結果及在職期間作為發放依據。另公司章程規定年度如有獲利(稅前淨利扣除分派員工及董事酬勞前淨利)，提撥百分之七至十作為員工酬勞",
"光電業","8049","晶采","106454","139","766","699","588","536","2.61","820","1.93","N","Y","N","本司為光電業,其歸類實屬廣泛,且每家生產型態不同,部份公司在台並無生產作業人員,因此平均薪資較高,故比較基礎殊不一致。
本公司之員工分紅制度,係按稅前淨利5~12%提撥,故而公司經營績效好,員工薪酬自然增加。",
"電腦及週邊設備業","8050","廣積","340338","476","715","632","573","529","2.69","828","5.18","N","N","N","",
"半導體業","8054","安國","93520","64","1461","1158","1296","1037","3.25","1296","7.57","N","N","N","",
"通信網路業","8059","凱碩","72781","76","958","750","891","520","-0.80","832","1.84","N","N","N","",
"光電業","8064","東捷","454214","515","882","800","808","760","2.12","820","1.93","N","N","N","",
"居家生活","8066","來思達","13201","18","733","766","692","673","1.11","618","5.32","N","N","N","",
"電子通路業","8067","志旭","16298","36","453","447","385","375","-0.92","774","1.27","Y","N","N","1.本公司110年美妝專櫃人員有9位, 而使年度平均新資數較低
2.110年未提列員工紅利報酬.",
"電子通路業","8068","全達","17913","23","779","773","757","738","-0.52","774","1.27","N","N","N","",
"光電業","8069","元太","1145288","891","1285","1172","1100","1014","4.53","820","1.93","N","N","N","",
"電子零組件業","8071","能率網通","5113","9","568","539","576","518","1.11","729","2.59","N","N","N","",
"電子零組件業","8074","鉅橡","135861","230","591","563","555","519","0.94","729","2.59","N","N","N","",
"電腦及週邊設備業","8076","伍豐","182751","220","831","703","714","634","0.55","828","5.18","N","N","N","",
"觀光餐旅","8077","洛碁","85696","210","408","397","386","368","-3.30","498","-0.73","Y","N","N","110年度受新冠肺炎疫情影響，全台北住宿率雖較前年提升，但國境尚未開放仍直接影響房務人員每月的房務津貼，且本公司於8~10月實施休息減班及充電再出發計畫，高於基本工資的部份由勞動部支付，故影響薪資平均數。",
"建材營造","8080","永利聯合","2573","5","515","476","525","475","-1.21","902","2.00","N","N","N","",
"電機機械","8083","瑞穎","152517","155","984","999","954","934","10.08","664","2.08","N","N","N","",
"電子通路業","8084","巨虹","14702","17","865","697","743","645","-0.83","774","1.27","N","N","N","",
"其他電子業","8085","福華","132303","234","565","558","530","492","0.24","856","3.74","N","N","N","",
"半導體業","8086","宏捷科","670831","815","823","739","746","668","4.29","1296","7.57","N","N","N","",
"綠能環保","8087","華鎂鑫","17338","35","495","355","412","336","-0.84","804","2.92","Y","N","N","本公司110年度營業收入較同期109年度成長7.54%，110年度非擔任主管職務之平均員工薪資較109年度增加39.4%；本公司因光碟業務持續衰退而虧損，且多數員工為基層員工，故平均員工薪資尚屬合理。",
"半導體業","8088","品安","280502","596","471","490","409","355","1.64","1296","7.57","Y","N","N","110年受疫情嚴重影響，獲利遜於同期，影響全年度獎金發放
產業代工生產線人員(佔70%),原薪資水平稍低於同業
外籍移工人數佔25%，整體薪資水平略低同業我司規畫111年員工調薪,預期員工薪酬可獲得改善",
"通信網路業","8089","康全電訊","154434","136","1136","1122","977","1056","-0.46","832","1.84","N","N","N","",
"電子零組件業","8091","翔名","257831","327","788","780","665","695","5.92","729","2.59","N","N","N","",
"其他電子業","8092","建暐","88928","179","497","480","449","437","-0.58","856","3.74","Y","N","N","主係
1.受疫情影響  訂單及營收未回復正常水準
  整體營收及接單狀況仍屬低彌
  公司虧損致調薪及獎金仍未增加
  固非經理人之全時員工薪資平均數
  未達50萬元",
"電子零組件業","8093","保銳","50797","78","651","722","569","651","-0.83","729","2.59","N","N","N","",
"電子通路業","8096","擎亞","53951","46","1173","1107","1169","988","1.13","774","1.27","N","N","N","",
"通信網路業","8097","常珵","14819","23","644","620","501","484","-0.31","832","1.84","N","N","N","",
"資訊服務業","8099","大世科","378098","504","750","726","636","629","2.01","889","3.13","N","N","N","",
"電機機械","8107","大億金茂","78487","135","581","643","476","482","0.27","664","2.08","N","N","Y","1.EPS較前一年度成長主係業外認列金融商品利益所致，本業並無明顯成長。
2.109年下半年至110年中階主管及資深員工離職人數較多，公司增補人力多為基層生產員工，導致拉低平均薪資。",
"電子零組件業","8109","博大","172104","246","700","640","624","567","5.28","729","2.59","N","Y","N","本公司較同業為低，係因本公司組織扁平且生產相關作業人員多。
扣掉經理人後，較高薪之非經理人主管人數少且職務均僅止於經理層級；若以副課長層級以上其佔比不到10%，因此相對薪資平均數低於同業水準係屬合理。",
"光電業","8111","立碁","142881","199","718","684","638","628","3.61","820","1.93","N","Y","N","設廠台灣，生產製造員工佔比近5成，流動性較大，且有1成為外籍員工，因人力結構上的差異造成平均薪資上的落差，且為反映110年的經營績效，111年均已調薪。",
"電子零組件業","8121","越峰","104746","117","895","821","819","749","0.32","729","2.59","N","N","N","",
"電子零組件業","8147","正淩","62832","91","690","636","603","564","1.29","729","2.59","N","N","N","",
"電子零組件業","8155","博智","484819","725","669","661","602","569","7.85","729","2.59","N","Y","N","本公司屬勞力密集產業，僅在台灣生產；直接人力佔總人力76%，其中外籍移工又佔總人力25%，因而拉低整體平均薪資。雖110年每股盈餘較109年減少，但公司致力員工薪酬福利調整，平均薪資仍然成長。",
"綠能環保","8171","天宇","21865","42","521","469","473","370","-1.22","804","2.92","N","N","N","",
"通信網路業","8176","智捷","43907","51","861","874","825","853","-0.88","832","1.84","N","N","Y","公司EPS雖較前一年度成長,但仍為虧損階段且非經理人之全時員工薪資平均數減少原因為部份資深員工離職所致。員工薪給參照市場行情、公司營運狀況及市場動態而調整。110年度非經理人員工之個別薪資調幅為：0%~20.7%。",
"電子零組件業","8182","加高","217316","355","612","565","517","477","4.76","729","2.59","N","Y","N","因本公司產業特性因素，基層作業人員比重較高，致非主管職務之全時員工薪資平均數較低。",
"其他電子業","8183","精星","134080","241","556","576","456","492","4.16","856","3.74","N","Y","Y","110年精星獲利500,402千元，其中屬境外轉投資收益573,315千元，台灣廠本身為虧損狀態。
因獲利來源為境外轉投資公司貢獻，且依獲利提撥之員工分紅係於隔年發放，故無法直接反應至100年度台灣員工薪資上。",
"電腦及週邊設備業","8234","新漢","553006","791","699","697","603","612","1.00","828","5.18","N","N","N","",
"光電業","8240","華宏","436784","597","732","669","647","468","4.39","820","1.93","N","Y","N","本年度EPS提升主要係因,轉投資公司-青島長宏之拆遷補償收入293,302(仟元)貢獻EPS約2.99元;另台灣之生產基地位於台南官田及高雄燕巢,其消費水平較低;以致本年度EPS高於同業平均數,非經理人薪資平均數低於同業水準。",
"電機機械","8255","朋程","457992","627","730","653","597","537","5.25","664","2.08","N","N","N","",
"半導體業","8277","商丞","37304","53","704","673","552","537","-0.78","1296","7.57","N","N","N","",
"生技醫療業","8279","生展","213543","338","632","604","557","524","8.77","714","1.38","N","Y","N","1.110年度本公司營業績效之達成狀況不如預期，致公司員工績效獎金減少。
2.現場人力擴編，基層員工平均年資偏低。
3.因現場直接人力較無技術性門檻、工作替代性高，人員流動率高。",
"資訊服務業","8284","三竹","249139","302","825","868","761","783","4.06","889","3.13","N","Y","Y","本公司109年下半年至110年上半年招募了許多非經驗豐富之同仁進行培訓，因此110年下半年度雖然有針對許多工程師大幅調薪，但還是無法拉高110年整體的平均薪資。",
"電子零組件業","8289","泰藝","136799","192","712","556","609","474","3.12","729","2.59","N","Y","N","因雇用外勞和學校實習生的人數增加.",
"電子零組件業","8291","尚茂","41784","84","497","485","469","458","-0.66","729","2.59","Y","N","N","茲因本公司110年度持續受到新型冠狀肺炎(Covid-19)影響，營業額較109年度衰退7.64%，生產稼動率較前一年度整體下降，造成加班時數減少，導致非經理人之全時員工薪資平均數未達50萬元。",
"半導體業","8299","群聯","6433567","2403","2677","2869","2176","2332","41.34","1296","7.57","N","N","N","",
"其他","8342","益張","108936","234","466","582","379","468","3.73","669","1.90","Y","Y","N","外籍勞工薪資偏低及人數占比高達25%，故拉低整體平均薪資。",
"鋼鐵工業","8349","恒耀國際","302705","456","664","589","606","529","3.03","857","3.17","N","N","N","",
"其他","8354","冠好","93329","176","530","511","513","475","3.06","669","1.90","N","Y","N","公司EPS獲利表現較同業為佳，惟非經理人之
全時員工薪資平均數低於同業水準原因-
公司110年EPS大幅增加原因為出售不動產獲利之業外收入，非本業大幅獲利，所以員工薪資平均數並未大幅成長。",
"電子零組件業","8358","金居","231219","291","795","732","750","705","6.03","729","2.59","N","N","N","",
"其他電子業","8383","千附","224605","367","612","599","536","534","2.67","856","3.74","N","N","N","",
"綠能環保","8390","金益鼎","118224","124","953","784","862","721","3.47","804","2.92","N","N","N","",
"其他","8401","白紗科","272186","433","629","607","580","568","1.96","669","1.90","N","N","N","",
"生技醫療業","8403","盛弘","93205","117","797","766","647","664","2.04","714","1.38","N","N","N","",
"生技醫療業","8409","商之器","72352","105","689","664","596","602","-0.73","714","1.38","N","N","N","",
"電腦及週邊設備業","8410","森田","148831","221","673","699","651","667","1.14","828","5.18","N","N","N","",
"鋼鐵工業","8415","大國鋼","72660","56","1298","658","879","578","3.50","857","3.17","N","N","N","",
