產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電腦及週邊設備業","3005","神基","976275","544","1795","1750","2.57%","1565","1526","2.56%","7.26","1404","6.67","N","N","N","","",
"半導體業","3006","晶豪科","1174688","556","2113","2124","-0.52%","1969","1970","-0.05%","1.80","1998","19.23","N","N","Y","本公司113年度EPS較112年度增加，而非擔任主管職務之全時員工（年度）薪資平均數較前一年度略有減少，主要係因應公司世代交替規劃,人員有所成長及年輕化所致。","為維持公司營運實力,本公司一向以具競爭力的薪酬條件為重大政策方針，並已持續多年(含112/113年)入選為「臺灣高薪100指數」成分股;未來仍將維持具競爭力的薪酬條件以廣招優秀人才。",
"光電業","3008","大立光","10025843","7601","1319","1139","15.80%","927","858","8.04%","194.17","1015","1.21","N","N","N","","",
"電子通路業","3010","華立","494753","337","1468","1394","5.31%","1182","1153","2.52%","8.89","1070","4.70","N","N","N","","",
"電子零組件業","3011","今皓","37869","43","881","761","15.77%","698","664","5.12%","-2.21","994","6.57","N","N","N","","",
"電腦及週邊設備業","3013","晟銘電","77207","79","977","975","0.21%","928","914","1.53%","3.63","1404","6.67","N","N","N","","",
"半導體業","3014","聯陽","1122461","427","2629","2523","4.20%","2435","2346","3.79%","10.10","1998","19.23","N","N","N","","",
"電子零組件業","3015","全漢","720520","720","1001","971","3.09%","819","838","-2.27%","2.16","994","6.57","N","N","N","","",
"半導體業","3016","嘉晶","653236","695","940","895","5.03%","872","835","4.43%","0.92","1998","19.23","N","N","N","","",
"電腦及週邊設備業","3017","奇鋐","655218","523","1253","1206","3.90%","1064","1046","1.72%","21.21","1404","6.67","N","Y","N","本公司員工薪酬係依據各工作職能及績效，實施績效承諾制度，以績效結果做為獎金、晉升及調薪之參考，並視公司整體營運成果狀況給予及調整；本年度非主管職務之全時員工薪資平均數及中位數均較上年度成長。","依不同的職務進行市場水平薪資調查，並視營運結果及依個人績效考核結果進行調整之建議。",
"其他電子業","3018","隆銘綠能","43364","52","834","847","-1.53%","770","828","-7.00%","-1.46","1429","9.28","N","N","Y","本公司113年度稅後淨損與112年度相較減少20,524仟元，故每股盈餘從(1.72)有所成長至(1.46)。惟113年度員工人數平均52人較112年度增加15人，以致非經理人之全時員工薪資平均數834仟元較112年度847仟元減少13仟元。","本公司未來將持續致力提升獲利減少虧損，得以增加員工獎金或薪酬暨穩定員工長期發展。",
"光電業","3019","亞光","959470","943","1017","854","19.09%","862","716","20.39%","5.79","1015","1.21","N","N","N","","",
"電子零組件業","3021","鴻名","125121","171","732","723","1.24%","599","608","-1.48%","0.58","994","6.57","N","N","N","","",
"電腦及週邊設備業","3022","威強電","435070","387","1124","1137","-1.14%","1007","1022","-1.47%","8.72","1404","6.67","N","Y","Y","本公司員工薪酬係依職能與績效，並參酌公司營運成果調整給予；本公司人力結構較同業不盡相同，致薪酬成本可能存在差異。113年度因生產需求增聘基層員工，故非主管職務之全時員工薪資平均數及中位數均較上年度低。","公司將持續追蹤同業薪資水準，針對非經理人職位預計分年逐步調整薪酬水準。",
"電子零組件業","3023","信邦","875518","1154","759","729","4.12%","573","544","5.33%","14.70","994","6.57","N","Y","N","國內工廠產線人員約佔44%，不宜與國內無工廠公司評比。
公司獲利主要來自投資收益，國內EPS雖比去年略增，主因為業外投資收益增加所致。
非擔任主管之全時員工平均薪資與去年相比仍有成長4.1%。","公司目前每年依營運及員工績效進行調薪，參考市場水平核定人員薪酬。依職務設置獎金制度，按月、季等方式核發獎金，並發放員工紅利做為激勵機制。另有員工信託持股計劃，公司相對提撥一定比例與員工共享營運成果。",
"光電業","3024","憶聲","37263","55","678","618","9.71%","627","539","16.33%","0.66","1015","1.21","N","N","N","","",
"通信網路業","3025","星通","155970","147","1061","979","8.38%","907","802","13.09%","3.68","1302","3.74","N","N","N","","",
"電子零組件業","3026","禾伸堂","795297","943","843","817","3.18%","737","707","4.24%","5.87","994","6.57","N","N","N","","",
"通信網路業","3027","盛達","77253","89","868","812","6.90%","882","780","13.08%","-0.22","1302","3.74","N","N","N","","",
"電子通路業","3028","增你強","322267","333","968","1020","-5.10%","877","916","-4.26%","2.08","1070","4.70","N","N","Y","增你強113年EPS較前一年度增加，主要係113年營業外收入-採用權益法之子公司及關聯企業損益份額較去年同期增加新台幣1.8億所致。","113年EPS較前一年度增加，主要係113年營業外收入-採用權益法之子公司及關聯企業損益份額較去年同期增加新台幣1.8億所致，本公司薪酬政策皆是比照同業水準及公司章程辦理，並無需調整之情事。",
"資訊服務業","3029","零壹","404522","352","1149","1109","3.61%","926","1080","-14.26%","5.22","1064","3.99","N","N","N","公司透過績效導向的薪酬制度，將營運成果與員工報酬連結，兼顧公平性與激勵性，使薪酬反映個人與團隊貢獻，提升整體績效並強化人才留任動能","無",
"其他電子業","3030","德律","760028","564","1348","1152","17.01%","1168","1001","16.68%","7.78","1429","9.28","N","N","N","","",
"光電業","3031","佰鴻","47280","58","815","816","-0.12%","760","744","2.15%","1.09","1015","1.21","N","N","Y","本公司薪資政策力求穩健，113年度獲利雖較佳，但因113年度有資深員工離職，致平均薪資略為減少，但中位數薪資仍有增加，顯示整體薪資平穩合理。","持續維持穩定的薪資政策，114年起依據新修訂之公司章程基層員工的員工酬勞分配規定，使基層員工薪資更有保障。",
"電子零組件業","3032","偉訓","141636","119","1190","1276","-6.74%","1067","1175","-9.19%","4.61","994","6.57","N","N","N","","",
"電子通路業","3033","威健","593666","460","1291","1156","11.68%","1128","1033","9.20%","2.56","1070","4.70","N","N","N","","",
"半導體業","3034","聯詠","10588716","3007","3521","3712","-5.15%","2865","3028","-5.38%","33.43","1998","19.23","N","N","N","","",
"半導體業","3035","智原","1305590","625","2089","2323","-10.07%","1802","1980","-8.99%","4.04","1998","19.23","N","N","N","","",
"電子通路業","3036","文曄","1390770","936","1486","1392","6.75%","1178","1117","5.46%","8.13","1070","4.70","N","N","N","","",
"電子零組件業","3037","欣興","11966666","14592","820","854","-3.98%","692","691","0.14%","3.34","994","6.57","N","N","N","","",
"光電業","3038","全台","551103","818","674","674","0.00%","542","556","-2.52%","2.21","1015","1.21","N","Y","N","本公司主要以台灣為生產基地，產線基層作業人員佔總人數比重逾半，在與同業人力結構不同情況下，致員工薪資平均數低於同業水準。","每年度依營運目標達成及獲利狀況持續提升員工薪資水準，與員工共享公司成就。",
"其他","3040","遠見","6063","7","866","760","13.95%","903","806","12.03%","0.73","969","3.42","N","N","N","","",
"半導體業","3041","揚智","149480","87","1718","1713","0.29%","1662","1605","3.55%","-2.41","1998","19.23","N","N","N","","",
"電子零組件業","3042","晶技","976492","896","1090","940","15.96%","849","729","16.46%","6.55","994","6.57","N","N","N","","",
"其他電子業","3043","科風","93371","170","549","511","7.44%","549","415","32.29%","0.95","1429","9.28","N","N","N","","",
"電子零組件業","3044","健鼎","703529","957","735","709","3.67%","462","466","-0.86%","15.95","994","6.57","N","Y","N","公司員工薪酬係參考PCB同業水準並依各廠營運貢獻與人員職級按薪酬規則訂定；因產業特性需要,相較其他電子零組件業,公司製程直接員工佔比高,應對人力需求結構,產線作業員額相對偏高,致薪資平均數低於同業水準。","本公司於台灣地區,因員工為產線基本作業人力,基層員工佔比較高,與其他同業人力資源結構不同。
公司獲利穩定,將持續依員工績效表現給予相應之調薪,並參考PCB同業薪資趨勢核定薪酬。",
"通信網路業","3045","台灣大","4986022","4289","1163","1127","3.19%","1004","969","3.61%","4.57","1302","3.74","N","Y","N","本公司每年會依照營運目標達成率核定年終獎金、員工酬勞與年度調薪率，以獎勵同仁之貢獻，員工之獎酬在業界具競爭力。相較於同業，本公司員工之年資與年齡較輕，這是影響人事費用多寡原因之一。","通信網路業中各公司屬性差異大，本公司每年參加業界薪資調查，收集市場薪酬資訊，根據公司營運績效提報獎酬計畫，包含調薪、年終獎金與員工酬勞等，以持續提供員工具競爭力的整體薪酬。",
"電腦及週邊設備業","3046","建碁","24597","18","1367","1274","7.30%","1497","1396","7.24%","3.83","1404","6.67","N","N","N","","",
"通信網路業","3047","訊舟","334507","302","1108","1050","5.52%","1014","944","7.42%","0.51","1302","3.74","N","N","N","","",
"電子通路業","3048","益登","429551","372","1155","1220","-5.33%","1014","1058","-4.16%","-2.10","1070","4.70","N","N","N","","",
"光電業","3049","精金","186111","248","750","751","-0.13%","690","670","2.99%","-1.10","1015","1.21","N","N","Y","113年度較112年度雖然EPS成長,但仍為持續虧損
113年度員工離職率較高, 新進員工多為資淺員工, 因此入職薪資較低,造成整體平均下降","1.期許公司獲利情形改善,搭配員工獎酬制度,提升整體薪資",
"光電業","3050","鈺德","117387","186","631","633","-0.32%","577","582","-0.86%","0.55","1015","1.21","N","N","Y","本年度盈餘成長乃業外收益增加所致，員工薪資維持以往水準，唯變動薪資如績效獎金、員工酬勞因連結業績達成及分配比例，稍有變動。","加強本業業績，期提高變動性獎酬",
"光電業","3051","力特","314563","535","588","574","2.44%","557","531","4.90%","2.01","1015","1.21","N","Y","N","基於營運考量，避免經營成本對公司重大衝擊，必須全面考量經營風險與損益，故未每年全面常態調薪，
後續公司營收及獲利表現達到最佳平衡狀態時，規劃相關薪酬政策，並依個人績效、年資條件不同而有差異。","基於營運考量，避免經營成本對公司重大衝擊，必須全面考量經營風險與損益，故未每年全面常態調薪，
後續公司營收及獲利表現達到最佳平衡狀態時，規劃相關薪酬政策，並依個人績效、年資條件不同而有差異。",
"建材營造","3052","夆典","75114","102","736","642","14.64%","687","579","18.65%","0.98","974","2.65","N","N","N","","",
"食品工業","3054","立萬利","23227","25","929","935","-0.64%","840","790","6.33%","-0.40","872","2.95","N","N","N","","",
"電子通路業","3055","蔚華科","77011","65","1185","1331","-10.97%","1035","1207","-14.25%","-2.23","1070","4.70","N","N","N","","",
"建材營造","3056","富華新","31736","31","1024","959","6.78%","981","702","39.74%","6.15","974","2.65","N","N","N","","",
"電腦及週邊設備業","3057","喬鼎","130089","113","1151","1154","-0.26%","1029","979","5.11%","-1.64","1404","6.67","N","N","N","","",
"電子零組件業","3058","立德","127477","174","733","706","3.82%","520","522","-0.38%","-2.02","994","6.57","N","N","N","","",
"光電業","3059","華晶科","324754","227","1431","1315","8.82%","1258","1225","2.69%","1.15","1015","1.21","N","N","N","","",
"電腦及週邊設備業","3060","銘異","163140","238","685","593","15.51%","617","541","14.05%","0.45","1404","6.67","N","N","N","","",
"通信網路業","3062","建漢","243125","203","1198","1164","2.92%","1140","1123","1.51%","0.01","1302","3.74","N","N","N","","",
"電子零組件業","3090","日電貿","120620","136","887","818","8.44%","753","718","4.87%","4.52","994","6.57","N","N","N","","",
"電子零組件業","3092","鴻碩","6327","9","703","697","0.86%","635","705","-9.93%","-2.08","994","6.57","N","N","N","","",
"半導體業","3094","聯傑","62743","55","1141","1183","-3.55%","1097","1161","-5.51%","0.17","1998","19.23","N","N","N","","",
"數位雲端","3130","一零四","1120189","829","1351","1280","5.55%","1210","1132","6.89%","14.14","1014","8.69","N","N","N","","",
"通信網路業","3138","耀登","149304","126","1185","1293","-8.35%","986","1033","-4.55%","3.05","1302","3.74","N","N","N","","",
"光電業","3149","正達","273805","441","621","609","1.97%","535","526","1.71%","-1.45","1015","1.21","N","N","N","","",
"半導體業","3150","鈺寶-創","58401","46","1270","0","0.00%","1099","0","0.00%","0.72","1998","19.23","N","N","N","","",
"生技醫療業","3164","景岳","64900","108","601","596","0.84%","553","530","4.34%","0.66","841","3.76","N","N","N","","",
"電機機械","3167","大量","134742","172","783","640","22.34%","717","610","17.54%","1.48","864","3.85","N","N","N","","",
"光電業","3168","眾福科","144493","118","1225","1095","11.87%","1018","984","3.46%","2.93","1015","1.21","N","N","N","","",
"半導體業","3189","景碩","3943028","5356","736","680","8.24%","634","568","11.62%","0.11","1998","19.23","N","N","N","","",
"電子通路業","3209","全科","246138","214","1150","1076","6.88%","1007","960","4.90%","3.02","1070","4.70","N","N","N","","",
"電子零組件業","3229","晟鈦","118041","209","565","544","3.86%","534","488","9.43%","0.14","994","6.57","N","N","N","","",
"電腦及週邊設備業","3231","緯創","16059651","11128","1443","1338","7.85%","1253","1196","4.77%","6.11","1404","6.67","N","N","N","","",
"半導體業","3257","虹冠電","79769","63","1266","1379","-8.19%","1029","1156","-10.99%","2.45","1998","19.23","N","N","N","","",
"建材營造","3266","昇陽","110242","62","1778","1713","3.79%","1777","1701","4.47%","1.93","974","2.65","N","N","N","","",
"電子零組件業","3296","勝德","68593","100","686","666","3.00%","596","614","-2.93%","0.50","994","6.57","N","N","N","","",
"其他電子業","3305","昇貿","101609","153","664","681","-2.50%","526","498","5.62%","3.10","1429","9.28","N","N","Y","稅前淨利較去年度增加，提列員工分紅及獎金也較去年度增加，另因多位資深同仁升遷，以致統計數據之人員結構不同，造成平均數降低。","公司每年均參酌員工績效考核、工作表現及資歷，給予員工適當的調薪及升遷，員工分紅及獎金將會更適當的分配。",
"電子零組件業","3308","聯德","7035","10","704","3581","-80.34%","603","3749","-83.92%","0.99","994","6.57","N","N","N","","",
"通信網路業","3311","閎暉","232700","377","617","677","-8.86%","503","461","9.11%","0.81","1302","3.74","N","N","N","","",
"電子通路業","3312","弘憶股","64978","74","878","873","0.57%","832","810","2.72%","2.38","1070","4.70","N","N","N","","",
"電子零組件業","3321","同泰","270441","455","594","534","11.24%","551","482","14.32%","-2.15","994","6.57","N","N","N","","",
"電子零組件業","3338","泰碩","68622","66","1040","903","15.17%","909","797","14.05%","3.00","994","6.57","N","N","N","","",
"汽車工業","3346","麗清","160183","186","861","945","-8.89%","721","711","1.41%","2.36","892","5.84","N","N","N","","",
"光電業","3356","奇偶","145551","146","997","980","1.73%","936","894","4.70%","7.20","1015","1.21","N","Y","N","本公司依員工職責考核其績效及對公司之貢獻，並考量公司營運給予相應酬金。113年度本業之營收及利益較112年衰退，營業外收入大幅增加，以致113年EPS高於同業表現。但薪資平均數及中位數仍較去年增加。","本公司113年薪資水準未能大幅提升乃因本業實質績效較112年衰退。未來需更積極提升產品附加價值與技術競爭力，並加強內部營運管控等，以提升本業經營獲利能力，才可將經營成果轉化於員工薪酬與股東紅利。",
"電子零組件業","3376","新日興","1187233","1789","664","602","10.30%","577","535","7.85%","7.15","994","6.57","N","Y","N","本公司員工薪酬依員工升遷及調薪作業辦法給予合理報酬，間接人員819人，平均薪資820仟元。惟本公司作業員及外籍勞工970人，佔全體員工比重54%，致本公司薪資平均數較低。","依公司營運結果及產業景氣循環，適時提升員工薪資或調整獎酬政策。",
"通信網路業","3380","明泰","1258382","1100","1144","1132","1.06%","1132","1066","6.19%","0.40","1302","3.74","N","N","N","","",
"光電業","3406","玉晶光","705871","819","862","772","11.66%","666","610","9.18%","38.35","1015","1.21","N","Y","N","本公司之獲利主要係來自海外轉投資收益等，且因基層員工占多數，進而拉低平均薪資，並出現低於同業之狀況，惟本公司113年度之平均薪資及薪資中位數均較前一年度提升。","本公司將透過新產品之開發，創造具利基性之產品，以提升母公司個體之附加價值及獲利空間，進而提高整體員工之薪酬。",
"半導體業","3413","京鼎","528255","348","1518","1370","10.80%","1351","1280","5.55%","25.22","1998","19.23","N","Y","N","各行業薪資結構不同，細分領域的薪資水平亦有差異。 京鼎屬於半導體產業中的半導體設備製造業，毛利率與其他半導體晶圓代工或IC設計有差異，公司在半導體製造產業中維持合理且有競爭力薪酬規劃。","公司每年皆會依經營績效、市場環境及參考同業水準進行薪酬調整，以在相同產業中保持薪酬合理性及競爭力。",
"電腦及週邊設備業","3416","融程電","334453","392","853","833","2.40%","737","703","4.84%","7.04","1404","6.67","N","Y","N","本公司生產線位於台灣，製造單位員工佔總人數56.65%，其中外籍移工佔員工總人數11.08%，從事於生產組裝檢測之基層工作，對於員工平均薪資有所影響。","本公司定期檢視市場薪資水準，今年度預計調薪3%，並提升福利方案整體吸引力，以強化薪酬公平性與員工滿意度。",
"通信網路業","3419","譁裕","206400","219","942","902","4.43%","779","751","3.73%","-1.21","1302","3.74","N","N","N","","",
"電子零組件業","3432","台端","7750","10","775","726","6.75%","634","630","0.63%","-0.55","994","6.57","N","N","N","","",
"光電業","3437","榮創","457732","673","680","652","4.29%","562","549","2.37%","-0.94","1015","1.21","N","N","N","本公司員工酬勞與營運績效相連結，公司&#63886;&#64001;如有獲利，應提撥員工酬勞不低5%；主要薪酬原則為連結職責與績效及公司永續經營成果，不以短期獲利做為薪酬與績效評量唯一指標，連結股東長期價值。","無",
"半導體業","3443","創意","2110950","668","3160","3134","0.83%","2559","2598","-1.50%","25.75","1998","19.23","N","N","N","","",
"通信網路業","3447","展達","140802","115","1224","1233","-0.73%","1085","1083","0.18%","1.20","1302","3.74","N","N","Y","本公司113年度EPS較前一年度成長，惟非經理人全時員工薪資平均數較前一年度減少，係因113年度資深員工離職且薪資水位高於新進員工，致非擔任主管職務之全時員工薪資平均數較前一年度減少。","本公司每年依據營運成果及員工績效，訂定獎金、晉升及調薪，致力於持續優化員工福利。",
"半導體業","3450","聯鈞","412983","485","852","583","46.14%","627","496","26.41%","3.82","1998","19.23","N","N","N","","",
"光電業","3454","晶睿","1169207","1022","1144","1076","6.32%","1034","953","8.50%","3.42","1015","1.21","N","N","N","薪酬給付標準係以整體營運狀況為主要考量，並視部門績效指標達成率及個人績效達成率和貢獻度核定，2024年EPS雖減少2.23元，惟人數亦較2023年減少6%，加計年度平均調薪4.5%，故整體平均報酬較2023年微幅成長6%。","無",
"光電業","3481","群創","20609078","20450","1008","897","12.37%","785","724","8.43%","0.76","1015","1.21","N","N","N","","",
"電腦及週邊設備業","3494","誠研","106654","177","603","589","2.38%","453","431","5.10%","-1.08","1404","6.67","N","N","N","","",
"電子零組件業","3501","維熹","157713","225","701","557","25.85%","488","404","20.79%","6.12","994","6.57","N","N","N","","",
"光電業","3504","揚明光","580021","760","763","728","4.81%","590","569","3.69%","-2.17","1015","1.21","N","N","N","","",
"電腦及週邊設備業","3515","華擎","541164","310","1746","1624","7.51%","1527","1429","6.86%","10.54","1404","6.67","N","N","N","","",
"其他電子業","3518","柏騰","22098","25","884","898","-1.56%","877","894","-1.90%","-2.39","1429","9.28","N","N","N","","",
"電子通路業","3528","安馳","119723","133","900","1253","-28.17%","820","1105","-25.79%","4.16","1070","4.70","N","N","Y","113年度平均數900仟元較112年度1,253仟元減少，主要係因公司112年度稅後淨利109,829仟元較111年度稅後淨利373,985仟元，大幅下降70.6%，致公司112年度提列之員工酬勞總金額下降。(於次年度113年發放)","113年度稅後淨利277,449仟元較112年度增加145.84%，公司113年度提列之員工酬勞總金額增加(於114年發放)，且已於114年5月28日股東會通過修正公司章程，訂明以年度盈餘提撥一定比率為基層員工調整薪資或分配酬勞。",
"半導體業","3530","晶相光","74481","56","1330","1527","-12.90%","1107","1271","-12.90%","-1.33","1998","19.23","N","N","Y","本公司雖113年度每股盈餘為-1.33元較112年度每股盈餘為-3.7元，然因兩年度皆為虧損，故113年度未分配員工酬勞，致使113年度之員工平均薪資較112年度為低。","1.本公司2025年度薪資調幅高於企業預期調薪幅度。
2.本公司致力提升獲利狀況，以提升員工全年薪資所得。",
"半導體業","3532","台勝科","1636414","1448","1130","1087","3.96%","1083","1039","4.23%","3.35","1998","19.23","N","N","N","","",
"電子零組件業","3533","嘉澤","164175","99","1658","1899","-12.69%","1265","1578","-19.84%","82.77","994","6.57","N","N","Y","本公司112年由於辦理現金增資之員工認股，認股價差申報於所得中。因此113年EPS較前一年度成長但全時員工薪資平均數較前一年度減少。","全時員工薪資平均數若不計現金增資認股價差，113年度全時員工薪資平均數較前一年度為高。",
"光電業","3535","晶彩科","165355","169","978","909","7.59%","866","774","11.89%","0.69","1015","1.21","N","N","N","","",
"光電業","3543","州巧","250030","333","751","714","5.18%","642","609","5.42%","-1.14","1015","1.21","N","N","N","","",
"半導體業","3545","敦泰","953953","426","2239","1833","22.15%","1954","1546","26.39%","2.71","1998","19.23","N","N","N","","",
"電子零組件業","3550","聯穎","33833","38","890","863","3.13%","800","725","10.34%","-2.01","994","6.57","N","N","N","","",
"居家生活","3557","嘉威","61644","53","1163","998","16.53%","1026","876","17.12%","6.84","761","7.06","N","N","N","","",
"光電業","3563","牧德","278091","253","1099","1082","1.57%","948","946","0.21%","5.52","1015","1.21","N","N","N","","",
"光電業","3576","聯合再生","802126","1121","716","687","4.22%","608","549","10.75%","-1.31","1015","1.21","N","N","N","","",
"半導體業","3583","辛耘","725508","681","1065","999","6.61%","929","886","4.85%","11.54","1998","19.23","N","N","N","","",
"半導體業","3588","通嘉","226171","143","1582","1479","6.96%","1503","1412","6.44%","1.89","1998","19.23","N","N","N","","",
"光電業","3591","艾笛森","107023","143","748","727","2.89%","570","556","2.52%","1.00","1015","1.21","N","N","N","","",
"半導體業","3592","瑞鼎","2935474","860","3413","2556","33.53%","2612","2139","22.11%","27.67","1998","19.23","N","N","N","","",
"電子零組件業","3593","力銘","5146","8","643","612","5.07%","657","567","15.87%","-2.19","994","6.57","N","N","N","","",
"通信網路業","3596","智易","1697215","902","1882","1881","0.05%","1603","1589","0.88%","11.28","1302","3.74","N","N","N","","",
"電子零組件業","3605","宏致","456360","611","747","740","0.95%","622","583","6.69%","2.51","994","6.57","N","N","N","","",
"電子零組件業","3607","谷崧","36173","66","548","596","-8.05%","383","463","-17.28%","0.17","994","6.57","N","N","Y","113年度EPS較前一年度成長係113年貿易類收入增加所致,與台灣廠區之績效較無直接關聯;113年薪資平均數為548仟元,較112年減少48仟元,主要係部分年資及薪資較高的員工退休,使得台灣廠區整體員工平均薪資呈現下降","本公司非主管職全時員工薪資下降係因資深員工退休或離職,本公司努力撙節成本,於113年出現多年來首度獲利,公司為體恤員工,立即發放員工紅利最為犒賞員工的獎勵,本公司未來亦會持續努力經營,同時逐步提昇員工的福利",
"其他電子業","3617","碩天","441279","342","1290","1239","4.12%","1174","1097","7.02%","24.75","1429","9.28","N","Y","N","其他電子業涵蓋之公司營運模式及產品態樣存在一定程度的差異，所需之行銷及研發投入無法一致看待，故薪酬較難相比；本公司薪酬政策係依營運目標與獲利表現，考量員工職掌、技能與績效而定，每年穩健提升員工薪酬。","低於同業水準之情況係屬該類別產業差異，難以進行一致性比較，故不適用其改善措施。惟本公司每年皆依薪酬政策及營運績效進行調薪，持續穩健提升員工整體薪酬。",
"光電業","3622","洋華","143209","142","1009","967","4.34%","794","819","-3.05%","4.76","1015","1.21","N","Y","N","本公司依112年度個體財報營業淨利(本業)EPS1.94元為績效評核基礎，於113年發放員工紅利，業外損益權責非屬基層員工。
非主管全時員工扣除外勞(無獎金)，平均薪資為1,045仟元，與同業1,015千元相比，尚屬合理。","本公司之公司章程已於114年股東會修訂,員工酬勞金額中為基層員工調整薪資或分派酬勞不得低於25%。",
"電子零組件業","3645","達邁","294715","357","826","657","25.72%","743","618","20.23%","1.79","994","6.57","N","N","N","","",
"電腦及週邊設備業","3652","精聯","261633","302","866","867","-0.12%","803","761","5.52%","1.25","1404","6.67","N","N","Y","113年非主管全時員工薪資平均數由866仟元降至865仟元，減幅0.06%。係因統計期間內滿180天員工中，移工、兼職及留職停薪人員占比由112年的0.7%提升至4.5%，拉低整體薪資平均值。整體薪酬仍與經營績效保持合理連動。","針對113年結構性因素影響，本公司將持續優化人力結構，提升新進人員起薪，擴大重點人才特別調薪範圍。113年員工總薪資較112年成長約8.6%，未受移工、兼職及留停人員增加影響，顯示公司實質回饋經營成果予員工。",
"電子零組件業","3653","健策","1508202","1674","901","818","10.15%","720","640","12.50%","24.15","994","6.57","N","Y","N","針對經營成果的回饋機制，已透過分紅與年終獎金，與員工共享營運成果。整體薪酬結構涵蓋固定與變動報酬，對優秀人才具有一定吸引力。
平均薪資偏低，主要是因人力結構中，基層作業員占比較高所致。","公司已啟動薪酬優化計畫，針對偏低職類分階段進行調薪，且保障分派予基層員工之員工酬勞不低於30%，以強化整體薪酬的公平性與市場競爭力，並維持人才吸引與留任的穩定性。",
"通信網路業","3669","圓展","569969","515","1107","1011","9.50%","964","894","7.83%","2.04","1302","3.74","N","N","N","","",
"電子零組件業","3679","新至陞","45302","60","755","717","5.30%","694","654","6.12%","13.85","994","6.57","N","Y","N","本公司員工薪酬依據公司各項規章及營運狀況給予合理報酬，本年度非擔任主管職全時員工平均薪資較上年度成長；惟本公司生產線製造相關員工佔全體員工比重近5成，致本公司薪資平均數較同業低。","本公司於台灣地區因基層員工佔比較高, 和其他同業之人力資源結構不同。公司獲利表現穩定,每年持續依照員工績效表現給予相應之年度調薪, 並參考同業薪資趨勢核定薪酬.",
"半導體業","3686","達能","6550","7","936","908","3.08%","555","511","8.61%","-0.06","1998","19.23","N","N","N","","",
"通信網路業","3694","海華","226724","188","1206","1138","5.98%","1091","1028","6.13%","2.75","1302","3.74","N","N","N","","",
"電腦及週邊設備業","3701","大眾控","410423","422","973","991","-1.82%","814","828","-1.69%","0.11","1404","6.67","N","N","N","","",
"電子通路業","3702","大聯大","485696","365","1331","1408","-5.47%","1176","1290","-8.84%","4.07","1070","4.70","N","N","N","","",
"建材營造","3703","欣陸","1809446","1978","915","914","0.11%","798","824","-3.16%","1.43","974","2.65","N","N","N","","",
"通信網路業","3704","合勤控","2212370","1865","1186","1167","1.63%","1009","990","1.92%","1.41","1302","3.74","N","N","N","","",
"生技醫療業","3705","永信","1152853","1252","921","852","8.10%","807","721","11.93%","4.39","841","3.76","N","N","N","","",
"電腦及週邊設備業","3706","神達","1624614","1230","1321","1111","18.90%","1088","990","9.90%","3.28","1404","6.67","N","N","N","","",
"綠能環保","3708","上緯投控","233713","334","700","689","1.60%","555","510","8.82%","2.71","863","4.37","N","N","N","","",
"半導體業","3711","日月光投控","49925905","51163","976","929","5.06%","810","739","9.61%","7.52","1998","19.23","N","N","N","","",
"電腦及週邊設備業","3712","永崴投控","428291","351","1220","1123","8.64%","986","867","13.73%","4.56","1404","6.67","N","N","N","","",
"光電業","3714","富采","3762698","3877","971","914","6.24%","778","718","8.36%","-1.87","1015","1.21","N","N","N","","",
"電子零組件業","3715","定穎投控","9205","9","1023","1068","-4.21%","715","1027","-30.38%","3.78","994","6.57","N","N","Y","本公司公司章程規定，年度如有獲利應提撥不低於千分之一為員工酬勞，由董事會決議以股票或現金分派發放。公司薪酬政策亦明定員工薪酬包含公司經營績效獎金，視公司該年度達成之經營績效及員工個人的績效訂定。","已修訂公司章程，以保障基層員工酬勞分配並提高薪資：本公司年度如有獲利，應提撥不低於千分之一為員工酬勞（前述員工酬勞數額中，提撥不低於百分之一為基層員工分派酬勞），由董事會特別決議以股票或現金分派發放。",
"生技醫療業","3716","中化控股","1122167","1239","906","0","0.00%","772","0","0.00%","2.49","841","3.76","N","N","N","","",
"生技醫療業","4104","佳醫","202743","206","984","991","-0.71%","815","787","3.56%","4.72","841","3.76","N","N","N","","",
"生技醫療業","4106","雃博","181832","220","827","805","2.73%","692","661","4.69%","1.14","841","3.76","N","N","N","","",
