產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"半導體業","6937","天虹","252074","288","875","940","-6.91%","755","766","-1.44%","6.03","1998","19.23","N","N","Y","本公司113年度EPS較112年度增加，而非擔任主管職務之全時員工（年度）薪資平均數較前一年度減少，主要係因新進同仁以基層佔多數，以及獎金發放時程跨年度之差異所致。","本公司經營績效反映於員工薪酬，除保障年薪，另設有員工酬勞及員工持股信託等薪酬政策。透過年度調薪與目標考核，將營運成果回饋員工，共享獲利。",
"生技醫療業","6949","沛爾生醫-創","66149","80","827","0","0.00%","701","0","0.00%","-6.83","841","3.76","N","N","N","","",
"綠能環保","6951","青新-創","114956","124","927","0","0.00%","709","0","0.00%","4.87","863","4.37","N","N","N","","",
"其他","6952","大武山","113654","174","653","0","0.00%","597","0","0.00%","1.46","969","3.42","N","N","N","","",
"生技醫療業","6955","邦睿生技-創","54390","75","725","0","0.00%","658","0","0.00%","3.45","841","3.76","N","N","N","","",
"其他","6958","日盛台駿","481141","395","1218","0","0.00%","988","0","0.00%","1.13","969","3.42","N","N","N","","",
"綠能環保","6969","成信實業*-創","94544","101","936","0","0.00%","511","0","0.00%","-2.15","863","4.37","N","N","N","","",
"汽車工業","6988","威力暘-創","131250","161","815","0","0.00%","618","0","0.00%","0.51","892","5.84","N","N","N","","",
"綠能環保","6994","富威電力","30075","39","771","0","0.00%","704","0","0.00%","1.42","863","4.37","N","N","N","","",
"其他電子業","7631","聚賢研發-創","102248","116","881","0","0.00%","791","0","0.00%","5.51","1429","9.28","N","N","N","","",
"觀光餐旅","7705","三商餐飲","677966","1187","571","0","0.00%","469","0","0.00%","4.10","678","2.78","N","Y","N","因本公司門市友善提供16-24歲實習生及畢業生工作，故未滿一年年資之全時員工佔總全時員工 26.3%。
另因設有食品工廠，依法聘用外籍同仁，亦佔全時員工7.5%。
故員工薪資平均數低於同業。","本公司每年針對餐飲門市同仁薪資進行市場調查，
並配合基本工資調整，同步評估調整本公司薪資，以符合市場薪資。",
"數位雲端","7722","LINEPAY","248724","208","1196","0","0.00%","707","0","0.00%","10.67","1014","8.69","N","N","N","","",
"汽車工業","7736","虎山","132241","257","515","0","0.00%","469","0","0.00%","7.19","892","5.84","N","Y","N","1.113年度受惠外幣匯率上揚,獲外幣兌換利益挹注致EPS增加。
2.本公司直接員工佔全體員工七成以上，又多為外籍配偶及外籍勞工，致影響整體平均薪資。","本公司依公司政策及營運狀況調整薪資並透過多項員工福利措施激勵員工。",
"通信網路業","8011","台通","188804","258","732","620","18.06%","680","571","19.09%","2.43","1302","3.74","N","N","N","","",
"半導體業","8016","矽創","897627","374","2400","2493","-3.73%","2241","2327","-3.70%","15.42","1998","19.23","N","N","N","","",
"其他電子業","8021","尖點","225546","292","772","691","11.72%","666","606","9.90%","1.45","1429","9.28","N","N","N","","",
"半導體業","8028","昇陽半導體","650788","792","822","795","3.40%","727","705","3.12%","2.85","1998","19.23","N","N","N","","",
"其他","8033","雷虎","25933","43","603","578","4.33%","552","545","1.28%","0.50","969","3.42","N","N","N","","",
"電子零組件業","8039","台虹","686426","770","891","776","14.82%","829","705","17.59%","2.53","994","6.57","N","N","N","","",
"通信網路業","8045","達運光電","163821","228","719","0","0.00%","580","0","0.00%","2.45","1302","3.74","N","N","N","","",
"電子零組件業","8046","南電","4846868","6004","807","910","-11.32%","764","872","-12.39%","0.32","994","6.57","N","N","N","","",
"電子通路業","8070","長華*","108295","69","1569","1545","1.55%","1443","1260","14.52%","2.32","1070","4.70","N","N","N","","",
"電子通路業","8072","陞泰","5548","9","616","645","-4.50%","484","480","0.83%","1.25","1070","4.70","N","N","Y","113年度淨利較112年度增加71%，因獲利增加主來自認列子公司投資利益，母公司員工薪資異動不大。113年度平均薪資較112年度小幅減少4.5%另因員工專案獎金加給微幅變動所致。","檢討增加薪資及獎金額度以留任公司營運人才。
。",
"半導體業","8081","致新","785222","341","2303","2250","2.36%","2176","2044","6.46%","17.91","1998","19.23","N","N","N","","",
"通信網路業","8101","華冠","55323","55","1006","806","24.81%","889","787","12.96%","-3.27","1302","3.74","N","N","N","","",
"電子零組件業","8103","瀚荃","144683","148","978","842","16.15%","838","762","9.97%","3.96","994","6.57","N","N","N","依據績效考核制度訂定績效目標，年底執行績效評估面談。考核結果作為員工晉升、調薪、獎金與酬勞發放之依據。按年度盈餘提撥5%至12%作為員工酬勞，與個人績效考核結果連結，綜合考量員工年資與表現後分配予同仁。","無",
"光電業","8104","錸寶","105388","145","727","706","2.97%","641","606","5.78%","0.16","1015","1.21","N","N","N","","",
"光電業","8105","凌巨","1256191","1489","844","827","2.06%","756","740","2.16%","0.15","1015","1.21","N","N","N","","",
"半導體業","8110","華東","926468","1461","634","550","15.27%","561","471","19.11%","0.26","1998","19.23","N","N","N","","",
"電子通路業","8112","至上","232708","177","1315","1361","-3.38%","1123","1186","-5.31%","3.49","1070","4.70","N","N","N","","",
"電腦及週邊設備業","8114","振樺電","230941","313","738","736","0.27%","593","591","0.34%","12.55","1404","6.67","N","Y","N","振樺產品多為總部自製，製造單位約佔總部員工50%，員工組成結構有其差異性，無法直接與同業比較，另113年度EPS較高主要係權益法之子公司及關聯企業利益增加所致。","113年度員工獎酬提撥比率已調增，並依員工績效表現、目標達成率、貢獻之價值與營運績效於次年度發放。",
"半導體業","8131","福懋科","1494112","2362","633","591","7.11%","607","561","8.20%","2.04","1998","19.23","N","N","N","","",
"半導體業","8150","南茂","5117702","5597","914","940","-2.77%","830","837","-0.84%","1.95","1998","19.23","N","N","N","","",
"半導體業","8162","微矽電子-創","310872","596","522","511","2.15%","466","449","3.79%","1.28","1998","19.23","N","N","N","","",
"電腦及週邊設備業","8163","達方","942488","820","1149","1246","-7.78%","956","1035","-7.63%","2.22","1404","6.67","N","N","N","","",
"其他電子業","8201","無敵","63272","78","811","819","-0.98%","714","768","-7.03%","-0.88","1429","9.28","N","N","Y","1)員工雖有調薪，但因新進員工年輕化
2)提拔優秀員工-113年2位非主管職務晉升至主管職務
以致薪資平均數較前一年減少","公司秉持照顧員工，創造公司價值，以增進
員工更好薪資及福利。",
"電腦及週邊設備業","8210","勤誠","483227","383","1262","1098","14.94%","870","875","-0.57%","16.05","1404","6.67","N","Y","N","公司2024年EPS優於同業，惟非主管職之全時員工平均薪資略低，主因嘉義廠直接人員較去年增72%，影響平均值。排除後薪資水準較去年提升，整體薪酬具競爭性。","公司持續參考市場薪酬資料，檢視整體薪資結構與各類職務起薪水準，以提升薪酬競爭力與公平性。",
"電子零組件業","8213","志超","311784","257","1213","1518","-20.09%","865","1500","-42.33%","2.75","994","6.57","N","N","N","","",
"光電業","8215","明基材","1698111","1674","1014","959","5.74%","762","759","0.40%","0.62","1015","1.21","N","N","N","","",
"電機機械","8222","寶一","143386","221","649","602","7.81%","606","579","4.66%","1.49","864","3.85","N","N","N","","",
"電子零組件業","8249","菱光","92073","48","1918","1647","16.45%","1470","1368","7.46%","3.27","994","6.57","N","N","N","","",
"半導體業","8261","富鼎","163838","120","1365","1414","-3.47%","1074","1130","-4.96%","4.80","1998","19.23","N","N","Y","113年度EPS較112年度增加，而非擔任主管職務之全時員工（年度）薪資平均數較前一年度微幅減少，係因全時員工人數較去年度減少及資深員工離職所致，其變動尚屬合理。","本公司員工獎酬持續連結經營績效，以激勵員工與企業共同成長。",
"半導體業","8271","宇瞻","443941","472","941","1130","-16.73%","837","1023","-18.18%","2.18","1998","19.23","N","N","N","本公司113年EPS未高於同期，故變動獎酬相對較同期略減","無",
"綠能環保","8341","日友","290383","324","896","806","11.17%","773","673","14.86%","3.69","863","4.37","N","N","N","","",
"航運業","8367","建新國際","324356","415","782","729","7.27%","761","695","9.50%","3.59","1566","8.85","N","N","N","","",
"電機機械","8374","羅昇","102798","108","952","862","10.44%","886","801","10.61%","0.60","864","3.85","N","N","N","","",
"綠能環保","8422","可寧衛","86561","97","892","859","3.84%","685","662","3.47%","10.70","863","4.37","N","N","N","","",
"綠能環保","8438","昶昕","141245","215","657","646","1.70%","580","565","2.65%","2.21","863","4.37","N","N","N","係依員工貢獻度及針對員工所擔任職務決策、責任程度，並參酌同業給薪水準及企業永續經營所具備之專業職能條件等因子調整。","本公司員工酬勞制度在公司章程中已訂定「員工酬勞：1%~8%，前項員工酬勞數額中，應提撥不低於30%為基層員工分派酬勞，得以股票或現金為之。」
本公司員工均可分享公司營運成果。",
"貿易百貨","8443","阿瘦","206994","361","573","603","-4.98%","529","558","-5.20%","-0.73","873","3.91","N","N","N","","",
"數位雲端","8454","富邦媒","2424767","2756","880","852","3.29%","753","737","2.17%","13.69","1014","8.69","N","Y","N","113年度因持續擴大招募，故任職滿6個月未滿12個月(未全年度在職)人數佔16%，此部份員工未領滿全年度薪資，故影響我司平均年薪低於同業水準。","近年來因應組織發展，員工人數與職能樣態也持續多元化，故公司有定期參考市場薪資水準及評估各項條件因素進行調薪與福利規劃，完善公司薪資獎酬制度。",
"運動休閒","8462","柏文","1177570","1564","753","708","6.36%","640","588","8.84%","4.77","872","5.72","N","N","N","","",
"其他","8463","潤泰材","292243","367","796","734","8.45%","688","630","9.21%","1.25","969","3.42","N","N","N","","",
"居家生活","8464","億豐","380365","227","1676","1455","15.19%","1345","1173","14.66%","23.56","761","7.06","N","N","N","","",
"綠能環保","8473","山林水","295225","500","590","579","1.90%","517","505","2.38%","0.97","863","4.37","N","N","N","","",
"綠能環保","8476","台境*","107318","136","789","790","-0.13%","676","680","-0.59%","1.62","863","4.37","N","N","N","","",
"運動休閒","8478","東哥遊艇","601035","714","842","929","-9.36%","764","850","-10.12%","10.37","872","5.72","N","Y","N","本公司薪酬制度與經營績效緊密連動，盈餘成長時員工獎酬隨之提升，淨利下滑則相應調整，屬績效導向的合理制度設計。","1.持續優化薪酬制度，114年調整固定薪資水準，提升市場競爭力
2.推動員工持股補助，透過持股方式共享經營成果
3.透過職能發展、晉升與人才培育，提升薪酬成長，吸引並留住優秀人才，打造正向循環的發展環境",
"其他","8481","政伸","190924","218","876","805","8.82%","826","759","8.83%","3.01","969","3.42","N","N","N","","",
"數位雲端","8487","愛爾達-創","150452","121","1243","1120","10.98%","1083","1000","8.30%","6.85","1014","8.69","N","N","N","","",
"油電燃氣業","8926","台汽電","168407","123","1369","1315","4.11%","1190","1128","5.50%","1.85","1276","0.83","N","N","N","","",
"觀光餐旅","8940","新天地","225833","340","664","602","10.30%","563","514","9.53%","0.12","678","2.78","N","N","N","","",
"電機機械","8996","高力","543246","601","904","942","-4.03%","814","877","-7.18%","6.56","864","3.85","N","N","Y","本公司建立以營收與獲利為依據的績效考核與獎金制度，藉以強化經營成果與員工薪酬間的連動性，確保獎酬具合理性並激勵員工與公司共同成長。","(1)114年度股東會已通過修訂公司章程，公司年度如有獲利，應提撥不低於百分之二為員工酬勞，且應於員工酬勞中提撥不低於百分之二十予董事會所訂條件之基層員工。
(2)114年度已全面調薪。",
"其他","9902","台火","5614","8","702","600","17.00%","661","595","11.09%","0.58","969","3.42","N","N","N","","",
"運動休閒","9904","寶成","2659811","2820","943","877","7.53%","739","679","8.84%","5.44","872","5.72","N","N","N","","",
"其他","9905","大華","169038","259","653","615","6.18%","609","564","7.98%","1.63","969","3.42","N","N","N","","",
"建材營造","9906","欣巴巴","53822","70","769","804","-4.35%","660","663","-0.45%","6.55","974","2.65","N","Y","Y","本公司113年經營績效亮眼係來自公司多年的長
期規劃，惟公司規模持續成長，員工人數較去年增加。又本年仍有人員異動之緣故，如離職與新進人員的薪資差，以及依在職期間計算的年終及績效獎金所致。","公司規模持續成長，定將營運成果實際反映在員工薪酬上。並預計於最近一次股東會通過公司章程修正案，將依章程提撥之員工酬勞數額中，應提撥不低於百分之八十八為基層員工之分派酬勞。",
