產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"其他","8489","三貝德","38867","82","474","455","414","411","-1.08","687","2.00","Y","N","N","本公司非擔任主管職務之全時員工平均薪資111年為474千元，較110年的455千元增加，增加幅度約為4%，惟本公司目前尚屬虧損階段，故無盈餘獎金，薪資水準與公司營運績效串聯，尚屬合理。",
"其他","8905","裕國","102036","182","561","537","518","491","1.14","687","2.00","N","N","N","",
"其他","8906","花王","34073","61","559","516","486","456","-0.16","687","2.00","N","N","N","",
"油電燃氣業","8908","欣雄","92184","121","762","688","649","627","2.06","725","1.72","N","N","N","",
"其他","8916","光隆","223155","231","966","893","771","738","6.54","687","2.00","N","N","N","",
"油電燃氣業","8917","欣泰","167464","158","1060","1049","949","952","2.26","725","1.72","N","N","N","",
"其他","8921","沈氏","106151","153","694","687","627","629","0.51","687","2.00","N","N","N","",
"文化創意業","8923","時報","78050","130","600","576","609","562","1.13","1105","6.32","N","N","N","",
"運動休閒","8924","大田","220155","163","1351","1262","1213","1141","21.40","752","7.97","N","N","N","",
"油電燃氣業","8927","北基","215714","452","477","440","435","399","0.48","725","1.72","Y","N","N","基於產業特性,以工讀及兼職人力居多,流動率高。111年全年度兼職人員佔比約60%,依111年相關法令規定計算,兼職年薪約30.3萬元。故無法滿足平均年薪50萬以上之水平。",
"運動休閒","8928","鉅明","602381","1118","539","538","505","498","5.63","752","7.97","N","N","N","",
"其他","8929","富堡","48265","93","519","502","472","466","-1.27","687","2.00","N","N","N","",
"鋼鐵工業","8930","青鋼","79035","103","767","697","689","622","2.13","839","3.48","N","N","N","",
"油電燃氣業","8931","大汽電","173921","164","1060","937","961","861","3.01","725","1.72","N","N","N","",
"其他","8932","智通","108467","221","491","532","442","490","-0.48","687","2.00","Y","N","Y","因111年度營收較前一年度衰退，致使員工績效獎金較前一年度短少。",
"運動休閒","8933","愛地雅","163981","311","527","529","474","489","1.11","752","7.97","N","N","Y","因受全球經濟影響，終端市場需求放緩、庫存去化及訂單量調整。為降低公司營運風險，保留營運資金，故111年度年終獎金發放金額較110年度減少，導致全時員工薪資平均數較110年度減少。",
"其他","8935","邦泰","41404","73","567","570","529","529","0.32","687","2.00","N","N","N","",
"其他","8936","國統","162948","238","685","499","566","445","2.52","687","2.00","N","Y","N","本公司主要生產球墨鑄鐵管及鋼管等產品，生產線多數為外籍員工，111年度新進人員且已滿6個月為33人，皆以基本薪資聘用，故薪資平均後略低於同業。",
"其他","8937","合騏","26286","61","431","502","408","422","0.06","687","2.00","Y","N","Y","1.本公司110年度結算虧損，111年度較110年度成長，公司已於111年調整薪資。
2.本表統計薪資年度為111年度，故111年薪資調幅會反應在112年度申報表中。",
"運動休閒","8938","明安","906869","1029","881","858","738","672","16.92","752","7.97","N","N","N","",
"居家生活","8941","關中","10593","13","815","744","825","750","6.94","642","6.68","N","N","N","",
"其他","8942","森鉅","140469","212","663","638","565","551","7.89","687","2.00","N","Y","N","本公司薪資報酬委員會定期討論相關薪酬給付標準及制度之檢討，並以公司整體營運狀況為主要考量，均衡各種風險因素後而為之；經營績效之成果將影響年終激勵獎金之發放。",
"文化創意業","9949","琉園","40281","80","504","535","466","481","-0.80","1105","6.32","N","N","N","",
"塑膠工業","9950","萬國通","238781","519","460","378","432","355","-1.45","489","-0.56","Y","N","N","因公司連年虧損，員工薪資並未調整，但年平均薪資仍在基本薪資之上。",
"電機機械","9951","皇田","368397","572","644","597","559","522","5.50","688","2.36","N","Y","N","本司111年員工平均薪資已較110年度成長7.9%，此外本司亦於112年度進行薪資調整，後續也將逐年調漲本司員工薪資。",
"運動休閒","9960","邁達康","48229","82","588","521","528","486","3.62","752","7.97","N","N","N","",
"鋼鐵工業","9962","有益","53327","75","711","607","716","609","2.36","839","3.48","N","N","N","",
