產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"通信網路業","3558","神準","1470719","1143","1287","1166","967","693","21.70","879","2.74","N","N","N","",
"通信網路業","3564","其陽","178317","183","974","819","810","673","2.60","879","2.74","N","N","N","",
"半導體業","3567","逸昌","82384","132","624","634","527","538","2.36","1299","7.47","N","N","N","",
"資訊服務業","3570","大塚","156730","139","1128","1126","868","900","10.65","926","3.59","N","N","N","",
"電腦及週邊設備業","3577","泓格","284489","340","837","795","693","636","3.98","890","5.09","N","N","N","",
"其他電子業","3580","友威科","91756","120","765","719","651","641","6.37","891","4.29","N","Y","N","本公司因所在區域及營運規模較小等因素，影響整體員工平均薪資水準。公司已於當年度調薪3~5%，且公司均按獲利狀況提撥高於5%之員工酬勞，並發放較以往年度高額之年獎，期逐步提升員工薪資水準。",
"半導體業","3581","博磊","120493","128","941","912","803","791","1.26","1299","7.47","N","N","N","",
"其他電子業","3587","閎康","747326","649","1152","1125","1029","983","10.12","891","4.29","N","N","N","",
"電腦及週邊設備業","3594","磐儀","127497","164","777","710","642","605","1.51","890","5.09","N","N","N","",
"電子零組件業","3597","映興","72273","132","548","490","460","409","2.06","723","2.41","N","N","N","",
"電子零組件業","3609","三一東林","44133","66","669","654","584","578","-2.76","723","2.41","N","N","N","",
"電腦及週邊設備業","3611","鼎翰","282901","319","887","801","690","652","22.71","890","5.09","N","Y","N","本公司多年未發行新股對外籌資，故能維持較高之每股盈餘(EPS); 加上公司台灣工廠直接人員佔比較大，因而與同業相比有此差異。",
"光電業","3615","安可","61158","98","624","671","534","529","0.09","838","3.27","N","N","N","",
"光電業","3623","富晶通","71898","125","575","603","528","539","-0.94","838","3.27","N","N","Y","111年度及110年度EPS分別為(0.94)元及(1.24)元，稅前淨損分別為(27,753)仟元及(36,011)仟元，顯示經營績效仍有成長空間，故111年非經理人全時員工薪資平均數較110年微幅衰退。",
"電子零組件業","3624","光頡","524331","726","722","706","559","562","4.99","723","2.41","N","Y","N","111年非擔任主管職務之全時員工薪資平均數為722仟元，相較110年薪資平均數增加，係因111年獲利增加，經營績效與員工薪酬為正向關聯，員工酬勞發放金額亦隨獲利增加而上升，故員工薪資平均數尚屬合理。",
"電腦及週邊設備業","3625","西勝","105081","134","784","770","577","611","-4.68","890","5.09","N","N","N","",
"其他電子業","3628","盈正","239330","311","770","735","671","651","2.55","891","4.29","N","N","N","",
"文化創意業","3629","地心引力","25797","28","921","644","701","510","-4.63","1105","6.32","N","N","N","",
"光電業","3630","新鉅科","184790","240","770","745","637","614","-2.48","838","3.27","N","N","N","",
"電子零組件業","3631","晟楠","1286","3","429","523","474","469","-0.58","723","2.41","Y","N","N","非經理人全時員工平均薪資未達50萬元，係因公司組織架構扁平，非經理人員工多為基層人員所致。",
"通信網路業","3632","研勤","32037","34","942","869","709","680","0.07","879","2.74","N","N","N","",
"電子零組件業","3646","艾恩特","6892","7","985","1090","1120","1013","2.28","723","2.41","N","N","Y","主係因薪資較高之資深員工晉升為主管職務所致。",
"其他電子業","3663","鑫科","160197","202","793","732","751","700","1.12","891","4.29","N","N","N","",
"光電業","3666","光耀","123853","221","560","665","516","613","-5.61","838","3.27","N","N","N","",
"通信網路業","3672","康聯訊","84649","97","873","794","714","676","-0.35","879","2.74","N","N","N","",
"半導體業","3675","德微","205055","284","722","665","640","566","10.26","1299","7.47","N","Y","N","本公司111年營運績效是全體利害關係人所共創!
員工薪酬策略主要獎勵針對關鍵人才進行較高幅度之獎酬安排，其餘人員未有特殊功績者酌以原訂保障。
未來，將評估業界之水平，訂定更具鼓勵性之獎酬政策以利內部留才。",
"半導體業","3680","家登","457750","443","1033","768","839","629","11.12","1299","7.47","N","Y","N","在利潤共享之理念下，我司較前年薪資平均數已大幅拉升34%，足顯我司對於人才獎酬上之重視；將持續上調薪酬水準，以滿足營運需求；同時首重研發與業務推廣下，此兩類人員之年薪平均數約為160萬，遠高同業平均數之水準",
"通信網路業","3684","榮昌","58009","84","691","729","543","534","5.00","879","2.74","N","Y","Y","本年因業務所需，有較多直間接新進人員，因任職時間較短而影響年化薪資略低。",
"電機機械","3685","元創精密","6040","7","863","927","730","720","-0.75","688","2.36","N","N","N","",
"數位雲端","3687","歐買尬","29687","38","781","783","694","723","2.71","769","4.60","N","N","Y","本年度新進同仁較多，致平均薪資較去年微幅下降。",
"電子零組件業","3689","湧德","90043","78","1154","1077","1059","1005","4.25","723","2.41","N","N","N","",
"光電業","3691","碩禾","168682","208","811","913","673","757","-6.14","838","3.27","N","N","N","",
"電腦及週邊設備業","3693","營邦","503856","440","1145","772","950","631","11.83","890","5.09","N","N","N","",
"半導體業","3707","漢磊","942728","828","1139","910","998","806","2.47","1299","7.47","N","N","N","",
"電腦及週邊設備業","3709","鑫聯大投控","211694","287","738","737","616","620","1.85","890","5.09","N","N","N","",
"電子零組件業","3710","連展投控","110735","132","839","895","758","771","-1.39","723","2.41","N","N","Y","主係110年度認列一次性的預估損失，111年度無此情形，致本年度EPS較前一年度成長但仍虧損(每股虧損減少)。
非經理人之全時員工薪資平均數減少，主係部份資深員工離職而新進人員薪資較低，致薪資平均數較110年衰退。",
"綠能環保","3713","新晶投控","2610","5","522","489","436","448","0.88","857","4.48","N","N","N","",
"生技醫療業","4102","永日","85710","130","659","582","626","523","1.65","755","1.02","N","Y","N","本公司員工薪酬與本業營運績效有關，本業績效成長，變動獎金亦會隨之增加，111年業外-兌換及投資利益佔淨利的35%不視為營運績效。惟111年員工薪酬平均數仍較110年成長約13%。本公司將繼續提升營運績效，提高員工薪酬",
"生技醫療業","4105","東洋","640568","531","1206","1169","1021","992","4.40","755","1.02","N","N","N","",
"生技醫療業","4107","邦特","215844","352","613","544","529","464","7.12","755","1.02","N","Y","N","產業分類相同，但營業型態不同、員工職類別不同，無法評價，惟本司111年度相較於110年度員工平均薪資提升12.6%，薪資中位數提升14%。已將營業獲利實質反饋。",
"生技醫療業","4109","加捷生醫","26579","55","483","488","470","461","-0.06","755","1.02","Y","N","N","員工薪資總額除受各月給薪人數增減變化之影響外，亦因各月給薪人數增減變化及個人敘薪金額不同而有影響。新進員工較多亦為影響之因素。",
"生技醫療業","4111","濟生","135303","236","573","543","548","515","2.70","755","1.02","N","Y","N","本公司於111年處份大陸子公司認列所得稅利益約0.86元，致EPS較前一年度成長又因本公司為製造業，作業員(含外籍員工)及未滿一年員工數佔52.8%，故平均薪資反映出衰退，因此為提升員工薪酬已於111年調薪4%因應。",
"建材營造","4113","聯上","12528","23","545","635","544","629","-0.68","937","0.75","N","N","N","",
"生技醫療業","4114","健喬","440425","411","1072","979","797","744","2.46","755","1.02","N","N","N","",
"生技醫療業","4116","明基醫","128924","145","889","698","794","605","4.04","755","1.02","N","N","N","",
"生技醫療業","4120","友華","322731","276","1169","1042","1028","940","-3.58","755","1.02","N","N","N","",
"生技醫療業","4121","優盛","60409","80","755","739","698","653","2.01","755","1.02","N","N","N","",
"生技醫療業","4123","晟德","134032","152","882","781","746","727","0.17","755","1.02","N","N","N","",
"生技醫療業","4126","太醫","400416","692","579","507","505","434","4.56","755","1.02","N","Y","N","本公司近年營收穩健良好，長期開發供應多樣化醫材產品，基層人力需求較高，111年約占全體員工人數64.1%；全時員工平均薪資雖略低於同業，但自110年起進行營運及人力調整，逐步調整獎金制度以激勵員工效能並提升薪酬",
"生技醫療業","4127","天良","23219","41","566","538","477","479","1.30","755","1.02","N","Y","N","考量國內處方藥巿場規模，本公司與外部藥廠合作產品開發與生產，致研發人員較其他生技公司少，員工平均薪資低於同業；本公司也竭力整頓通路，提高營業淨利，造成EPS高於同業；本公司今年3月調升員工平均薪資約4.5%。",
"生技醫療業","4128","中天","126482","128","988","947","743","714","0.41","755","1.02","N","N","N","",
"生技醫療業","4129","聯合","362701","504","720","662","638","589","2.84","755","1.02","N","Y","N","生技醫療產業業態多樣,有專注研發,亦有產製銷售等,
各態樣所需員工學經歷亦有所差異,
本公司屬製造業,現場人員比例大於50%,其中外籍人力及實習生就占5%,
因此非主管平均薪資雖低於生技醫療產業，實為業態不同所致",
"生技醫療業","4130","健亞","140006","168","833","748","752","655","-0.11","755","1.02","N","N","N","",
"生技醫療業","4131","晶宇","6845","14","489","489","537","465","-1.49","755","1.02","Y","N","N","本公司111年度非經理人之全時員工薪資平均數與110年度相較呈現持平狀況，整體人力穩定，惟因公司仍處虧損，全時員工薪資平均數雖未達50萬元，尚屬合理。",
"生技醫療業","4138","曜亞","103642","111","934","861","774","743","4.57","755","1.02","N","N","N","",
"生技醫療業","4147","中裕","74273","75","990","972","817","759","-1.07","755","1.02","N","N","N","",
"生技醫療業","4153","鈺緯","108445","139","780","762","663","667","0.85","755","1.02","N","N","N","",
"生技醫療業","4160","創源","123371","140","881","842","788","742","1.06","755","1.02","N","N","N","",
"生技醫療業","4161","聿新科","78898","144","548","459","488","418","1.00","755","1.02","N","N","N","",
"生技醫療業","4162","智擎","53591","26","2061","2034","2038","1829","2.22","755","1.02","N","N","N","",
"生技醫療業","4163","鐿鈦","460957","715","645","617","521","512","8.75","755","1.02","N","Y","N","生技醫療產業之業態多樣且員工結構不盡相同，本公司參酌市場之薪資水準、員工資歷及個人表現等因素給薪，111年度員工薪資平均數及中位數均較110年增加，故實屬合理。",
"生技醫療業","4167","松瑞藥","178488","275","649","650","601","601","0.11","755","1.02","N","N","Y","因去年與前年比較，統計的人數與其樣本薪資差異而導致平均數衰退。",
"生技醫療業","4168","醣聯","29198","41","712","707","676","657","-2.21","755","1.02","N","N","N","",
"農業科技","4171","瑞基","89664","130","690","802","776","858","4.82","657","2.37","N","N","N","",
"生技醫療業","4173","久裕","120457","176","684","659","611","600","0.84","755","1.02","N","N","N","",
"生技醫療業","4174","浩鼎","113654","107","1062","1060","961","918","-7.27","755","1.02","N","N","N","",
"生技醫療業","4175","杏一","591850","1061","558","533","503","487","4.83","755","1.02","N","Y","N","本公司分類為生技醫療業，但經營模式及資本結構較似貿易百貨業，營運項目主要以銷售醫療用品及健康照護商品為主，末端門市販售人員約占80%，非研發性質之生技公司，故與其他生技醫療業之薪資結構有所差異。",
"生技醫療業","4183","福永生技","77973","114","684","683","548","536","1.07","755","1.02","N","Y","N","1.本公司依薪資辦法、績效評核、營運績效、景氣等衡量下進行員工調薪及獎金分派，另依公司章程認列員工酬勞。
2.受部份資深人員離職及景氣受疫情等因素，本公司「薪資平均、中位數」依舊較前年度增加。",
"生技醫療業","4188","安克","15604","18","867","857","727","727","-1.01","755","1.02","N","N","N","",
"生技醫療業","4192","杏國","19864","31","641","735","621","689","-1.64","755","1.02","N","N","Y","本公司111年及110年個體財務報表本期淨損分別為(188,665)仟元及(458,597)仟元,
淨損減少原因主要為研發費用減少,且由於本公司111年部份人員離職,而離職人員薪資較高,故影響薪資平均數.",
"生技醫療業","4198","欣大健康","46842","68","689","673","546","585","-3.77","755","1.02","N","N","N","",
"食品工業","4205","中華食","166625","247","675","645","659","623","3.97","706","2.85","N","Y","N","一、地域性差異：北部消費水準、薪酬皆較高，參酌南部產業薪資水準制定薪資辦法。
二、產業特性：作業員工作性質簡單、輕體力無技術層次，薪資較低而降低整體平均數。
與高屏地區傳統產業相較，薪資水準尚屬合理。",
"食品工業","4207","環泰","110612","174","636","657","623","608","0.79","706","2.85","N","N","N","",
"塑膠工業","4303","信立","29912","53","564","472","489","431","-0.61","489","-0.56","N","N","N","",
"塑膠工業","4304","勝昱","22560","60","376","416","410","405","-1.56","489","-0.56","Y","N","N","1.工廠直接生產人員佔五成以上，且位於嘉義縣境， 
  薪資較都會區低，外籍員工占總人數18%。
2.當年任職給薪未滿六個月之員工人數較前一年度增 
  加。",
"塑膠工業","4305","世坤","61542","89","691","652","627","574","2.67","489","-0.56","N","N","N","",
"紡織纖維","4401","東隆興","327687","486","674","721","588","616","1.37","682","1.97","N","N","N","",
"紡織纖維","4402","福大","5714","12","476","497","462","470","-0.17","682","1.97","Y","N","Y","111年度虧損為-7,968（仟元），受新冠疫情影響，導致營收持續低迷，故薪資水準低於同業。",
"紡織纖維","4406","新昕纖","57732","114","506","455","455","375","0.40","682","1.97","N","N","N","",
"紡織纖維","4413","飛寶企業","33351","57","585","516","522","460","1.72","682","1.97","N","N","N","",
"建材營造","4416","三圓","5828","7","833","1755","762","1593","-4.71","937","0.75","N","N","N","",
"紡織纖維","4417","金洲","105928","167","634","622","542","520","4.80","682","1.97","N","Y","N","本公司111年度EPS雖高於同業平均而非經理人全時員工薪資平均數低於同業水準，但本公司於111年9月份全體調高薪資，致111年度非經理人全時員工薪資平均高於110年度，說明本公司有致力於提升員工薪資水準。",
"紡織纖維","4419","元勝","2216","5","443","387","400","387","-0.63","682","1.97","Y","N","N","公司目前正處於營運策略調整期,營收及經營績效不佳,非擔任主管職務之全時員工,以一般行政事務員居多,導致平均員工薪資水準較同業低.",
"紡織纖維","4420","光明","62607","102","614","651","571","608","-0.11","682","1.97","N","N","N","",
"其他","4430","耀億","160967","309","521","528","457","476","0.17","687","2.00","N","N","N","",
"紡織纖維","4432","銘旺實","54305","59","920","822","773","710","3.41","682","1.97","N","N","N","",
"紡織纖維","4433","興采","201525","291","693","635","606","542","2.51","682","1.97","N","N","N","",
"電機機械","4502","健信","90141","170","530","562","506","541","-0.39","688","2.36","N","N","Y","主要是公司轉型生產附加價值高的鋁圈，但公司另一產品鋼製輪圈營業額衰退44%，造成公司鋼圈員工加班費大幅減少所致，本公司針對111年度經營績效成長，已於今年2月份調薪約5%。",
"電機機械","4503","金雨","46029","98","470","428","419","383","-0.84","688","2.36","Y","N","N","本公司依據區域性薪資行情給付員工薪資，一切符合勞基法規定，且已著手逐步調整薪資架構，以提升產業競爭力。",
"電機機械","4506","崇友","1003859","1142","879","849","870","839","4.79","688","2.36","N","N","N","",
"電機機械","4510","高鋒","195428","313","624","615","617","604","0.46","688","2.36","N","N","N","",
"電機機械","4513","福裕","101241","168","603","586","585","559","-0.30","688","2.36","N","N","N","",
"電機機械","4523","永彰","128154","188","682","562","593","580","-1.44","688","2.36","N","N","N","",
"電機機械","4527","方方土霖","129047","166","777","703","739","634","2.68","688","2.36","N","N","N","",
"電機機械","4528","江興鍛","138618","209","663","697","591","624","2.14","688","2.36","N","N","N","",
"其他","4529","淳紳","11441","17","673","735","591","600","0.33","687","2.00","N","N","Y","110年度時所有經理級人員皆當作非主管職人員納入計算，故平薪資比111年度高
110年度經理人：4人
111年度經理人：6人",
"觀光餐旅","4530","宏易","24510","43","570","531","421","531","-0.27","549","0.33","N","N","N","",
"電機機械","4533","協易機","201226","284","709","685","651","627","0.18","688","2.36","N","N","N","",
"電機機械","4534","慶騰","76220","144","529","547","479","540","-1.71","688","2.36","N","N","N","",
"電機機械","4535","至興","190426","332","574","549","524","508","2.82","688","2.36","N","Y","N","111年個體稅後淨利較110年成長17.76%，使非擔
任主管職務之全時員工人均成長5%，因其中外籍
移工佔24%，致影響人均薪資較低，且本公司位於
中部地區依照中部之薪資水準尚屬合理。",
"電機機械","4538","大詠城","76201","108","706","667","618","612","1.59","688","2.36","N","N","N","",
"其他","4541","晟田","402325","610","660","627","560","547","1.80","687","2.00","N","N","N","",
"電子零組件業","4542","科嶠","61128","87","703","748","634","690","0.04","723","2.41","N","N","N","",
"電機機械","4543","萬在","142527","299","477","485","443","456","2.49","688","2.36","Y","Y","Y","1.本公司因外籍勞工數比例佔員工人數約23.08%，使公司整體平均薪資數較低，及低於同業水準。
2.111年員工人數增加，且加班費減少，故員工平均薪資較前一年度減少。",
"電機機械","4549","桓達","152483","244","625","612","525","531","6.59","688","2.36","N","Y","N","本公司產品為客製化，少量多樣，故面對不同產業須投入更多人力提供售前服務，111年度EPS高於同業主要為產業特性所致。
本公司員工薪資-平均數為625仟元，較110年度612仟元提高2%，較去年同期增加。",
"電機機械","4550","長佳","54731","65","842","796","744","727","2.83","688","2.36","N","N","N","",
"其他電子業","4554","橙的","70270","109","645","659","546","565","1.14","891","4.29","N","N","N","",
"其他","4556","旭然","71722","112","640","582","501","482","0.78","687","2.00","N","N","N","",
"電機機械","4558","寶緯","187954","312","602","662","494","528","1.25","688","2.36","N","N","N","",
"電機機械","4561","健椿","110944","184","603","613","523","597","1.93","688","2.36","N","N","N","",
"電機機械","4563","百德","119926","151","794","793","747","751","1.98","688","2.36","N","N","N","",
"電機機械","4568","科際精密","31908","36","886","882","758","885","4.76","688","2.36","N","N","N","",
"其他電子業","4577","達航科技","114478","139","824","0","785","0","2.79","891","4.29","N","N","N","",
"電機機械","4580","捷流閥業","263553","306","861","858","753","760","7.91","688","2.36","N","N","N","",
"電機機械","4584","君帆","83899","134","626","0","530","0","3.61","688","2.36","N","Y","N","1.本公司外籍勞工人數佔非擔任主管之員工人數約21%，致影響整體員工平均薪資水準較低。

2.本公司員工薪酬包含本薪、獎金及依公司章程提撥員工酬勞，其中本薪每年依公司營運績效及考量物價波動進行調薪。",
"居家生活","4609","唐鋒","6659","9","740","748","710","774","0.08","642","6.68","N","N","Y","111年度每股盈餘0.08係因匯率貶值產生兌換利益23,022仟元，營業淨損為18,080仟元
111年度平均員工薪資較前一年度下降，係因110年8月因疫情關係結束研發部門，研發部門員工薪資較高，因此111年度平均員工薪資較低",
"居家生活","4702","中美實","13260","18","737","705","754","690","1.64","642","6.68","N","N","N","",
"化學工業","4706","大恭","151208","212","713","818","678","788","0.64","747","1.50","N","N","N","",
"化學工業","4707","磐亞","75346","97","777","762","673","689","1.14","747","1.50","N","N","N","",
"化學工業","4711","永純","52959","77","688","686","688","634","-0.31","747","1.50","N","N","N","",
"食品工業","4712","南璋","4780","7","683","457","455","430","-0.39","706","2.85","N","N","N","",
"化學工業","4714","永捷","28499","48","594","603","520","557","-0.38","747","1.50","N","N","N","",
"化學工業","4716","大立","46503","85","547","605","515","557","-0.17","747","1.50","N","N","N","",
"化學工業","4721","美琪瑪","38124","47","811","689","693","593","5.09","747","1.50","N","N","N","",
"生技醫療業","4726","永昕","301670","348","867","828","778","718","-2.74","755","1.02","N","N","N","",
"生技醫療業","4728","雙美","66908","81","826","647","670","539","9.80","755","1.02","N","N","N","",
"光電業","4729","熒茂","205221","362","567","535","500","498","0.70","838","3.27","N","N","N","",
"生技醫療業","4735","豪展","44785","65","689","611","571","470","2.75","755","1.02","N","Y","N","公司員工薪資平均數仍較110年度增加。",
"生技醫療業","4736","泰博","710413","997","713","654","572","535","36.03","755","1.02","N","Y","N","本公司給薪標準係參酌市場薪資水準，故會參酌物價指數及工作表現等因素酌予調薪。若本公司非擔任主管職務之全時員工薪資總額低於同業，主要係因本公司為製造業，領取基本工資之外籍勞工約佔員工人數16%所致。",
"化學工業","4741","泓瀚","82398","144","572","518","473","432","1.68","747","1.50","N","Y","N","直接人員(技術員)佔公司人數四成，其中外勞人數佔直接人員的五成，故平均薪資低於同業水準。",
"生技醫療業","4743","合一","148952","151","986","947","772","685","0.93","755","1.02","N","N","N","",
"生技醫療業","4744","皇將","78633","169","465","468","439","453","1.24","755","1.02","Y","Y","N","1.生技醫療產業業態多樣，所需員工學經歷亦有所差異。
2.基層人員比重較高，拉低整體平均。
3.因受疫情影響，連帶使得員工之獎金及非經常性薪資受到影響而減少。",
"生技醫療業","4747","強生製藥","82162","139","591","595","537","542","2.16","755","1.02","N","Y","Y","1.本公司為學名藥製藥廠，獲利穩定，且因員工多為工廠生產作業人員，故與同業之平均薪資略有差異，本公司已於112年度起進行員工調薪。
2.因員工異動，於110年下半年主管離職一直尚未補足，故111年度呈現略微衰退。",
"化學工業","4754","國碳科","42172","74","570","689","402","361","2.08","747","1.50","N","Y","N","未滿6個月之員工人數增加。",
"其他電子業","4760","勤凱科技","39891","82","486","582","404","453","3.08","891","4.29","Y","N","N","員工酬勞及年終獎金發放金額隨公司整體營收及獲利狀況調整，111年因整體營收下降46%及獲利狀況下降54%，故員工酬勞較110年度減少約 49 %，調減的幅度適當合理。",
"化學工業","4767","誠泰科技","43519","55","791","843","742","739","2.16","747","1.50","N","N","N","",
"化學工業","4768","晶呈科技","39073","50","781","717","626","555","6.00","747","1.50","N","N","N","",
"文化創意業","4806","昇華","2627","6","438","415","379","421","0.00","1105","0.00","Y","N","N","影視產業近年整體產業景氣不佳，本公司111年度因公司虧損,故人員縮編,但111年度有進行員工調薪,員工平均薪資較110年度增加，以上說明。",
"通信網路業","4903","聯光通","58122","111","524","567","589","509","-0.80","879","2.74","N","N","N","",
"通信網路業","4905","台聯電","18050","29","622","658","461","502","-1.49","879","2.74","N","N","N","",
"建材營造","4907","富宇","15413","17","907","919","854","752","0.10","937","0.75","N","N","N","",
"通信網路業","4908","前鼎","195223","262","745","694","550","548","3.34","879","2.74","N","Y","N","相較於110年全時員工平均薪資及中位數皆有成長，惟111年EPS較前一年度大幅增加，主要因匯兌利益增加，且本公司直接人員占比達51%(含外籍移工)，致薪資平均數低於同業水準。",
"通信網路業","4909","新復興","82583","167","495","462","477","450","-0.59","879","2.74","Y","N","N","1.因產業特性及地屬偏鄉，作業人員相對偏多且外籍員工占直接員工的比率為25%，故拉低整體水準
2.因近2年來公司營收減少且稅前虧損，無員工酬勞因此造成整體薪資金額較低",
"生技醫療業","4911","德英","8879","20","444","428","423","430","0.13","755","1.02","Y","N","N","新藥臨床試驗費用高，由於有肝藥、保健食品及保養品掖助營運費用，多年來處於小幅虧損狀態，薪資均依各員工表現與貢獻度而有調整。111年度雖已開始獲利，但仍須彌補虧損，未來公司薪資調整將視個案及獲利情形而定",
"半導體業","4923","力士","47686","47","1015","817","834","782","6.47","1299","7.47","N","N","N","",
"電腦及週邊設備業","4931","新盛力","206812","312","663","560","494","448","2.96","890","5.09","N","N","N","",
"光電業","4933","友輝","303480","487","623","655","576","597","3.59","838","3.27","N","Y","N","1/各家資本結構不一，無法實質類比。
2/員工薪酬以遵循法規，在健全財務及維護股東權益下，每年皆有定期提出檢討及調整。",
"電子零組件業","4939","亞電","22204","14","1586","1554","1603","1631","0.35","723","2.41","N","N","N","",
"光電業","4944","兆遠","79947","115","695","638","606","567","-3.33","838","3.27","N","N","N","",
"半導體業","4945","陞達科技","47984","41","1170","1238","1102","1137","3.00","1299","7.47","N","N","N","",
"文化創意業","4946","辣椒","27233","39","698","632","645","596","-8.10","1105","6.32","N","N","N","",
"其他","4950","牧東","7357","11","669","749","476","549","-1.38","687","2.00","N","N","N","",
"半導體業","4951","精拓科","77715","49","1586","0","1544","0","4.77","1299","7.47","N","N","N","",
"資訊服務業","4953","緯軟","884161","996","888","860","800","778","8.33","926","3.59","N","Y","N","本公司111年度加權平均人數較110年成長近20%，新人年資未足年的比重較高，故影響年度平均薪資；惟本公司111年平均薪資自108年資訊揭露以來，每年持續成長。",
"光電業","4972","湯石照明","26141","33","792","880","784","808","1.35","838","3.27","N","N","N","",
"半導體業","4973","廣穎電通","201427","271","743","670","524","512","2.89","1299","7.47","N","N","N","",
"電子零組件業","4974","亞泰","74704","43","1737","1661","1576","1481","7.98","723","2.41","N","N","N","",
"通信網路業","4979","華星光","200678","342","587","562","507","469","2.05","879","2.74","N","N","N","",
"電腦及週邊設備業","4987","科誠","132415","198","669","623","542","520","5.95","890","5.09","N","Y","N","台灣工廠為本公司唯一之生產據點，工廠從業人員佔非擔任主管職務之全時員工比重達46%，致使員工薪資平均數低於同水準。",
"光電業","4995","晶達","123513","164","753","703","652","608","5.02","838","3.27","N","Y","N","1.本公司每年皆定期提出薪資調整，111年度薪資平均調幅約3.7%。

2.設廠台灣，員工結構偏屬製造業，直接員工和外籍員工佔比26%，致薪資平均數較同業略低實屬正常。",
"鋼鐵工業","5009","榮剛","860942","868","992","746","965","723","4.52","839","3.48","N","N","N","",
"鋼鐵工業","5011","久陽","123025","188","654","631","571","619","3.02","839","3.48","N","N","N","",
"鋼鐵工業","5013","強新","335078","439","763","818","722","804","4.06","839","3.48","N","Y","N","本公司非擔任主管職之全時員工人數，111年度較110年度增加15人。技術人員增加18人、外籍人員減少3人，主要是因111年新進技術人員占比增加。而拉低員工薪資平均數與中位數。",
"鋼鐵工業","5014","建錩","45139","59","765","828","612","644","2.04","839","3.48","N","N","N","",
"鋼鐵工業","5015","華祺","118902","163","729","673","601","622","9.46","839","3.48","N","Y","N","司非擔任主管職務之全時員工163人中，有59人為外籍基層員工，占非擔任主管職務之全時員工之36%，其薪資為基本工資加上加班費，本就偏低，致拉低全公司平均薪資。",
"鋼鐵工業","5016","松和","211708","302","701","815","641","768","2.02","839","3.48","N","N","N","",
"資訊服務業","5201","凱衛","108800","131","831","837","754","736","0.56","926","3.59","N","N","N","",
"資訊服務業","5202","力新","44254","55","805","925","708","789","-0.97","926","3.59","N","N","N","",
"綠能環保","5205","中茂","1131","3","377","359","340","331","1.02","857","4.48","Y","N","N","本公司近年因業務調整，公司處於虧損狀態。為求公司永續經營，近幾年各項費用嚴格管控。後續將視經營績效，在公司永續經營的前提下，合理將經營成果分享予全體股東及員工。",
"建材營造","5206","坤悅","20864","25","835","825","751","762","-0.67","937","0.75","N","N","N","",
"其他","5209","新鼎","200887","179","1122","1037","1023","947","8.78","687","2.00","N","N","N","",
"資訊服務業","5210","寶碩","96644","130","743","731","650","651","-0.20","926","3.59","N","N","N","",
"資訊服務業","5211","蒙恬","44817","48","934","926","765","806","0.94","926","3.59","N","N","N","",
"資訊服務業","5212","凌網","325961","336","970","931","849","826","2.80","926","3.59","N","N","N","",
"建材營造","5213","亞昕","51829","63","823","947","774","883","0.67","937","0.75","N","N","N","",
"光電業","5220","萬達光電","161702","301","537","556","451","480","2.88","838","3.27","N","N","N","",
"電子零組件業","5228","鈺鎧","181101","287","631","0","499","0","1.38","723","2.41","N","N","N","",
"光電業","5230","雷笛克光學","59710","70","853","725","679","571","-0.32","838","3.27","N","N","N","",
"半導體業","5236","凌陽創新","292003","125","2336","2463","1974","2084","6.52","1299","7.47","N","N","N","",
"光電業","5245","智晶","191578","272","704","673","564","580","4.09","838","3.27","N","Y","N","本公司提供的薪酬符合法令要求，因本公司員工平均服務年資及平均年齡低於同業，致EPS高於同業平均數惟非經理人全時員工薪資平均數低於同業水準者。",
"光電業","5251","天鉞電","11152","14","797","888","750","782","-0.57","838","3.27","N","N","Y","本公司EPS較前一年度成長，惟非經理人全時員工薪資平均數衰退，主因為人員異動，離職人員部份為資深高薪人員，而新進人員則薪資較低，導致整體員工薪資平均數較前一年度呈現降低之差異。",
"文化創意業","5263","智崴","210003","261","805","823","722","750","-0.99","1105","6.32","N","N","Y","110年疫情嚴峻，為了勉勵同仁因公配合至國外出差及被隔離檢疫者有額外發放防疫津貼，而至111年疫情控管逐漸趨緩，防疫津貼亦逐步調降發放，因前後兩年度差異約1千萬，故使111年薪資平均數較低。",
"半導體業","5272","笙科","122336","81","1510","1164","1373","1047","0.88","1299","7.47","N","N","N","",
"半導體業","5274","信驊","412944","90","4588","2831","4220","2454","55.72","1299","7.47","N","N","N","",
"數位雲端","5278","尚凡","56329","43","1310","1319","1217","1115","11.09","769","4.60","N","N","N","",
