產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電子零組件業","5460","同協","45557","67","680","699","-2.72%","588","591","-0.51%","-0.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","5464","霖宏","144759","311","465","445","4.49%","438","422","3.79%","-2.59","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","Y","N","N","由於營收及獲利表現未如預期，影響整體薪酬資源配置，致員工平均薪資水準低於同業平均。","本公司將持續提升獲利能力，並透過合理薪酬及獎勵機制與員工共享經營成果，以激勵士氣及提升整體競爭力。",
"電腦及週邊設備業","5465","富驊","24075","25","963","1022","-5.77%","931","953","-2.31%","1.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"半導體業","5468","凱鈺","15770","17","928","954","-2.73%","816","811","0.62%","-0.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電腦及週邊設備業","5474","聰泰","198622","138","1439","1400","2.79%","1176","1183","-0.59%","5.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電子零組件業","5475","德宏","11859","18","659","576","14.41%","493","494","-0.20%","-0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"文化創意業","5478","智冠","410849","392","1048","1009","3.87%","900","870","3.45%","7.93","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","Y","N","114年每股盈餘較113年增加，於114年初全面調薪，並增加獎金發放。
114年員工薪資平均數為近五年最高，並持續優化薪酬福利。
公司主要據點分北、高兩區，兩區合併與同區同產業文化創意業公司相比，不一定具關聯性。","本公司在114年初全面調薪，並增加獎金項目發放。
114年度員工酬勞，較113年度總額增加，全員工共享獲利成長成果。",
"其他","5481","新華","5674","9","630","681","-7.49%","480","617","-22.20%","-0.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"半導體業","5483","中美晶","423659","321","1320","1080","22.22%","1022","996","2.61%","6.71","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","本公司114年EPS及員工薪資變動受營運、產業特性及人力結構等因素影響；考量同業間規模與薪酬政策差異，指標間未宜直接比較。整體觀察尚無顯著不合理情形，並持續滾動檢討。","本公司持續檢視薪酬與福利制度，並參酌營運績效、產業趨勢及市場薪資水準適時調整，期使員工共享經營成果，兼顧人才留任與公司長期穩定發展。",
"半導體業","5487","通泰","40279","40","1007","985","2.23%","995","944","5.40%","-0.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電子零組件業","5488","松普","34105","62","550","556","-1.08%","529","548","-3.47%","0.11","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","原因：員工結構的改變，114年初3位資深員工離職，增僱薪資較資深員工低之新進員工，導致114年度平均薪資及中位數較113年度略微下降。","未來視員工績效KPI表現, 予以適當薪資調整, 給予獎勵。",
"其他電子業","5489","彩富","283595","322","881","952","-7.46%","675","691","-2.32%","2.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電腦及週邊設備業","5490","同亨","165246","159","1039","1023","1.56%","991","967","2.48%","1.69","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"其他電子業","5493","三聯","84196","78","1079","1183","-8.79%","1002","1136","-11.80%","4.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電子零組件業","5498","凱崴","72615","117","621","586","5.97%","594","554","7.22%","0.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"建材營造","5508","永信建","40514","36","1125","1383","-18.66%","1096","1308","-16.21%","3.07","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5511","德昌","363309","318","1142","1049","8.87%","1054","969","8.77%","10.64","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5512","力麒","27707","30","924","946","-2.33%","849","903","-5.98%","0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5514","三豐","10845","11","986","1042","-5.37%","954","994","-4.02%","-0.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5516","雙喜","184839","300","616","661","-6.81%","502","505","-0.59%","0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","Y","因114年度增聘外籍移工約45%，以致薪資平均數較前一年減少。","移工職務為基層技術工及勞力工，非經理人之
全時員工薪資依個人表現適當調整。薪資皆為勞資雙方合意。",
"建材營造","5520","力泰","336209","180","1868","1651","13.14%","1776","1536","15.63%","9.97","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5523","豐謙","8243","13","634","690","-8.12%","564","597","-5.53%","-0.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"建材營造","5529","鉅陞","18145","23","789","798","-1.13%","689","623","10.59%","2.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","Y","因應公司營運規劃，辦公地點遷至台中。雖提供補助，部分員工仍無法配合異地辦公而離職，公司因此增聘新進人員。受人力結構調整及新進員工薪資水準影響，雖EPS成長，惟非經理人全時員工平均薪資較前一年度下降。","1.提高員工留任率
2.創造開放的溝通渠道，鼓勵員工表達想法
3.給予基層員工學習成長的機會
4.促進工作與生活平衡
5.獎勵和認可員工
6.招募合適的人才",
"其他","5530","龍巖","516095","567","910","905","0.55%","763","738","3.39%","2.75","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"其他電子業","5536","聖暉*","648939","414","1567","1403","11.69%","1299","1149","13.05%","28.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"建材營造","5547","久舜","182742","195","937","0","0.00%","867","0","0.00%","3.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","Y","N","因公司外籍移工薪資結構低於本籍員工，故公司年度平均薪資無法與公司經營績效成長成正比。","本公司115年年度調薪平均數為7%，亦持維每年薪資調整數與同業市場薪資水平相近。",
"建材營造","5548","安倉","261903","310","845","807","4.71%","722","683","5.71%","2.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"航運業","5601","台聯櫃","6330","7","904","895","1.01%","856","854","0.23%","0.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","919","3.07","N","N","N","","",
"航運業","5603","陸海","196773","261","754","812","-7.14%","697","755","-7.68%","0.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","919","3.07","N","N","N","","",
"其他","5604","中連","2401","3","800","705","13.48%","910","716","27.10%","0.85","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"航運業","5609","中菲行","176539","133","1327","1371","-3.21%","886","963","-8.00%","8.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","919","3.07","N","N","Y","因獎金發放時間差的因素114年度獎金將於115年度發放與公司EPS並無不一致的情形。","係獎金發放時間差問題，為公司政策所致。",
"觀光餐旅","5701","劍湖山","121279","255","476","457","4.16%","425","401","5.99%","-0.26","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","Y","N","N","本公司主營主題樂園及渡假飯店,基層員工佔比高,114年度公司虧損下降,雖非經理人之全時員工薪資平均數未達50萬元,但已較113年度增加4.2%,應屬合理。","面臨產業缺工,本公司將優化薪酬福利,加強產學合作與人力彈性配置,以穩定人力、提升留任率。
本公司近年來積極調整經營策略,全力擴大營運動能拚成長,期能轉虧為盈與員工共榮共好。",
"觀光餐旅","5703","亞都麗緻","128301","239","537","538","-0.19%","533","528","0.95%","0.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","Y","114年度本公司營運績效顯著提升（稅後淨利較
前一年度大幅成長），為因應營運成長
需求而擴大招募人力，致使員工人數(含實習生及兼職員工)增加。","本公司未來仍將持續檢視市場趨勢及公司營運狀況，適時調整薪酬制度及績效評估機制，以確保薪酬發放之合理性並強化員工激勵效果。對於試用期員工轉正評估機制依績效表現適度調整薪酬，以提升留任與激勵效果。",
"觀光餐旅","5704","老爺知","74953","148","506","551","-8.17%","451","489","-7.77%","0.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"金融業","5864","致和證","99193","166","598","621","-3.70%","526","540","-2.59%","2.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","N","Y","本公司EPS較前一年度成長，係因自營部的營業證券操作利益，與一般非經理人全時員工較無關聯性，業務績效較上期成長故非經理人全時員工薪酬也較上期增加。","已提列員工紅利於2026年底發放",
"金融業","5878","台名","30182","48","629","630","-0.16%","576","565","1.95%","2.86","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","Y","Y","本公司114年持續調升員工薪資，薪酬增長，114年薪資中位數較前一年度增加。平均數與去年僅些微差距，主要因人員異動調整。本公司員工薪酬為內勤行政，不含業務承攬人員佣金，與銀行壽險金融業含業務人員數據不同。","1_隨營運績效持續調薪及提升獎金，114年修改章程，明訂從員工酬勞總額中，分派50%以上為基層員工酬勞。
2_本公司雖屬金融業，此類別產業含銀行壽險金控公司，不適合直接比較。",
"居家生活","5902","德記","83305","96","868","876","-0.91%","762","762","0.00%","2.24","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","Y","115年非經理人全時員工薪資平均數衰退係因同一年遇多位資深員工退休或離職，接替人員資歷較淺，致薪資平均數微幅衰退。","公司每年持續視營運績效與市場水準進行調薪。",
"居家生活","5903","全家","2898450","3502","828","811","2.10%","736","730","0.82%","7.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"居家生活","5904","寶雅","2072075","3186","650","634","2.52%","596","574","3.83%","29.54","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","Y","N","公司屬零售業直營型態（非加盟）的自助型賣場，有近90%人力屬第ㄧ線服務人員。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。","公司每年依員工績效考核結果予以晉升、調薪。",
"觀光餐旅","5905","南仁湖","88749","208","427","418","2.15%","412","400","3.00%","-0.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","Y","N","N","114年度扣除轉投資收益後，本公司稅前淨損為141,072千元。勞動部薪資查詢系統，同業非擔任主管職員工總薪資為32,438元~44,188元 (月)。本公司年度薪資平均數為427千元(每月為35,583元)，與同業並無重大差異。","持續提升營收、培養員工晉升",
"金融業","6015","宏遠證","472283","433","1091","1094","-0.27%","901","911","-1.10%","0.76","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","N","N","","",
"金融業","6016","康和證","711467","552","1289","1298","-0.69%","1018","975","4.41%","1.98","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","N","Y","因營業人員業績獎金屬變動薪資，且證券營業人員之獎金受績效影響甚鉅，本年度因經紀市占率下降致營業同仁平均獎金減少。","營業人員薪酬大多來自個人績效表現，與公司整體獲利影響關聯較小，故將檢討新進營業同仁固定薪酬與變動薪酬結構。",
"金融業","6020","大展證","45970","61","754","749","0.67%","736","691","6.51%","0.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","N","N","","",
"金融業","6021","美好證","333296","299","1115","1079","3.34%","964","918","5.01%","3.76","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","Y","N","招募大量社會新鮮人，不同年齡層比例變化，員工結構年輕化，產生薪資統計上的稀釋","目前公司正積極進行變動獎金制度的改革，並定期進行薪酬市場動態調查",
"金融業","6023","元大期貨","575379","358","1607","1591","1.01%","1434","1379","3.99%","8.45","          1,714","不適用","-","          1,504","不適用","-","          1,578","不適用","-","          1,366","不適用","-","1200","2.65","N","N","N","","",
"金融業","6026","福邦證","269398","197","1368","1230","11.22%","1021","1006","1.49%","1.72","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1200","2.65","N","N","N","","",
"文化創意業","6101","寬魚國際","16456","20","823","799","3.00%","684","657","4.11%","-0.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"半導體業","6103","合邦","2554","4","639","567","12.70%","668","589","13.41%","-0.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","6104","創惟","620815","258","2406","2105","14.30%","2125","1829","16.18%","5.62","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"通信網路業","6109","亞元","41989","54","778","788","-1.27%","731","680","7.50%","-0.94","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","Y","114年度公司因應集團發展策略及組織整合需求，使得人員異動及薪資結構差異影響。","本公司依營運情形發放獎金及員工酬勞，使員工薪酬與公司經營績效具合理關聯性。未來將持續優化營運績效、完善績效考核制度及薪酬福利措施，以提升員工向心力及公司競爭力。",
"文化創意業","6111","光聚晶電","113389","131","866","776","11.60%","777","680","14.26%","-4.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"電子通路業","6113","亞矽","38812","42","924","926","-0.22%","937","906","3.42%","-0.25","            973","不適用","-","            845","不適用","-","            959","不適用","-","            740","不適用","-","842","0.99","N","N","N","","",
"電子零組件業","6114","久威","19906","26","766","747","2.54%","617","684","-9.80%","2.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","Y","N","本公司處分子公司蘇州久鋐電子，產生處分利益188,270仟元挹注EPS。且因新進員工佔比高，進而影響員工薪資平均數。","本公司持續落實員工共享經營成果理念，除114年度依法提列員工酬勞新台幣5,851,810元外，並於公司章程明定基層員工分配比例(員工酬勞實際提撥金額中應以不低於40%為基層員工分配酬勞)，以提升員工薪酬及留才成效。",
"電子通路業","6118","建達","139511","240","581","637","-8.79%","521","580","-10.17%","0.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","Y","本公司 114 年度非主管職全時員工平均薪資較前一年度下降，主要係因新進員工招募增加、任職未滿全年之員工比重提高，以及資深同仁離職及退休所致，致整體薪資結構產生變動。","未來將持續強化新進員工培育與留任機制、評估久任及留才措施，並依年度獲利情形適度回饋員工，以穩定人才結構並提升員工留任率。",
"電腦及週邊設備業","6121","新普","495879","365","1359","1345","1.04%","1134","1183","-4.14%","30.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電機機械","6122","擎邦","299922","256","1172","1125","4.18%","1043","1006","3.68%","4.78","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"資訊服務業","6123","上奇","20705","26","796","741","7.42%","693","695","-0.29%","2.73","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"電子零組件業","6124","業強","12348","19","650","695","-6.47%","604","592","2.03%","-0.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","本公司114年度EPS較前一年度成長，主要係因營運改善及虧損幅度較前一年度縮減所致，並非因獲利大幅增加所造成。","考量公司整體財務狀況及永續經營需求，薪酬政策仍以穩健原則規劃。",
"電機機械","6125","廣運","441580","454","973","925","5.19%","816","786","3.82%","0.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電子零組件業","6126","信音","11501","14","822","808","1.73%","729","738","-1.22%","0.71","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6127","九豪","111605","171","653","585","11.62%","594","570","4.21%","0.47","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"半導體業","6129","普誠","193075","191","1011","992","1.92%","908","895","1.45%","-1.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"生技醫療業","6130","上亞科技","13406","21","638","737","-13.43%","610","569","7.21%","-1.72","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"電子零組件業","6134","萬旭","72864","101","721","706","2.12%","658","661","-0.45%","0.12","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"半導體業","6138","茂達","533791","284","1880","1623","15.83%","1649","1443","14.28%","13.04","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","6140","訊達電腦","71005","103","689","668","3.14%","550","547","0.55%","-1.93","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"通信網路業","6143","振曜","292282","352","830","717","15.76%","677","614","10.26%","6.46","          1,094","不適用","-","            692","不適用","-","            991","不適用","-","            658","不適用","-","882","2.29","N","Y","N","秉持深耕台灣、維護本地就業之承諾，持續保留製造單位於台灣營運，公司基層生產線佔總人數49%，外籍移工佔全體人數29%，然受限於外籍移工制度設計，薪資依政府規定支付基本工資，致整體薪資平均數低於同業水準。","1.強化外籍移工之職務訓練及升遷管道，並將表現優異移工轉中階技術人員，增加其在台灣工作機會及待遇。
2.逐步導向AI自動化生產，增加高附加價值職種及技術性人力之比重。",
"文化創意業","6144","得利影","32391","58","558","550","1.45%","541","525","3.05%","-0.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"其他電子業","6146","耕興","724329","729","994","1023","-2.83%","786","816","-3.68%","10.77","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","Y","N","本公司EPS雖高於同一產業類別平均數，惟因114年之營收、獲利較113年減少，故各項績效獎金減少，但本公司114年之員工薪資平均數仍高於同一產業類別平均數。","本公司訂定各項獎勵辦法，依辦法提撥各項獎金，並參酌同業薪資水準隨時檢視非主管員工敘薪，同時於114年股東會通過修改公司章程第18條，增加員工酬勞數額中，應提撥不低於10%予基層員工之規定，以照顧基層員工。",
"半導體業","6147","頎邦","5130488","5005","1025","1001","2.40%","918","870","5.52%","3.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","6148","驊宏資","35718","47","760","777","-2.19%","631","692","-8.82%","1.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"電腦及週邊設備業","6150","撼訊","111865","152","736","699","5.29%","625","602","3.82%","2.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"其他電子業","6151","晉倫","46201","66","700","704","-0.57%","580","641","-9.52%","1.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電子通路業","6154","順發","261542","488","536","502","6.77%","489","458","6.77%","0.51","            554","不適用","-","            509","不適用","-","            505","不適用","-","            461","不適用","-","842","0.99","N","N","N","","",
"電子零組件業","6156","松上","20189","21","961","997","-3.61%","895","949","-5.69%","0.45","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6158","禾昌","110679","119","930","1020","-8.82%","820","881","-6.92%","0.11","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電腦及週邊設備業","6160","欣技","169618","215","789","769","2.60%","681","658","3.50%","-1.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電腦及週邊設備業","6161","捷波","60059","62","969","973","-0.41%","737","716","2.93%","2.72","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"資訊服務業","6163","華電網","858730","750","1145","1088","5.24%","956","923","3.58%","0.75","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"光電業","6167","久正","116789","198","590","599","-1.50%","532","523","1.72%","-0.03","            710","不適用","-","            509","不適用","-","            668","不適用","-","            472","不適用","-","882","2.40","N","N","N","","",
"文化創意業","6169","昱泉","9156","14","654","619","5.65%","621","608","2.14%","-2.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"通信網路業","6170","統振","81331","55","1479","1387","6.63%","1062","954","11.32%","4.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"建材營造","6171","大城地產","9258","13","712","761","-6.44%","657","703","-6.54%","3.82","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","Y","N","本公司因所處產業特性，營業收入認列採用「全部完工法」，導致各年度獲利呈現較大波動。114年度已調升非擔任主管職務之員工薪資達4%以上，實質將經營成果回饋予基層員工，足見本公司經營績效充分反映於員工薪酬。","本公司將視前一年度營運成果與經營績效，適度調整員工薪酬，以達利潤共享之核心價值。",
"電子零組件業","6173","信昌電","508573","638","797","751","6.13%","705","667","5.70%","3.26","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6174","安碁","135226","215","629","553","13.74%","608","492","23.58%","0.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6175","立敦","45588","54","844","780","8.21%","797","699","14.02%","2.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"其他","6179","亞通","134710","148","910","982","-7.33%","861","946","-8.99%","0.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"文化創意業","6180","橘子","628284","510","1232","1122","9.80%","961","793","21.19%","-1.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"半導體業","6182","合晶","737880","965","765","722","5.96%","690","660","4.55%","0.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電子零組件業","6185","幃翔","9674","15","645","665","-3.01%","599","618","-3.07%","0.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","本公司114年度離職5名員工，以致非主管職員工薪資平均數較前一年度減少。","本公司已陸續補足相應職缺。",
"建材營造","6186","新潤","102601","34","3018","1944","55.25%","3100","1967","57.60%","7.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"半導體業","6187","萬潤","508898","357","1425","1347","5.79%","1202","1138","5.62%","15.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電腦及週邊設備業","6188","廣明","285267","170","1678","1469","14.23%","1493","1312","13.80%","3.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"通信網路業","6190","萬泰科","219153","221","992","952","4.20%","845","768","10.03%","2.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"電子零組件業","6194","育富","2337","4","584","619","-5.65%","560","596","-6.04%","2.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"居家生活","6195","詩肯","202485","313","647","616","5.03%","546","556","-1.80%","0.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"建材營造","6198","瑞築","11486","11","1044","1145","-8.82%","1113","1062","4.80%","-0.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","Y","因營運擴展而擴編基層員工，故導致平均薪資較去年同期微幅下滑。","未來隨著基層員工技能提升及工作效益產生，本公司將透過獎金制度及定期滾動式調薪逐步帶動整體平均薪資成長。",
