產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電機機械","4534","慶騰","73719","137","538","551","-2.36%","499","511","-2.35%","0.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4535","至興","155398","331","469","520","-9.81%","419","471","-11.04%","1.30","            484","不適用","-","            439","不適用","-","            426","不適用","-","            405","不適用","-","747","1.65","Y","N","N","主要因114年稅後淨利較113年減少47%，故年終獎金及員工酬勞提撥金額較113年
減少，致非擔任主管職務之全時員工薪資-平均數114年較113年減少9.81%。","本公司章程規定於年底總決算後，若有獲利，應先提撥至少百分之二以上為員工酬
勞，前項提撥之員工酬勞數額中，至少百分之六十以上為基層員工分派酬勞。",
"電機機械","4538","大詠城","61780","94","657","531","23.73%","501","466","7.51%","0.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"其他","4541","晟田","446126","641","696","662","5.14%","658","620","6.13%","2.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","Y","N","本公司年終獎金之提列，係以當年度稅前淨利
提撥不低於一定比率計算。另亦以稅前淨利為
計算基礎，提撥不低於1%為員工酬勞。是以除
基本月薪與加班費等項目外，與公司經營績效
高度相關。","1.本年度預計執行員工持股信託，除增加員工
向心力外，亦可提升員工薪資水準並保障其退
休或離職後之生活安定。
2.本年度預計調薪3%~5%。
3.依據獲利狀況，適時調整年終獎金之提列比
率。",
"電子零組件業","4542","科嶠","68319","88","776","733","5.87%","712","683","4.25%","1.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電機機械","4543","萬在","135445","268","505","503","0.40%","448","450","-0.44%","0.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4549","桓達","149331","236","633","624","1.44%","560","553","1.27%","3.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","Y","N","本公司產品為客製化，少量多樣，故面對不同產業須投入更多人力提供售前服務，114年度EPS高於同業主要為產業特性所致。
114年度員工薪資-平均數為633仟元，較112年度624仟元提高1.4%，較去年同期增加。","若達成公司業績目標，相對也會提高年度調薪幅度及增加獎金，並增加員工福利。",
"電機機械","4550","長佳","49141","60","819","805","1.74%","678","672","0.89%","1.34","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"其他電子業","4554","橙的","86784","107","811","720","12.64%","680","613","10.93%","2.12","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"其他","4556","旭然","71367","111","643","634","1.42%","541","511","5.87%","0.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"電機機械","4558","寶緯","198553","323","615","603","1.99%","539","499","8.02%","-0.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4561","健椿","161885","249","650","652","-0.31%","588","577","1.91%","0.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4563","百德","153134","163","939","962","-2.39%","897","916","-2.07%","-2.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4568","科際精密","19690","22","895","729","22.77%","780","770","1.30%","2.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"其他電子業","4577","達航科技","88048","107","823","723","13.83%","803","707","13.58%","-0.73","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"電機機械","4580","捷流閥業","292314","274","1067","1025","4.10%","932","887","5.07%","5.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電機機械","4584","君帆","87771","133","660","657","0.46%","598","590","1.36%","3.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","Y","N","1.本公司外籍勞工人數佔非擔任主管之員工人數約16%，致影響整體員工平均薪資水準較低。
2.本公司114年度員工薪資平均數為660仟元，較113年度增加3仟元。","1.員工薪酬包含本薪、獎金及依公司章程提撥員工酬勞，其中本薪每年依公司營運績效及考量物價波動進行調薪。
2.本公司章程明訂提撥員工酬勞數額中，應提撥不低於50%為基層員工分派酬勞。",
"居家生活","4609","唐鋒","8016","10","802","742","8.09%","812","812","0.00%","-0.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"居家生活","4702","中美實","9695","14","693","721","-3.88%","708","710","-0.28%","0.88","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","Y","員工整體薪酬包含固定薪資（本薪、津貼）與變動薪酬（年終獎金、員工紅利、績效獎金）。公司訂有業務績效獎金，若達標提撥一定比率發放予員工，另年度定期進行績效評估，做為員工紅利分配之依據。","公司已試圖擴大經營或轉型，並考量在年底前對全時員工進行2%以內之薪資調整，並送呈薪酬委員會做最終決議。",
"化學工業","4706","大恭","125963","184","685","764","-10.34%","655","734","-10.76%","0.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"化學工業","4707","磐亞","70018","99","707","697","1.43%","660","636","3.77%","0.89","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"化學工業","4711","永純","55387","75","738","716","3.07%","677","681","-0.59%","0.15","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"化學工業","4714","永捷","31786","53","600","592","1.35%","530","533","-0.56%","-0.54","            658","不適用","-","            495","不適用","-","            652","不適用","-","            454","不適用","-","763","1.20","N","N","N","","",
"化學工業","4716","大立","42064","78","539","625","-13.76%","506","583","-13.21%","-0.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"化學工業","4721","美琪瑪","48381","59","820","735","11.56%","699","631","10.78%","3.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"生技醫療業","4726","永昕","286030","293","976","983","-0.71%","905","876","3.31%","-2.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","Y","本公司員工薪酬與經營績效及人力結構變化具合理關聯性。因應營運發展需求，114年度新進人員增加，致整體薪酬結構有所變動。","公司持續依營運狀況、職務職責及市場薪酬水準進行薪酬管理，以維持人才吸引與留任之競爭力。",
"生技醫療業","4728","雙美","121646","132","922","826","11.62%","745","707","5.37%","13.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"光電業","4729","熒茂","172739","278","621","555","11.89%","554","464","19.40%","0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"生技醫療業","4735","豪展","59341","74","802","758","5.80%","673","599","12.35%","2.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"化學工業","4741","泓瀚","91721","160","573","614","-6.68%","477","522","-8.62%","0.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"生技醫療業","4743","合一","142108","139","1022","1026","-0.39%","775","747","3.75%","-2.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","Y","本公司已建置績效評估系統，每半年進行一次評估，依員工績效考評及職等做為薪資調整之依據。","持續每半年進行一次員工績效評估，且人資單位主動定期與同仁進行對談，並設有內部溝通與申訴管道，確保員工於權益受損時可即時反應。",
"生技醫療業","4744","皇將","83929","164","512","508","0.79%","483","473","2.11%","2.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","Y","N","雖本公司的薪資略低於生技醫療產業平均水平，主要是所需員工學經歷亦有所差異，也因基於公司成本控制和市場狀況的考量。","1.對表現優異的員工提供專項的薪酬調整和福利激勵。
2.將經營績效與員工薪酬進行更為緊密的掛鉤，讓薪酬體系具有的合理性與市場競爭力。
3.定期了解員工需求，根據反饋調整薪酬政策，保持公平和透明。",
"生技醫療業","4747","強生製藥","113590","157","724","751","-3.60%","674","685","-1.61%","1.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"半導體業","4749","新應材","571836","414","1381","1231","12.19%","1110","1027","8.08%","11.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","本年度非擔任主管職務之全時員工薪資平均數較113年成長，員工變動薪資與EPS連結，114年變動薪資增幅超過營運績效增幅；惟考量公司成長及擴廠需求，員工薪酬制度，需兼顧長期發展及穩健性考量，與經營績效合理關聯。","持續參考產業標竿企業之非主管薪資年薪平均數及中位數，已於115年4月進行調升固定薪資結構及強化變動獎金與營運績效連結。將營運成果回饋給共同努力打拼的員工，為公司未來發展開創更高的價值。",
"化學工業","4754","國碳科","71042","89","798","731","9.17%","710","659","7.74%","2.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","763","1.20","N","N","N","","",
"其他電子業","4760","勤凱科技","57588","100","576","554","3.97%","482","469","2.77%","7.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","Y","N","公司每年依績效調整薪資，其中表現優異者，調薪幅度甚至可高達9.93%，較113年調整薪資幅度最高8%佳，年終獎金及員工酬勞發放金額亦隨獲利增加而調升，114年全公司發放為1.2~11.5個月，優於113年度發放為1~8.2個月。","本公司於114年發行「限制員工權利新股計畫」，計畫旨在結合員工個人績效、公司長期營運成果及永續發展目標，透過股權激勵機制，使員工與公司共同參與長期價值創造，提升組織向心力與人才留任成效。",
